-- Logs begin at Tue 2022-08-09 12:34:44 UTC, end at Tue 2022-08-09 14:05:56 UTC. --
Aug 09 13:49:50 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 09 13:49:50 ubuntu dstat.sh[491]: [286B blob data]
Aug 09 13:49:50 ubuntu dstat.sh[491]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Aug 09 14:01:33 ubuntu dstat.sh[491]: 09-08 14:01:33| 10   1  84   4   0|4075M  221M  160M 3389M|7096B 3747B|   0  6396k|   0   501 |2351  2424 |1.30 1.47 1.17|1.0   0   0|   0     0 |pip                  319876.5% 298k 358k|pip                  31987 298k 358k6.5%|mysqld       415M|   0     0 |  27  248    0   88    0
Aug 09 14:01:34 ubuntu dstat.sh[491]: 09-08 14:01:34| 17   3  80   1   0|4076M  220M  160M 3389M|9097B 3856B|   0   452k|   0  23.0 |2180  4035 |1.27 1.46 1.17|  0   0   0|   0     0 |pip                  319877.0% 348k 381k|pip                  31987 348k 381k7.0%|mysqld       415M|   0     0 |  27  248    0   86    0
Aug 09 14:01:35 ubuntu dstat.sh[491]: 09-08 14:01:35| 16   5  79   1   0|4076M  183M  160M 3425M|  18k 2371B|   0   576k|   0  13.0 |1624  2382 |1.27 1.46 1.17|  0   0   0|   0     0 |pip                  31987 15%  25M  34M|pip                  31987  25M  34M 15%|mysqld       415M|   0     0 |  27  248    0   87    0
Aug 09 14:01:36 ubuntu dstat.sh[491]: 09-08 14:01:36| 13   2  85   1   0|4076M  182M  160M 3427M|9944B 3860B|   0   692k|   0  27.0 |1581  2628 |1.27 1.46 1.17|1.0   0   0|   0     0 |pip                  319879.5% 969k1238k|pip                  31987 969k1238k9.5%|mysqld       415M|   0     0 |  27  248    0   77    0
Aug 09 14:01:37 ubuntu dstat.sh[491]: 09-08 14:01:37|  9   2  88   1   0|4078M  176M  160M 3430M|  11k 3176B|   0   376k|   0  9.00 |1490  2458 |1.27 1.46 1.17|1.0   0 2.0|   0     0 |pip                  319877.2%2448k3453k|pip                  319872448k3453k7.2%|mysqld       415M|   0     0 |  27  248    0   77    0
Aug 09 14:01:38 ubuntu dstat.sh[491]: 09-08 14:01:38| 19   2  78   1   0|4092M  151M  160M 3441M|9998B 2942B|4096B  816k|1.00  29.0 |1500  2408 |1.27 1.46 1.17|  0   0   0|   0     0 |pip                  31987 16%8325k  11M|pip                  319878325k  11M 16%|mysqld       415M|   0     0 |  27  248    0   77    0
Aug 09 14:01:39 ubuntu dstat.sh[491]: 09-08 14:01:39|  8   1  90   1   0|4093M  150M  160M 3442M|7558B 3855B| 200k  580k|3.00  21.0 |1344  2298 |1.17 1.44 1.16|  0   0   0|   0     0 |pip                  319874.0% 643k 857k|pip                  31987 643k 857k4.0%|mysqld       415M|   0     0 |  27  248    0   77    0
Aug 09 14:01:40 ubuntu dstat.sh[491]: 09-08 14:01:40|  8   3  87   1   0|4093M  147M  160M 3444M|7977B 3240B| 156k 3948k|2.00  69.0 |1521  2621 |1.17 1.44 1.16|  0   0   0|   0     0 |pip                  319876.2%1011k1961k|pip                  319871011k1961k6.2%|mysqld       415M|   0     0 |  27  248    0   77    0
Aug 09 14:01:41 ubuntu dstat.sh[491]: 09-08 14:01:41|  7   1  91   1   0|4093M  146M  160M 3445M|7427B 3805B|  40k  396k|2.00  15.0 |1464  2463 |1.17 1.44 1.16|  0   0   0|   0     0 |pip                  319873.5% 169k 202k|pip                  31987 169k 202k3.5%|mysqld       415M|   0     0 |  27  248    0   77    0
Aug 09 14:01:42 ubuntu dstat.sh[491]: 09-08 14:01:42| 13   2  85   1   0|4094M  143M  160M 3447M|7227B 3739B|   0   368k|   0  12.0 |1420  2319 |1.17 1.44 1.16|2.0   0   0|   0     0 |pip                  31987 10%1458k1772k|pip                  319871458k1772k 10%|mysqld       415M|   0     0 |  27  248    0   77    0
Aug 09 14:01:43 ubuntu dstat.sh[491]: 09-08 14:01:43| 20   5  75   1   0|4093M  140M  161M 3451M|6379B 1686B|   0  1232k|   0  77.0 |1584  2516 |1.17 1.44 1.16|1.0   0   0|   0     0 |pip                  31987 21%4205k6502k|pip                  319874205k6502k 21%|mysqld       415M|   0     0 |  27  248    0   77    0
Aug 09 14:01:44 ubuntu dstat.sh[491]: 09-08 14:01:44| 22  11  63   4   0|4096M  169M  161M 3422M|5152B 1620B|   0   127M|   0  1048 |2462  2423 |1.16 1.43 1.16|1.0   0   0|   0     0 |pip                  31987 25%  38M  54M|pip                  31987  38M  54M 25%|mysqld       415M|   0     0 |  27  248    0   77    0
Aug 09 14:01:45 ubuntu dstat.sh[491]: 09-08 14:01:45| 22   7  71   0   0|4096M  151M  162M 3440M|5507B 1620B|   0  1176k|   0  31.0 |1645  2256 |1.16 1.43 1.16|1.0   0   0|   0     0 |pip                  31987 25%  23M  32M|pip                  31987  23M  32M 25%|mysqld       415M|   0     0 |  27  248    0   77    0
Aug 09 14:01:46 ubuntu dstat.sh[491]: 09-08 14:01:46| 23   6  71   0   0|4095M  134M  163M 3455M|8538B 1620B|   0  1688k|   0  35.0 |1557  2435 |1.16 1.43 1.16|1.0   0   0|   0     0 |pip                  31987 25%  15M  23M|pip                  31987  15M  23M 25%|mysqld       415M|   0     0 |  27  248    0   77    0
Aug 09 14:01:47 ubuntu dstat.sh[491]: 09-08 14:01:47| 20   8  71   1   0|4097M  120M  164M 3467M|7442B 1566B|  88k 1120k|3.00  40.0 |1612  2489 |1.16 1.43 1.16|1.0   0 2.0|   0     0 |pip                  31987 24%  20M  22M|pip                  31987  20M  22M 24%|mysqld       415M|   0     0 |  27  248    0   77    0
Aug 09 14:01:48 ubuntu dstat.sh[491]: 09-08 14:01:48| 23   7  69   1   0|4074M  225M  164M 3385M|  15k 1740B| 232k 1992k|4.00  12.0 |1737  2532 |1.16 1.43 1.16|1.0   0 8.0|   0     0 |pip                  320068.2%6770k 577B|tox                  31945 166M 214M1.0%|mysqld       415M|   0     0 |  27  247    0   77    0
Aug 09 14:01:49 ubuntu dstat.sh[491]: 09-08 14:01:49| 26   6  67   1   0|4086M  212M  164M 3385M|7518B 1620B|  64k 1033k|2.00  25.0 |7448    15k|1.14 1.43 1.16|1.0   0  13|   0     0 |swift-object-se      2551 0.5%   0    0 |pip                  320064541k1763k0.2%|mysqld       415M|   0     0 |  27  247    0   77    0
Aug 09 14:01:50 ubuntu dstat.sh[491]: 09-08 14:01:50| 27   5  68   0   0|4087M  211M  164M 3385M|9008B 1620B|   0  1096k|   0  15.0 |5645    11k|1.14 1.43 1.16|2.0   0 7.0|   0     0 |pip                  32006 12% 736k8598B|python               320263916k  38B 10%|mysqld       415M|   0     0 |  27  247    0   77    0
Aug 09 14:01:51 ubuntu dstat.sh[491]: 09-08 14:01:51| 23   6  71   0   0|4044M  254M  164M 3386M|6736B 1620B|4096B  200k|1.00  14.0 |3590  6841 |1.14 1.43 1.16|3.0   0 8.0|   0     0 |python               320402.2% 843k 445B|tox                  31945  16M2737k0.2%|mysqld       415M|   0     0 |  27  247    0   77    0
Aug 09 14:01:52 ubuntu dstat.sh[491]: 09-08 14:01:52| 24   8  69   0   0|4039M  259M  164M 3386M|5109B 1566B|   0   200k|   0  5.00 |2046  3100 |1.14 1.43 1.16|2.0   0  94|   0     0 |tox                  321318.2%2681k   4B|bash                 2692  200M 225M1.0%|mysqld       415M|   0     0 |  27  247    0   77    0
Aug 09 14:01:53 ubuntu dstat.sh[491]: 09-08 14:01:53| 26   6  68   0   0|4044M  254M  164M 3386M|6286B 1620B|   0   276k|   0  15.0 |8366    18k|1.14 1.43 1.16|3.0   0  40|   0     0 |tox                  321314.2%  10M 801k|tox                  32131  10M 801k4.2%|mysqld       415M|   0     0 |  27  247    0   66    0
Aug 09 14:01:54 ubuntu dstat.sh[491]: 09-08 14:01:54| 24   5  70   0   0|4065M  233M  164M 3386M|5615B 1620B|   0   308k|   0  17.0 |1765  2730 |1.13 1.42 1.16|1.0   0  10|   0     0 |pip                  32179 14%6817k4567B|pip                  321796817k4567B 14%|mysqld       415M|   0     0 |  27  247    0   66    0
Aug 09 14:01:55 ubuntu dstat.sh[491]: 09-08 14:01:55| 29   2  69   0   0|4067M  231M  164M 3386M|5977B 1620B|   0   156k|   0  11.0 |2242  3758 |1.13 1.42 1.16|1.0   0   0|   0     0 |pip                  32179 25%   0   31k|python3.7            7215   31k  72k1.2%|mysqld       415M|   0     0 |  27  247    0   60    0
Aug 09 14:01:56 ubuntu dstat.sh[491]: 09-08 14:01:56| 24   8  67   0   0|4037M  261M  164M 3386M|6138B 1620B|   0   520k|   0  19.0 |2213  3604 |1.13 1.42 1.16|1.0   0 118|   0     0 |tox                  323306.2%2531k   4B|bash                 2692   24M 858k0.5%|mysqld       415M|   0     0 |  27  247    0   60    0
Aug 09 14:01:57 ubuntu dstat.sh[491]: 09-08 14:01:57| 25   6  69   0   0|4050M  241M  164M 3393M|6761B 1620B|   0   120k|   0  7.00 |6045    12k|1.13 1.42 1.16|4.0   0  44|   0     0 |tox                  323306.5%  12M8203k|tox                  32330  12M8203k6.5%|mysqld       415M|   0     0 |  27  247    0   52    0
Aug 09 14:01:58 ubuntu dstat.sh[491]: 09-08 14:01:58| 26   3  71   0   0|4064M  224M  164M 3396M|6124B 1620B|   0   932k|   0  9.00 |1682  2521 |1.13 1.42 1.16|1.0   0 5.0|   0     0 |pip                  32372 23%4985k1940k|pip                  323724985k1940k 23%|mysqld       415M|   0     0 |  27  247    0   52    0
Aug 09 14:01:59 ubuntu dstat.sh[491]: 09-08 14:01:59| 26   2  73   0   0|4065M  223M  164M 3396M|7889B 1694B|   0   356k|   0  11.0 |1521  2212 |1.12 1.41 1.16|1.0   0   0|   0     0 |pip                  32372 22%  36k  29k|pip                  32372  36k  29k 22%|mysqld       415M|   0     0 |  27  247    1   44    0
Aug 09 14:02:00 ubuntu dstat.sh[491]: 09-08 14:02:00|  4   1  95   0   0|4065M  223M  164M 3396M|7034B 2392B|   0   276k|   0  12.0 |1219  2221 |1.12 1.41 1.16|  0   0   0|   0     0 |nova-conductor       164540.5%   0    0 |pip                  32372 286k 517B0.5%|mysqld       415M|   0     0 |  27  248    0   44    0
Aug 09 14:02:01 ubuntu dstat.sh[491]: 09-08 14:02:01|  9   1  89   1   0|4067M  219M  164M 3397M|  11k 3215B|   0   112k|   0  9.00 |1396  2281 |1.12 1.41 1.16|  0   0   0|   0     0 |pip                  323725.5% 495k1361k|pip                  32372 495k1361k5.5%|mysqld       415M|   0     0 |  27  248    0   30    0
Aug 09 14:02:02 ubuntu dstat.sh[491]: 09-08 14:02:02|  8   1  91   0   0|4068M  218M  164M 3397M|  46k 2432B|   0   244k|   0  6.00 |1334  2248 |1.12 1.41 1.16|1.0   0   0|   0     0 |pip                  323723.5%  38k  37k|pip                  32372  38k  37k3.5%|mysqld       415M|   0     0 |  27  248    1   30    0
Aug 09 14:02:03 ubuntu dstat.sh[491]: 09-08 14:02:03|  4   1  95   0   0|4069M  218M  164M 3397M|7419B 2460B|   0   276k|   0  18.0 |1388  2504 |1.12 1.41 1.16|3.0   0   0|   0     0 |cinder-backup        205810.5%   0    0 |pip                  32372 275k 517B0.5%|mysqld       415M|   0     0 |  27  249    0   25    0
Aug 09 14:02:04 ubuntu dstat.sh[491]: 09-08 14:02:04|  4   1  95   0   0|4069M  218M  164M 3397M|  20k 2786B|   0   100k|   0  9.00 |1385  2409 |1.03 1.39 1.15|  0   0   0|   0     0 |swift-container      3231 0.5%   0    0 |python2              535    56k 451B  0%|mysqld       415M|   0     0 |  27  249    0   25    0
Aug 09 14:02:05 ubuntu dstat.sh[491]: 09-08 14:02:05|  4   2  94   0   0|4069M  218M  164M 3397M|  89k 3006B|   0   176k|   0  16.0 |1446  2358 |1.03 1.39 1.15|  0   0   0|   0     0 |cinder-volume        211890.5%   0    0 |pip                  32372  78k  70k  0%|mysqld       415M|   0     0 |  27  249    0   17    0
Aug 09 14:02:06 ubuntu dstat.sh[491]: 09-08 14:02:06|  4   1  95   0   0|4069M  217M  164M 3397M| 277k 6306B|   0   392k|   0  19.0 |1489  2575 |1.03 1.39 1.15|2.0   0   0|   0     0 |swift-proxy-ser      4582 0.5%   0    0 |pip                  32372 261k 260k0.5%|mysqld       415M|   0     0 |  27  249    0   17    0
Aug 09 14:02:07 ubuntu dstat.sh[491]: 09-08 14:02:07|  5   1  94   0   0|4071M  214M  164M 3398M| 916k   18k|   0     0 |   0     0 |1877  2573 |1.03 1.39 1.15|  0   0 2.0|   0     0 |pip                  323721.2% 874k 880k|pip                  32372 874k 880k1.2%|mysqld       415M|   0     0 |  27  249    0   12    0
Aug 09 14:02:08 ubuntu dstat.sh[491]: 09-08 14:02:08|  8   2  90   1   0|4069M  210M  164M 3405M|1630k   27k|   0  2868k|   0  8.00 |2200  2700 |1.03 1.39 1.15|1.0   0   0|   0     0 |pip                  323726.0%5551k8865k|pip                  323725551k8865k6.0%|mysqld       415M|   0     0 |  27  249    0   12    0
Aug 09 14:02:09 ubuntu dstat.sh[491]: 09-08 14:02:09| 10   2  87   1   0|4069M  201M  164M 3414M|  28k 4452B|   0  1264k|   0  19.0 |1428  2406 |0.95 1.36 1.15|  0   0   0|   0     0 |pip                  323725.0%1713k6261k|pip                  323721713k6261k5.0%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:10 ubuntu dstat.sh[491]: 09-08 14:02:10| 19   5  76   1   0|4085M  184M  164M 3415M|9708B 3821B|   0   756k|   0  23.0 |1654  2456 |0.95 1.36 1.15|1.0   0 6.0|   0     0 |pip                  323726.0% 590k 733k|cinder-volume        215312992k2622B0.8%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:11 ubuntu dstat.sh[491]: 09-08 14:02:11| 19   6  74   0   0|4073M  192M  164M 3419M| 578k   12k|   0  1104k|   0  15.0 |2354  2894 |0.95 1.36 1.15|3.0   0  10|   0     0 |pip                  323726.0%1886k3178k|cinder-volume        215318976k4438B0.5%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:12 ubuntu dstat.sh[491]: 09-08 14:02:12|  8   1  91   1   0|4073M  191M  164M 3419M|  26k 3952B|   0   460k|   0  21.0 |1492  2351 |0.95 1.36 1.15|2.0   0   0|   0     0 |pip                  323723.8% 242k 316k|pip                  32372 242k 316k3.8%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:13 ubuntu dstat.sh[491]: 09-08 14:02:13| 10   1  89   1   0|4072M  184M  164M 3427M|  26k 4389B|   0   536k|   0  16.0 |1452  2450 |0.95 1.36 1.15|4.0   0   0|   0     0 |pip                  323725.5%4812k8453k|pip                  323724812k8453k5.5%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:14 ubuntu dstat.sh[491]: 09-08 14:02:14|  9   1  89   1   0|4075M  176M  164M 3432M|1094k   20k|   0  1360k|   0  12.0 |2216  2753 |0.87 1.34 1.14|  0   0   0|   0     0 |pip                  323725.0%3349k4460k|pip                  323723349k4460k5.0%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:15 ubuntu dstat.sh[491]: 09-08 14:02:15| 10   2  85   4   0|4076M  174M  164M 3433M|9760B 3169B|   0    46M|   0   755 |2714  2364 |0.87 1.34 1.14|1.0   0   0|   0     0 |pip                  323727.5% 634k 958k|pip                  32372 634k 958k7.5%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:16 ubuntu dstat.sh[491]: 09-08 14:02:16| 11   1  86   1   0|4076M  173M  164M 3434M|  10k 3820B|  12k  776k|1.00  20.0 |1485  2491 |0.87 1.34 1.14|  0   0   0|   0     0 |pip                  323727.5% 714k 869k|pip                  32372 714k 869k7.5%|mysqld       415M|   0     0 |  27  249    0    7    0
Aug 09 14:02:17 ubuntu dstat.sh[491]: 09-08 14:02:17|  9   1  88   1   0|4076M  171M  164M 3436M|8025B 3859B|  40k  464k|1.00  15.0 |1505  2498 |0.87 1.34 1.14|  0   0 2.0|   0     0 |pip                  323726.2%1184k1522k|pip                  323721184k1522k6.2%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:18 ubuntu dstat.sh[491]: 09-08 14:02:18|  9   2  88   1   0|4076M  171M  164M 3437M|9294B 3864B|   0   464k|   0  12.0 |1457  2229 |0.87 1.34 1.14|1.0   0   0|   0     0 |pip                  323726.2% 317k 519k|pip                  32372 317k 519k6.2%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:19 ubuntu dstat.sh[491]: 09-08 14:02:19|  8   1  89   1   0|4076M  170M  164M 3438M|8326B 3876B|   0   523k|   0  28.0 |1455  2343 |0.80 1.32 1.14|  0   0   0|   0     0 |pip                  323723.5% 856k 984k|pip                  32372 856k 984k3.5%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:20 ubuntu dstat.sh[491]: 09-08 14:02:20| 13   3  84   1   0|4078M  163M  165M 3441M|9282B 3065B|   0    38M|   0   306 |1693  2349 |0.80 1.32 1.14|2.0   0   0|   0     0 |pip                  32372 10%2045k2024k|pip                  323722045k2024k 10%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:21 ubuntu dstat.sh[491]: 09-08 14:02:21|  7   2  90   1   0|4078M  162M  165M 3442M|  97k 5684B|   0  1928k|   0  24.0 |1506  2351 |0.80 1.32 1.14|  0   0   0|   0     0 |pip                  323724.8% 448k 637k|pip                  32372 448k 637k4.8%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:22 ubuntu dstat.sh[491]: 09-08 14:02:22|  7   1  91   1   0|4079M  162M  165M 3442M|  11k 3705B|   0   400k|   0  12.0 |1422  2293 |0.80 1.32 1.14|4.0   0   0|   0     0 |pip                  323723.2% 157k 191k|pip                  32372 157k 191k3.2%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:23 ubuntu dstat.sh[491]: 09-08 14:02:23|  6   2  92   1   0|4079M  159M  165M 3444M| 233k 7808B|   0  1232k|   0  25.0 |1540  2469 |0.80 1.32 1.14|  0   0   0|   0     0 |pip                  323722.8% 686k1429k|pip                  32372 686k1429k2.8%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:24 ubuntu dstat.sh[491]: 09-08 14:02:24|  6   2  91   1   0|4078M  158M  166M 3445M| 149k 7357B|   0   956k|   0  27.0 |1490  2422 |0.74 1.30 1.13|1.0   0   0|   0     0 |pip                  323723.0% 483k 478k|pip                  32372 483k 478k3.0%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:25 ubuntu dstat.sh[491]: 09-08 14:02:25|  7   2  91   1   0|4079M  157M  166M 3445M|  66k 4777B|   0  1172k|   0  24.0 |1435  2337 |0.74 1.30 1.13|1.0 1.0   0|   0     0 |pip                  323722.8% 131k 166k|pip                  32372 131k 166k2.8%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:26 ubuntu dstat.sh[491]: 09-08 14:02:26|  7   5  87   1   0|4088M  145M  167M 3447M| 103k 5888B|5248k 1332k|41.0  36.0 |1726  2644 |0.74 1.30 1.13|1.0   0 4.0|   0     0 |pip                  323722.2% 385k 493k|swift-object-au      324015569k  37k1.5%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:27 ubuntu dstat.sh[491]: 09-08 14:02:27|  7   2  90   1   0|4088M  144M  167M 3448M| 111k 6776B|9856k  884k|77.0  15.0 |1760  2789 |0.74 1.30 1.13|2.0   0 2.0|   0     0 |pip                  323723.8% 243k 161k|swift-object-au      324019728k   0 1.8%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:28 ubuntu dstat.sh[491]: 09-08 14:02:28| 12   2  86   1   0|4081M  151M  168M 3449M|6850B 3811B| 852k  504k|7.00  15.0 |1442  2433 |0.74 1.30 1.13|  0   0   0|   0     0 |pip                  323726.0%1121k1571k|swift-object-au      3923   16M  38k  0%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:29 ubuntu dstat.sh[491]: 09-08 14:02:29| 11   1  87   1   0|4080M  149M  168M 3450M|  11k 3863B|   0   532k|   0  15.0 |1386  2381 |0.68 1.27 1.12|  0   0   0|   0     0 |pip                  323726.5% 797k1128k|pip                  32372 797k1128k6.5%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:30 ubuntu dstat.sh[491]: 09-08 14:02:30|  8   1  90   1   0|4080M  149M  168M 3450M|9326B 3270B|   0   776k|   0  22.0 |1349  2342 |0.68 1.27 1.12|1.0   0   0|   0     0 |pip                  323726.0% 246k 248k|pip                  32372 246k 248k6.0%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:31 ubuntu dstat.sh[491]: 09-08 14:02:31| 10   2  87   1   0|4081M  148M  168M 3451M| 732k   21k|4096B   12M|1.00   266 |2206  2536 |0.68 1.27 1.12|  0   0   0|   0     0 |pip                  323725.0% 584k 703k|pip                  32372 584k 703k5.0%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:32 ubuntu dstat.sh[491]: 09-08 14:02:32| 10   3  87   1   0|4081M  142M  168M 3457M| 373k   14k|   0  1864k|   0  25.0 |1636  2420 |0.68 1.27 1.12|1.0   0   0|   0     0 |pip                  323726.0%2642k5287k|pip                  323722642k5287k6.0%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:33 ubuntu dstat.sh[491]: 09-08 14:02:33| 16   7  74   3   0|4081M  137M  168M 3462M|7477B 3001B|   0    66M|   0  1081 |3492  2804 |0.68 1.27 1.12|  0   0   0|   0     0 |pip                  32372 15%  25M  34M|pip                  32372  25M  34M 15%|mysqld       415M|   0     0 |  27  249    0    7    0
Aug 09 14:02:34 ubuntu dstat.sh[491]: 09-08 14:02:34| 15   3  81   1   0|4081M  137M  168M 3462M|  28k 3519B|   0   568k|   0  26.0 |2178  3955 |0.78 1.29 1.13|1.0   0   0|   0     0 |pip                  323726.5% 305k 298k|pip                  32372 305k 298k6.5%|mysqld       415M|   0     0 |  27  249    0    7    0
Aug 09 14:02:35 ubuntu dstat.sh[491]: 09-08 14:02:35| 13   2  84   1   0|4084M  131M  169M 3465M| 494k   11k|   0   776k|   0  16.0 |1844  2732 |0.78 1.29 1.13|  0   0   0|   0     0 |pip                  323729.5%1311k2392k|pip                  323721311k2392k9.5%|mysqld       415M|   0     0 |  27  249    0    8    0
Aug 09 14:02:36 ubuntu dstat.sh[491]: 09-08 14:02:36|  8   2  90   1   0|4084M  130M  169M 3465M|7558B 3799B|   0   916k|   0  17.0 |1546  2465 |0.78 1.29 1.13|  0 1.0   0|   0     0 |pip                  323724.2% 248k 222k|pip                  32372 248k 222k4.2%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:37 ubuntu dstat.sh[491]: 09-08 14:02:37| 10   1  89   1   0|4085M  129M  169M 3466M|7084B 3811B|   0   420k|   0  13.0 |1434  2465 |0.78 1.29 1.13|  0 1.0 2.0|   0     0 |pip                  323725.8%1019k1146k|pip                  323721019k1146k5.8%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:38 ubuntu dstat.sh[491]: 09-08 14:02:38| 18   3  77   1   0|4097M  138M  169M 3446M|6729B 2419B|  84k   46M|2.00   287 |2007  2309 |0.78 1.29 1.13|2.0   0   0|   0     0 |pip                  32372 16%8082k  10M|pip                  323728082k  10M 16%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:39 ubuntu dstat.sh[491]: 09-08 14:02:39| 10   1  88   1   0|4098M  134M  169M 3449M|6532B 3056B|   0   424k|   0  16.0 |1421  2348 |0.72 1.27 1.12|5.0   0   0|   0     0 |pip                  323725.5%2481k3578k|pip                  323722481k3578k5.5%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:40 ubuntu dstat.sh[491]: 09-08 14:02:40|  6   2  91   1   0|4098M  133M  169M 3450M|7673B 3800B|   0  1056k|   0  37.0 |1414  2331 |0.72 1.27 1.12|1.0   0   0|   0     0 |pip                  323723.2% 684k 775k|pip                  32372 684k 775k3.2%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:41 ubuntu dstat.sh[491]: 09-08 14:02:41|  9   2  89   1   0|4098M  129M  169M 3453M|9234B 3692B|   0   316k|   0  11.0 |1481  2485 |0.72 1.27 1.12|  0   0   0|   0     0 |pip                  323725.5% 940k2022k|pip                  32372 940k2022k5.5%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:42 ubuntu dstat.sh[491]: 09-08 14:02:42|  8   1  90   1   0|4098M  129M  169M 3453M|9102B 3824B|   0   596k|   0  12.0 |1394  2393 |0.72 1.27 1.12|  0   0   0|   0     0 |pip                  323722.8% 163k 199k|pip                  32372 163k 199k2.8%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:43 ubuntu dstat.sh[491]: 09-08 14:02:43| 10   1  87   1   0|4099M  128M  169M 3453M|  81k 6091B|   0   576k|   0  24.0 |1584  2371 |0.72 1.27 1.12|  0   0   0|   0     0 |pip                  323726.2% 177k 204k|pip                  32372 177k 204k6.2%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:44 ubuntu dstat.sh[491]: 09-08 14:02:44| 14   2  84   0   0|4099M  126M  169M 3455M|  11k 3111B|   0   468k|   0  15.0 |1522  2556 |0.74 1.26 1.12|1.0   0   0|   0     0 |pip                  32372 11%1458k1772k|pip                  323721458k1772k 11%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:45 ubuntu dstat.sh[491]: 09-08 14:02:45| 20   4  75   1   0|4099M  121M  170M 3460M|  16k 1686B|   0   576k|   0  12.0 |1560  2598 |0.74 1.26 1.12|1.0   0   0|   0     0 |pip                  32372 20%3112k2513k|pip                  323723112k2513k 20%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:46 ubuntu dstat.sh[491]: 09-08 14:02:46| 21  10  68   2   0|4118M  130M  170M 3433M|9069B 1566B|   0    56M|   0   417 |2301  2675 |0.74 1.26 1.12|1.0   0   0|   0     0 |pip                  32372 25%  37M  55M|pip                  32372  37M  55M 25%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:47 ubuntu dstat.sh[491]: 09-08 14:02:47| 24   6  70   0   0|4101M  130M  171M 3450M|7659B 1620B|   0   540k|   0  16.0 |1556  2471 |0.74 1.26 1.12|1.0   0   0|   0     0 |pip                  32372 25%  21M  27M|pip                  32372  21M  27M 25%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:48 ubuntu dstat.sh[491]: 09-08 14:02:48| 22   9  68   1   0|4101M  189M  175M 3389M|5420B 1620B|  84k   51M|2.00   418 |2319  2703 |0.74 1.26 1.12|5.0   0 2.0|   0     0 |pip                  32372 25%  12M  15M|pip                  32372  12M  15M 25%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:49 ubuntu dstat.sh[491]: 09-08 14:02:49| 23   7  70   1   0|4101M  171M  176M 3404M|6116B 1512B|   0  3724k|   0  19.0 |1678  2612 |0.76 1.26 1.12|4.0   0   0|   0     0 |pip                  32372 25%  20M  26M|pip                  32372  20M  26M 25%|mysqld       415M|   0     0 |  27  249    0    6    0
