-- Logs begin at Thu 2022-05-12 19:17:07 UTC, end at Thu 2022-05-12 20:56:07 UTC. --
May 12 20:17:53 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
May 12 20:17:53 ubuntu dstat.sh[79421]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
May 12 20:17:53 ubuntu dstat.sh[79421]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 12 20:46:30 ubuntu dstat.sh[79421]: 12-05 20:46:30|  7   4  89   0   0|6622M  889M   49M  398M|  30k   16k|   0     0 |   0     0 |1898  2725 |1.21 1.63 1.62|5.0   0 2.0|   0     0 |   0     0 | 25  314    0  131    5
May 12 20:46:31 ubuntu dstat.sh[79421]: 12-05 20:46:31| 26   5  70   1   0|6615M  896M   49M  398M| 130k  112k| 172k  365k|15.0  42.1 |2745  4194 |1.21 1.63 1.62|1.0   0 2.0|   0     0 |   0     0 | 25  322    0  135    5
May 12 20:46:32 ubuntu dstat.sh[79421]: 12-05 20:46:32| 19   4  65   8   0|6663M  796M  101M  398M|  56M 1034k|  51M  388k|43.0  46.0 |  30k 4180 |1.20 1.62 1.62|2.0   0 2.0|   0     0 |   0     0 | 25  320    0  138    5
May 12 20:46:33 ubuntu dstat.sh[79421]: 12-05 20:46:33| 22   3  64   7   0|6661M  748M  151M  398M|  55M 1210k|  50M  680k|54.0  88.0 |  37k 4710 |1.20 1.62 1.62|1.0   0   0|   0     0 |   0     0 | 25  318    0  145    5
May 12 20:46:34 ubuntu dstat.sh[79421]: 12-05 20:46:34| 17   4  69   6   0|6660M  699M  201M  398M|  53M  670k|  50M  168k|43.9  17.9 |  17k 3715 |1.20 1.62 1.62|1.0   0   0|   0     0 |   0     0 | 25  318    0  140    5
May 12 20:46:35 ubuntu dstat.sh[79421]: 12-05 20:46:35| 20   3  64   9   0|6660M  648M  251M  398M|  54M 1032k|  50M  344k|43.0  41.0 |  31k 4251 |1.20 1.62 1.62|1.0   0   0|   0     0 |   0     0 | 25  318    0  142    5
May 12 20:46:36 ubuntu dstat.sh[79421]: 12-05 20:46:36| 21   2  69   6   0|6691M  584M  284M  398M|  34M  460k|  31M 1125k|28.0  40.0 |  10k 3155 |1.20 1.62 1.62|5.0 1.0   0|   0     0 |   0     0 | 25  318    0  144    5
May 12 20:46:37 ubuntu dstat.sh[79421]: 12-05 20:46:37| 21   3  68   6   0|6669M  575M  314M  399M|  32M  581k|  30M  216k|29.0  21.0 |  14k 3676 |1.18 1.61 1.61|1.0 1.0   0|   0     0 |   0     0 | 25  318    0  146    5
May 12 20:46:38 ubuntu dstat.sh[79421]: 12-05 20:46:38| 20   3  66   7   0|6658M  550M  351M  399M|  42M 1141k|  39M  200k|35.1  21.0 |  34k 3497 |1.18 1.61 1.61|2.0   0   0|   0     0 |   0     0 | 25  318    0  148    5
May 12 20:46:39 ubuntu dstat.sh[79421]: 12-05 20:46:39| 18   3  63   9   0|6659M  498M  401M  399M|  55M 1411k|  50M  120k|40.0  13.0 |  54k 3753 |1.18 1.61 1.61|2.0   0   0|   0     0 |   0     0 | 25  318    0  148    5
May 12 20:46:40 ubuntu dstat.sh[79421]: 12-05 20:46:40| 21   3  63   9   0|6657M  450M  451M  399M|  55M 1465k|  50M  112k|43.0  9.01 |  47k 3336 |1.18 1.61 1.61|4.0   0   0|   0     0 |   0     0 | 25  318    0  150    5
May 12 20:46:41 ubuntu dstat.sh[79421]: 12-05 20:46:41| 19   4  66   9   0|6657M  400M  501M  399M|  55M 1193k|  50M  212k|44.1  19.0 |  35k 3466 |1.18 1.61 1.61|1.0   0   0|   0     0 |   0     0 | 25  318    0  152    5
May 12 20:46:42 ubuntu dstat.sh[79421]: 12-05 20:46:42| 19   3  65   9   0|6658M  349M  551M  399M|  54M  979k|  50M  247k|43.9  22.0 |  22k 3891 |1.17 1.60 1.61|3.0   0 2.0|   0     0 |   0     0 | 25  318    0  154    5
May 12 20:46:43 ubuntu dstat.sh[79421]: 12-05 20:46:43| 23   2  66   4   0|6689M  283M  586M  399M|  37M  997k|  32M  287k|32.9  32.9 |  32k 4148 |1.17 1.60 1.61|1.0 1.0   0|   0     0 |   0     0 | 25  318    0  156    5
May 12 20:46:44 ubuntu dstat.sh[79421]: 12-05 20:46:44| 21   3  67   6   0|6676M  262M  620M  399M|  37M  871k|  34M  168k|31.0  19.0 |  27k 3366 |1.17 1.60 1.61|1.0 1.0   0|   0     0 |   0     0 | 25  318    0  157    5
May 12 20:46:45 ubuntu dstat.sh[79421]: 12-05 20:46:45| 21   3  68   6   0|6657M  249M  651M  399M|  36M  766k|  34M  285k|30.1  33.1 |  20k 3758 |1.17 1.60 1.61|2.0   0   0|   0     0 |   0     0 | 25  318    0  160    5
May 12 20:46:46 ubuntu dstat.sh[79421]: 12-05 20:46:46| 21   3  66   7   0|6657M  199M  701M  399M|  55M 1211k|  50M    0 |40.0     0 |  38k 3252 |1.17 1.60 1.61|2.0   0   0|   0     0 |   0     0 | 25  318    0  159    4
May 12 20:46:47 ubuntu dstat.sh[79421]: 12-05 20:46:47| 20   5  61  10   0|6674M  180M  710M  393M|  55M 1131k|  50M  208k|50.1  25.0 |  24k 3866 |1.15 1.59 1.61|2.0   0 3.0|   0     0 |   0     0 | 25  318    0  162    4
May 12 20:46:48 ubuntu dstat.sh[79421]: 12-05 20:46:48| 21   4  61   9   0|6674M  189M  707M  387M|  55M 1343k|  50M  236k|43.0  22.0 |  38k 3808 |1.15 1.59 1.61|8.0   0   0|   0     0 |   0     0 | 25  318    0  161    4
May 12 20:46:49 ubuntu dstat.sh[79421]: 12-05 20:46:49| 25   3  61   7   0|6723M  126M  723M  384M|  38M  900k|  34M  924k|31.5  50.1 |  25k 3835 |1.15 1.59 1.61|2.0 1.0   0|   0     0 |   0     0 | 25  318    0  163    4
May 12 20:46:50 ubuntu dstat.sh[79421]: 12-05 20:46:50| 27   4  63   5   0|6682M  170M  724M  381M|  36M 1014k|  31M  165k|28.2  11.1 |  34k 3265 |1.15 1.59 1.61|5.0   0 1.0|   0     0 |   0     0 | 25  317    0  158    6
May 12 20:46:51 ubuntu dstat.sh[79421]: 12-05 20:46:51| 22   4  66   5   0|6671M  174M  733M  378M|  38M 1041k|  35M  177k|31.2  16.1 |  37k 3324 |1.15 1.59 1.61|5.0 1.0   0|   0     0 |   0     0 | 25  316    0  160    6
May 12 20:46:52 ubuntu dstat.sh[79421]: 12-05 20:46:52| 24   4  60   8   0|6666M  187M  731M  373M|  53M 1330k|  49M 6652k|39.2   649 |  49k 4455 |1.14 1.58 1.60|2.0   0 2.0|   0     0 |   0     0 | 25  316    0  154    6
May 12 20:46:53 ubuntu dstat.sh[79421]: 12-05 20:46:53| 20   3  63   9   0|6668M  170M  749M  369M|  55M 1437k|  50M  331k|44.9  33.9 |  50k 4193 |1.14 1.58 1.60|2.0   0   0|   0     0 |   0     0 | 25  316    0  157    6
May 12 20:46:54 ubuntu dstat.sh[79421]: 12-05 20:46:54| 22   5  60  10   0|6689M  151M  752M  365M|  54M 1105k|  50M 1635k|51.1   234 |  39k 4098 |1.14 1.58 1.60|7.0   0   0|   0     0 |   0     0 | 25  316    0  157    6
May 12 20:46:55 ubuntu dstat.sh[79421]: 12-05 20:46:55| 25   2  65   4   0|6683M  134M  774M  365M|  24M  364k|  21M  292k|20.0  35.0 |8818  3822 |1.14 1.58 1.60|2.0 1.0   0|   0     0 |   0     0 | 25  316    0  160    6
May 12 20:46:56 ubuntu dstat.sh[79421]: 12-05 20:46:56| 24   8  62   6   0|6625M  918M   49M  366M|5519k 4878k|2057k 4194k| 103   428 |4948  7950 |1.14 1.58 1.60|3.0   0 2.0|   0     0 |   0     0 | 25  316    0  166    6
May 12 20:46:57 ubuntu dstat.sh[79421]: 12-05 20:46:57| 21   8  69   2   0|6614M  928M   49M  366M|  73k   57k| 601k  100k|      13.0 |2953  4669 |1.13 1.57 1.60|5.0   0  27|   0     0 |   0     0 | 25  315    0  167    6
May 12 20:46:58 ubuntu dstat.sh[79421]: 12-05 20:46:58| 10   2  86   0   0|6614M  928M   50M  366M| 110k   83k|  44k  292k|7.00  35.0 |2799  4117 |1.13 1.57 1.60|2.0   0   0|   0     0 |   0     0 | 25  315    0  168    6
May 12 20:46:59 ubuntu dstat.sh[79421]: 12-05 20:46:59| 21   4  70   3   0|6614M  928M   50M  367M| 304k  288k| 542k 1232k|64.8   190 |4628  8218 |1.13 1.57 1.60|3.0   0   0|   0     0 |   0     0 | 25  317    0  210    7
May 12 20:47:00 ubuntu dstat.sh[79421]: 12-05 20:47:00| 16   3  79   1   0|6613M  927M   50M  368M| 238k  219k| 132k  929k|30.0   153 |3919  6632 |1.13 1.57 1.60|4.0 1.0   0|   0     0 |   0     0 | 25  318    0  211    6
May 12 20:47:01 ubuntu dstat.sh[79421]: 12-05 20:47:01| 16   3  79   1   0|6613M  928M   50M  368M| 296k  270k|  64k  464k|2.00  69.1 |3697  6154 |1.13 1.57 1.60|2.0   0   0|   0     0 |   0     0 | 25  319    0  212    6
May 12 20:47:02 ubuntu dstat.sh[79421]: 12-05 20:47:02| 29   4  65   2   0|6612M  928M   50M  369M| 536k  522k| 247k  941k|11.0   128 |4672  8390 |1.28 1.59 1.61|2.0   0 2.0|   0     0 |   0     0 | 25  318    0  216    6
May 12 20:47:03 ubuntu dstat.sh[79421]: 12-05 20:47:03| 31   7  59   5   0|6614M  899M   50M  395M|  34M   34M|  11M   17M| 109   226 |5111  9065 |1.28 1.59 1.61|3.0   0 1.0|   0     0 |   0     0 | 25  317    0  246    6
May 12 20:47:04 ubuntu dstat.sh[79421]: 12-05 20:47:04| 22   3  69   6   0|6646M  863M   50M  399M|  55k   35k|3667k  211k|87.5  16.9 |2280  3354 |1.28 1.59 1.61|2.0   0 4.0|   0     0 |   0     0 | 25  317    0  239    6
May 12 20:47:05 ubuntu dstat.sh[79421]: 12-05 20:47:05| 26   7  67   0   0|6644M  865M   50M  400M|  99k   84k| 244k  349k|20.0  45.1 |2684  4068 |1.28 1.59 1.61|8.0   0 4.0|   0     0 |   0     0 | 25  317    0  242    6
May 12 20:47:06 ubuntu dstat.sh[79421]: 12-05 20:47:06| 17   3  78   1   0|6612M  895M   50M  400M| 123k   88k|  96k  301k|16.0  35.1 |3096  4434 |1.28 1.59 1.61|2.0   0  12|   0     0 |   0     0 | 25  318    0  239    6
May 12 20:47:07 ubuntu dstat.sh[79421]: 12-05 20:47:07|  9   2  87   0   0|6612M  895M   50M  401M|  89k   62k|  64k  236k|1.00  20.0 |2588  3897 |1.34 1.60 1.61|1.0   0 4.0|   0     0 |   0     0 | 25  317    0  239    6
May 12 20:47:08 ubuntu dstat.sh[79421]: 12-05 20:47:08|  7   2  89   0   0|6613M  894M   51M  401M|  57k   42k| 120k  228k|3.00  21.0 |2201  3435 |1.34 1.60 1.61|1.0   0 8.0|   0     0 |   0     0 | 25  318    0  237    6
May 12 20:47:09 ubuntu dstat.sh[79421]: 12-05 20:47:09|  8   9  81   2   0|6619M  882M   52M  405M|1220k   83k| 570k  249k|88.2  20.1 |3848  5606 |1.34 1.60 1.61|1.0   0  43|   0     0 |   0     0 | 25  318    0  237    6
May 12 20:47:10 ubuntu dstat.sh[79421]: 12-05 20:47:10| 11   3  84   1   0|6631M  870M   52M  405M| 104k   74k| 199k  135k|14.9  6.97 |2016  3011 |1.34 1.60 1.61|6.0   0 4.0|   0     0 |   0     0 | 25  318    0  239    6
May 12 20:47:11 ubuntu dstat.sh[79421]: 12-05 20:47:11| 48  16  35   1   0|6625M  876M   52M  405M|  55k   40k| 165k 1304k|19.1  76.3 |3157  9604 |1.34 1.60 1.61|1.0   0  44|   0     0 |   0     0 | 25  318    0  242    6
May 12 20:47:12 ubuntu dstat.sh[79421]: 12-05 20:47:12| 25   6  68   0   0|6630M  871M   52M  406M|  58k   44k|  56k  220k|6.99  23.0 |2395  3753 |1.39 1.60 1.61|2.0   0 8.0|   0     0 |   0     0 | 25  318    0  242    6
May 12 20:47:13 ubuntu dstat.sh[79421]: 12-05 20:47:13| 35   9  56   1   0|6632M  868M   52M  406M|1424k  311k|1115k  296k|59.9  31.0 |4750  7302 |1.39 1.60 1.61|5.0   0  10|   0     0 |   0     0 | 25  318    0  240    6
May 12 20:47:14 ubuntu dstat.sh[79421]: 12-05 20:47:14| 21   9  60   8   0|6617M  883M   52M  406M|4018k   18M|3397k 1043M| 172   291 |  13k 8360 |1.39 1.60 1.61|1.0   0  57|   0     0 |   0     0 | 25  318    0  240    6
May 12 20:47:15 ubuntu dstat.sh[79421]: 12-05 20:47:15| 26   6  67   0   0|6650M  850M   52M  406M|  85k   60k|   0   275k|   0  33.9 |2467  3667 |1.39 1.60 1.61|1.0   0 5.0|   0     0 |   0     0 | 25  318    0  237    6
May 12 20:47:16 ubuntu dstat.sh[79421]: 12-05 20:47:16| 13   4  80   0   0|6618M  882M   52M  406M|  84k   52k|   0   172k|           |2865  4365 |1.39 1.60 1.61|4.0   0  23|   0     0 |   0     0 | 25  319    0  238    6
May 12 20:47:17 ubuntu dstat.sh[79421]: 12-05 20:47:17|  8   1  88   1   0|6619M  896M   52M  391M|  70k   54k|  60k  718k|2.01   117 |2771  4848 |1.28 1.58 1.60|1.0   0   0|   0     0 |   0     0 | 25  317    0  236    6
May 12 20:47:18 ubuntu dstat.sh[79421]: 12-05 20:47:18| 20   3  74   1   0|6619M  896M   53M  391M| 462k  440k|  20k  871k|1.00   145 |3638  6219 |1.28 1.58 1.60|2.0   0   0|   0     0 |   0     0 | 25  317    0  237    6
May 12 20:47:19 ubuntu dstat.sh[79421]: 12-05 20:47:19| 18   3  75   1   0|6616M  899M   53M  391M| 368k  351k|   0  1151k|   0   200 |3716  6923 |1.28 1.58 1.60|2.0   0   0|   0     0 |   0     0 | 25  317    0  238    6
May 12 20:47:20 ubuntu dstat.sh[79421]: 12-05 20:47:20| 12   2  85   0   0|6619M  895M   53M  391M| 215k  197k|   0   352k|   0  52.0 |2597  4251 |1.28 1.58 1.60|3.0   0   0|   0     0 |   0     0 | 25  318    0  238    6
May 12 20:47:21 ubuntu dstat.sh[79421]: 12-05 20:47:21| 13   2  83   1   0|6620M  895M   53M  391M| 255k  230k|   0   547k|   0  86.9 |3237  5301 |1.28 1.58 1.60|2.0   0   0|   0     0 |   0     0 | 25  317    0  189    6
May 12 20:47:22 ubuntu dstat.sh[79421]: 12-05 20:47:22| 20   5  75   1   0|6611M  903M   53M  391M| 278k  254k|   0   766k|   0   110 |3730  6214 |1.42 1.60 1.61|1.0   0 2.0|   0     0 |   0     0 | 25  317    0  189    6
May 12 20:47:23 ubuntu dstat.sh[79421]: 12-05 20:47:23| 14   2  80   2   0|6612M  902M   53M  392M| 230k  204k| 231k  834k|13.0   135 |3615  6391 |1.42 1.60 1.61|1.0   0   0|   0     0 |   0     0 | 25  317    0  188    6
May 12 20:47:24 ubuntu dstat.sh[79421]: 12-05 20:47:24| 14   2  81   3   0|6610M  902M   53M  392M| 226k  202k| 477k 1019k|27.1   128 |3214  5439 |1.42 1.60 1.61|2.0   0   0|   0     0 |   0     0 | 25  317    0  188    6
May 12 20:47:25 ubuntu dstat.sh[79421]: 12-05 20:47:25| 13   1  79   4   0|6610M  902M   53M  393M| 203k  179k|   0  9826k|   0   683 |4276  4996 |1.42 1.60 1.61|1.0   0   0|   0     0 |   0     0 | 25  318    0  182    6
May 12 20:47:26 ubuntu dstat.sh[79421]: 12-05 20:47:26| 19   4  72   4   0|6610M  902M   54M  393M| 219k  194k| 347k 2693k|86.6   542 |5643    10k|1.42 1.60 1.61|3.0   0   0|   0     0 |   0     0 | 25  318    0  182    6
May 12 20:47:27 ubuntu dstat.sh[79421]: 12-05 20:47:27| 32   4  63   2   0|6610M  901M   54M  393M| 559k  545k|   0  1021k|   0   142 |4959  8491 |1.30 1.57 1.60|2.0   0   0|   0     0 |   0     0 | 25  318    0  183    6
May 12 20:47:28 ubuntu dstat.sh[79421]: 12-05 20:47:28| 21   4  73   2   0|6611M  901M   54M  393M| 385k  370k|4102B 1286k|1.00   174 |4171  6964 |1.30 1.57 1.60|1.0   0   0|   0     0 |   0     0 | 25  317    0  184    6
May 12 20:47:29 ubuntu dstat.sh[79421]: 12-05 20:47:29| 13   1  82   2   0|6611M  900M   54M  394M| 246k  221k|  52k  707k|5.99   111 |3362  5386 |1.30 1.57 1.60|1.0   0   0|   0     0 |   0     0 | 25  318    0  184    6
May 12 20:47:30 ubuntu dstat.sh[79421]: 12-05 20:47:30| 10   2  84   1   0|6611M  900M   54M  394M| 198k  170k|   0  1675k|   0   219 |3315  4885 |1.30 1.57 1.60|2.0   0   0|   0     0 |   0     0 | 25  318    0  184    6
May 12 20:47:31 ubuntu dstat.sh[79421]: 12-05 20:47:31| 27   4  66   2   0|6611M  899M   54M  394M| 591k  574k|  84k 1370k|8.01   174 |4979  8799 |1.30 1.57 1.60|3.0 1.0   0|   0     0 |   0     0 | 25  319    0  186    6
May 12 20:47:32 ubuntu dstat.sh[79421]: 12-05 20:47:32| 33   4  59   4   0|6612M  897M   54M  395M| 512k  498k| 464k 2307k|31.0   328 |5755  9872 |1.36 1.58 1.61|3.0   0 2.0|   0     0 |   0     0 | 25  318    0  194    6
May 12 20:47:33 ubuntu dstat.sh[79421]: 12-05 20:47:33| 32   5  60   3   1|6612M  896M   55M  396M| 554k  539k| 381k 2057k|16.0   293 |5349  9822 |1.36 1.58 1.61|2.0   0   0|   0     0 |   0     0 | 25  319    0  186    6
May 12 20:47:34 ubuntu dstat.sh[79421]: 12-05 20:47:34| 25   2  69   2   0|6613M  894M   55M  396M| 521k  494k|  80k 1738k|5.99   243 |4623  8356 |1.36 1.58 1.61|3.0   0   0|   0     0 |   0     0 | 25  317    0  188    6
May 12 20:47:35 ubuntu dstat.sh[79421]: 12-05 20:47:35| 14   3  83   1   0|6614M  894M   55M  396M| 276k  263k| 112k  624k|6.00  49.0 |2449  4136 |1.36 1.58 1.61|5.0   0   0|   0     0 |   0     0 | 25  318    0  183    7
May 12 20:47:36 ubuntu dstat.sh[79421]: 12-05 20:47:36| 28   3  64   4   0|6614M  892M   55M  397M| 628k  607k| 480k 1713k|29.0   243 |4682  8344 |1.36 1.58 1.61|3.0   0   0|   0     0 |   0     0 | 25  317    0  185    6
May 12 20:47:37 ubuntu dstat.sh[79421]: 12-05 20:47:37| 41   7  49   3   0|6616M  889M   55M  398M| 824k  801k| 572k 1727k|11.0   180 |4975  8276 |1.41 1.59 1.61|3.0   0  15|   0     0 |   0     0 | 25  316    0  183    8
May 12 20:47:38 ubuntu dstat.sh[79421]: 12-05 20:47:38| 34   5  58   3   0|6616M  885M   56M  402M| 760k  743k|3124k  933k|80.1   101 |4469  7376 |1.41 1.59 1.61|1.0 1.0 5.0|   0     0 |   0     0 | 25  319    0  185    8
May 12 20:47:39 ubuntu dstat.sh[79421]: 12-05 20:47:39| 20   4  62  14   0|6621M  866M   56M  415M| 264k  234k|  13M  520k| 338  41.0 |3424  4659 |1.41 1.59 1.61|2.0   0 3.0|   0     0 |   0     0 | 25  320    0  181    8
May 12 20:47:40 ubuntu dstat.sh[79421]: 12-05 20:47:40| 27   5  61   5   0|6624M  861M   56M  417M| 116k  102k|2618k  573k| 103  35.1 |2599  3629 |1.41 1.59 1.61|4.0 2.0  23|   0     0 |   0     0 | 25  319    0  181    8
May 12 20:47:41 ubuntu dstat.sh[79421]: 12-05 20:47:41| 28   7  49  14   0|6636M  827M   56M  439M| 336k  316k|  22M  696k| 340  50.1 |4899  7507 |1.41 1.59 1.61|2.0   0  12|   0     0 |   0     0 | 26  319    0  177    8
May 12 20:47:42 ubuntu dstat.sh[79421]: 12-05 20:47:42| 31  12  52   4   0|6644M  818M   56M  440M| 481k  466k| 295k  762k|18.1  70.2 |6539  9999 |1.46 1.60 1.61|4.0 2.0 2.0|   0     0 |   0     0 | 26  319    0  177    8
May 12 20:47:43 ubuntu dstat.sh[79421]: 12-05 20:47:43| 39   5  46   6   0|6662M  800M   56M  440M| 437k  419k|  19M  935k| 685   110 |8508    15k|1.46 1.60 1.61|5.0   0   0|   0     0 |   0     0 | 26  321    0  174    8
May 12 20:47:44 ubuntu dstat.sh[79421]: 12-05 20:47:44| 40   6  53   1   1|6726M  735M   56M  441M| 327k  273k|  32k  692k|4.00  77.1 |4035  5527 |1.46 1.60 1.61|1.0   0 9.0|   0     0 |   0     0 | 26  321    0  174    8
May 12 20:47:45 ubuntu dstat.sh[79421]: 12-05 20:47:45| 32   3  58   3   0|6736M  725M   56M  441M| 176k  151k|   0    10M|   0   800 |5034  6466 |1.46 1.60 1.61|2.0   0 4.0|   0     0 |   0     0 | 26  319    0  173    8
May 12 20:47:46 ubuntu dstat.sh[79421]: 12-05 20:47:46| 29   4  66   0   0|6756M  705M   56M  441M|  63k   40k|  32k  376k|3.00  24.0 |3159  5619 |1.46 1.60 1.61|2.0   0 8.0|   0     0 |   0     0 | 26  320    0  173    8
May 12 20:47:47 ubuntu dstat.sh[79421]: 12-05 20:47:47| 32   6  60   1   0|6765M  696M   57M  441M|1182k   82k|   0   451k|51.8  30.9 |4305  6333 |1.98 1.70 1.65|4.0   0  46|   0     0 |   0     0 | 26  318    0  168    8
May 12 20:47:48 ubuntu dstat.sh[79421]: 12-05 20:47:48| 37   3  60   1   0|6768M  692M   57M  442M| 138k  111k|  64k  505k|4.01  35.1 |3141  5109 |1.98 1.70 1.65|3.0   0 5.0|   0     0 |   0     0 | 26  318    0  168    8
May 12 20:47:49 ubuntu dstat.sh[79421]: 12-05 20:47:49| 40   3  48   6   0|6767M  691M   58M  442M| 412k  381k|1220k  933k|81.7   117 |5791  8527 |1.98 1.70 1.65|6.0 1.0   0|   0     0 |   0     0 | 26  318    0  164    8
May 12 20:47:50 ubuntu dstat.sh[79421]: 12-05 20:47:50| 35   4  45  16   0|6765M  690M   61M  442M| 138k  117k|3352k    0 | 320     0 |4785  5648 |1.98 1.70 1.65|6.0   0 1.0|   0     0 |   0     0 | 26  314    0  166    8
May 12 20:47:51 ubuntu dstat.sh[79421]: 12-05 20:47:51| 44   4  46   5   0|6763M  691M   61M  443M| 422k  407k| 720k  532k|38.0  55.0 |5370  6904 |1.98 1.70 1.65|2.0   0  11|   0     0 |   0     0 | 26  316    0  162    7
May 12 20:47:52 ubuntu dstat.sh[79421]: 12-05 20:47:52| 38   3  57   1   0|6772M  681M   61M  444M| 236k  221k| 371k  710k|3.99  77.8 |5528  6565 |2.06 1.72 1.65|4.0   0 5.0|   0     0 |   0     0 | 26  314    0  162    7
May 12 20:47:53 ubuntu dstat.sh[79421]: 12-05 20:47:53| 46   6  48   1   0|6783M  669M   61M  444M| 135k  103k|  16k  475k|      39.9 |6100  7104 |2.06 1.72 1.65|4.0   0  29|   0     0 |   0     0 | 26  317    0  163    6
May 12 20:47:54 ubuntu dstat.sh[79421]: 12-05 20:47:54| 37   4  58   1   0|6784M  669M   61M  444M| 194k  162k| 323k  389k|33.1  45.1 |5898  6168 |2.06 1.72 1.65|8.0   0 1.0|   0     0 |   0     0 | 26  315    0  160    6
May 12 20:47:55 ubuntu dstat.sh[79421]: 12-05 20:47:55| 44   6  48   1   0|6644M  808M   61M  445M| 552k  525k| 875k 1296k|63.0   128 |6375  8698 |2.06 1.72 1.65|6.0   0  13|   0     0 |   0     0 | 25  315    0  160    6
May 12 20:47:56 ubuntu dstat.sh[79421]: 12-05 20:47:56| 38   6  51   2   0|6636M  815M   61M  445M| 876k  853k| 858k 1849k|36.9   228 |5370  9164 |2.06 1.72 1.65|9.0   0  13|   0     0 |   0     0 | 25  314    0  155    8
May 12 20:47:57 ubuntu dstat.sh[79421]: 12-05 20:47:57| 17   4  78   2   1|6636M  814M   62M  446M| 294k  272k| 177k 1015k|13.0   151 |4211  7179 |1.90 1.70 1.64|5.0   0   0|   0     0 |   0     0 | 25  314    0  155    8
May 12 20:47:58 ubuntu dstat.sh[79421]: 12-05 20:47:58| 10   2  85   1   0|6636M  814M   62M  446M| 116k   94k|   0   654k|   0  88.7 |3112  4971 |1.90 1.70 1.64|6.0   0   0|   0     0 |   0     0 | 25  315    0  148    8
May 12 20:47:59 ubuntu dstat.sh[79421]: 12-05 20:47:59| 31   3  63   2   0|6634M  816M   62M  447M| 464k  444k|4105B 1123k|1.00   157 |4065  6614 |1.90 1.70 1.64|3.0 1.0   0|   0     0 |   0     0 | 25  315    0  150    8
May 12 20:48:00 ubuntu dstat.sh[79421]: 12-05 20:48:00| 31   4  61   2   0|6626M  823M   62M  447M| 527k  512k|   0  1384k|   0   181 |4516  7933 |1.90 1.70 1.64|1.0   0   0|   0     0 |   0     0 | 25  314    0  103    8
May 12 20:48:01 ubuntu dstat.sh[79421]: 12-05 20:48:01| 28   4  66   3   0|6625M  823M   62M  447M| 475k  453k|   0  1196k|   0   156 |5053  8625 |1.90 1.70 1.64|1.0   0   0|   0     0 |   0     0 | 25  313    0  106    8
May 12 20:48:02 ubuntu dstat.sh[79421]: 12-05 20:48:02| 30   5  63   2   0|6625M  823M   62M  448M| 694k  681k|  12k 1335k|2.00   166 |4853  7843 |2.15 1.75 1.66|4.0   0 2.0|   0     0 |   0     0 | 25  316    0  124    8
May 12 20:48:03 ubuntu dstat.sh[79421]: 12-05 20:48:03| 27   9  64   1   1|6653M  779M   62M  463M|  33M   33M|8209B   16M|1.00  71.1 |3126  5072 |2.15 1.75 1.66|1.0   0 3.0|   0     0 |   0     0 | 25  313    0  132    8
May 12 20:48:04 ubuntu dstat.sh[79421]: 12-05 20:48:04| 25   6  69   0   0|6658M  774M   62M  463M|  92k   75k|   0   315k|   0  25.0 |2400  3458 |2.15 1.75 1.66|2.0   0 9.0|   0     0 |   0     0 | 25  313    0   96    8
May 12 20:48:05 ubuntu dstat.sh[79421]: 12-05 20:48:05| 17   3  78   1   0|6625M  806M   62M  464M| 130k  100k|   0   531k|   0  59.9 |3358  4912 |2.15 1.75 1.66|1.0   0 9.0|   0     0 |   0     0 | 25  316    0   96    8
May 12 20:48:06 ubuntu dstat.sh[79421]: 12-05 20:48:06|  8   2  89   0   0|6626M  806M   62M  464M|  75k   48k|   0   208k|   0  10.0 |2300  3207 |2.15 1.75 1.66|1.0   0 4.0|   0     0 |   0     0 | 25  315    0   93    8
May 12 20:48:07 ubuntu dstat.sh[79421]: 12-05 20:48:07|  6   2  89   0   0|6625M  806M   62M  464M|  68k   47k|   0   308k|   0  29.0 |2478  3930 |1.97 1.72 1.65|1.0   0 8.0|   0     0 |   0     0 | 25  316    0   93    8
May 12 20:48:08 ubuntu dstat.sh[79421]: 12-05 20:48:08|  9   5  84   2   0|6629M  802M   62M  464M|1193k   77k|4101B  537k|53.1  40.1 |3980  5106 |1.97 1.72 1.65|6.0   0  46|   0     0 |   0     0 | 25  317    0   93    8
May 12 20:48:09 ubuntu dstat.sh[79421]: 12-05 20:48:09| 12   4  82   0   0|6639M  792M   62M  464M|  96k   56k|  16k  352k|1.00  27.0 |2334  3550 |1.97 1.72 1.65|5.0   0 4.0|   0     0 |   0     0 | 25  316    0   95    8
May 12 20:48:10 ubuntu dstat.sh[79421]: 12-05 20:48:10| 24   6  69   0   0|6640M  791M   62M  464M|  59k   35k|   0   264k|   0  17.0 |2057  2728 |1.97 1.72 1.65|5.0   0 5.0|   0     0 |   0     0 | 25  316    0   95    8
