-- Logs begin at Wed 2022-11-02 12:53:20 UTC, end at Wed 2022-11-02 15:11:44 UTC. --
Nov 02 14:28:16 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Nov 02 14:28:16 ubuntu dstat.sh[71630]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Nov 02 14:28:16 ubuntu dstat.sh[71630]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Nov 02 15:06:48 ubuntu dstat.sh[71630]: 02-11 15:06:48| 32   6  62   1   0|6382M  867M   80M  621M|  85k   70k|   0   657k|   0  58.1 |3702  6066 |2.19 1.75 1.55|8.0   0 4.0|   0     0 |   0     0 | 26  432    0   63   11
Nov 02 15:06:49 ubuntu dstat.sh[71630]: 02-11 15:06:49| 31   7  64   0   0|6381M  868M   80M  621M|  55k   46k|   0   507k|   0  47.9 |4337  5591 |2.19 1.75 1.55|5.0   0 4.0|   0     0 |   0     0 | 26  433    0   63   11
Nov 02 15:06:50 ubuntu dstat.sh[71630]: 02-11 15:06:50| 29  11  58   1   0|6386M  863M   80M  621M|1187k   71k|   0   396k|51.9  31.0 |5774  6403 |2.19 1.75 1.55|6.0   0  38|   0     0 |   0     0 | 26  433    0   62   11
Nov 02 15:06:51 ubuntu dstat.sh[71630]: 02-11 15:06:51| 36  13  47   8   0|6390M  854M   80M  625M|4556k  198k|8849k  408k| 309  17.0 |7260  7744 |2.18 1.76 1.55|4.0   0  52|   0     0 |   0     0 | 26  433    0   62   11
Nov 02 15:06:52 ubuntu dstat.sh[71630]: 02-11 15:06:52| 37   6  53   5   0|6398M  846M   80M  625M| 279k  266k|4105B  970k|1.00   122 |5940  7447 |2.18 1.76 1.55|8.0   0 2.0|   0     0 |   0     0 | 26  436    0   62   11
Nov 02 15:06:53 ubuntu dstat.sh[71630]: 02-11 15:06:53| 34  10  56   2   0|6403M  841M   80M  625M| 353k  337k| 283k  636k|21.0  59.0 |5565  6778 |2.18 1.76 1.55|2.0   0 2.0|   0     0 |   0     0 | 26  433    0   64   11
Nov 02 15:06:54 ubuntu dstat.sh[71630]: 02-11 15:06:54| 36  10  52   1   0|6401M  843M   80M  625M|  72k   55k| 229k  817k|      53.0 |4937  7679 |2.18 1.76 1.55|9.0   0  28|   0     0 |   0     0 | 26  432    0   63   11
Nov 02 15:06:55 ubuntu dstat.sh[71630]: 02-11 15:06:55| 37   9  53   1   0|6399M  844M   80M  625M| 278k  257k| 490k 8420k|28.0   158 |7069  7629 |2.18 1.76 1.55|2.0   0 8.0|   0     0 |   0     0 | 26  432    0   64   11
Nov 02 15:06:56 ubuntu dstat.sh[71630]: 02-11 15:06:56| 43   8  48   3   0|6401M  842M   81M  625M| 332k  320k|  79k   11M|6.96   258 |5205  8620 |2.08 1.75 1.55|8.0   0 7.9|   0     0 |   0     0 | 26  433    0   65   11
Nov 02 15:06:57 ubuntu dstat.sh[71630]: 02-11 15:06:57| 35   7  55   4   0|6402M  841M   81M  625M| 288k  275k| 354k 9378k|39.3   236 |4856  8760 |2.08 1.75 1.55|8.0   0  28|   0     0 |   0     0 | 26  433    0   68   11
Nov 02 15:06:58 ubuntu dstat.sh[71630]: 02-11 15:06:58| 42   6  49   1   0|6249M  994M   81M  626M| 786k  775k|   0  1743k|   0   178 |5539    10k|2.08 1.75 1.55|4.0   0  37|   0     0 |   0     0 | 25  433    0   66   11
Nov 02 15:06:59 ubuntu dstat.sh[71630]: 02-11 15:06:59| 13   3  82   1   0|6250M  993M   81M  626M| 277k  266k|   0  2129k|   0   286 |3724  5770 |2.08 1.75 1.55|1.0   0   0|   0     0 |   0     0 | 25  432    0   66   11
Nov 02 15:07:00 ubuntu dstat.sh[71630]: 02-11 15:07:00| 26   2  69   2   0|6251M  992M   81M  626M| 502k  492k|   0   826k|   0  90.8 |3890  6710 |2.08 1.75 1.55|4.0   0   0|   0     0 |   0     0 | 25  436    0   69   11
Nov 02 15:07:01 ubuntu dstat.sh[71630]: 02-11 15:07:01| 31   6  59   3   0|6244M  998M   81M  626M| 779k  769k|   0  1876k|   0   261 |5921    10k|2.08 1.75 1.55|4.0   0 1.0|   0     0 |   0     0 | 25  433    0   70   11
Nov 02 15:07:02 ubuntu dstat.sh[71630]: 02-11 15:07:02| 41   8  49   3   0|6241M 1001M   81M  627M| 713k  684k|  72k 2259k|18.0   285 |5730  9868 |2.24 1.78 1.56| 11   0  16|   0     0 |   0     0 | 25  433    0   70   11
Nov 02 15:07:03 ubuntu dstat.sh[71630]: 02-11 15:07:03| 35   4  61   1   0|6241M 1001M   81M  627M| 682k  670k|   0   733k|   0  74.1 |3794  6590 |2.24 1.78 1.56|4.0   0 6.0|   0     0 |   0     0 | 25  433    0   72   11
Nov 02 15:07:04 ubuntu dstat.sh[71630]: 02-11 15:07:04| 35   6  56   1   0|6242M 1000M   81M  627M| 319k  301k|   0  7201k|   0   423 |3770  4749 |2.24 1.78 1.56| 16 1.0  20|   0     0 |   0     0 | 25  433    0   72   11
Nov 02 15:07:05 ubuntu dstat.sh[71630]: 02-11 15:07:05| 40  19  41   1   0|6264M  976M   81M  628M| 397k  390k|  98k 4633k|21.7   454 |7176    10k|2.24 1.78 1.56|6.0   0  50|   0     0 |   0     0 | 26  433    0   72   11
Nov 02 15:07:06 ubuntu dstat.sh[71630]: 02-11 15:07:06| 39   7  46   5   0|6283M  958M   81M  628M| 544k  534k|  12M  606k| 465  63.8 |7417    13k|2.24 1.78 1.56|4.0 1.0   0|   0     0 |   0     0 | 26  434    0   73   11
Nov 02 15:07:07 ubuntu dstat.sh[71630]: 02-11 15:07:07| 42   2  52   3   0|6347M  893M   81M  628M| 350k  343k|6837k 1236k| 226   165 |5559  9913 |2.30 1.80 1.57|4.0   0   0|   0     0 |   0     0 | 26  433    0   75   11
Nov 02 15:07:08 ubuntu dstat.sh[71630]: 02-11 15:07:08| 44   7  49   1   1|6357M  883M   81M  629M| 504k  496k|   0  1090k|   0   147 |5556    11k|2.30 1.80 1.57|5.0   0 8.0|   0     0 |   0     0 | 26  435    0   71   11
Nov 02 15:07:09 ubuntu dstat.sh[71630]: 02-11 15:07:09| 36   4  58   0   0|6382M  858M   81M  629M| 104k   79k|   0   492k|   0  39.0 |3828  6064 |2.30 1.80 1.57|3.0   0   0|   0     0 |   0     0 | 26  435    0   72   11
Nov 02 15:07:10 ubuntu dstat.sh[71630]: 02-11 15:07:10| 33   3  63   0   0|6386M  853M   81M  629M| 206k  197k|   0  1903k|   0  73.8 |3581  7995 |2.30 1.80 1.57|3.0   0 4.0|   0     0 |   0     0 | 26  433    0   70   11
Nov 02 15:07:11 ubuntu dstat.sh[71630]: 02-11 15:07:11| 33   3  63   1   0|6386M  854M   81M  629M|  66k   58k|   0   619k|   0  69.9 |3384  6753 |2.30 1.80 1.57|5.0   0 8.0|   0     0 |   0     0 | 26  434    0   76   11
Nov 02 15:07:12 ubuntu dstat.sh[71630]: 02-11 15:07:12| 32   7  60   1   0|6394M  846M   81M  629M|1200k   89k|   0   605k|52.1  49.0 |6045  6994 |2.19 1.79 1.56| 10   0  42|   0     0 |   0     0 | 26  435    0   70   11
Nov 02 15:07:13 ubuntu dstat.sh[71630]: 02-11 15:07:13| 45   3  51   1   1|6392M  847M   81M  629M|1215k   72k|1400k  304k|75.1  25.0 |5895  7938 |2.19 1.79 1.56|9.0   0 4.0|   0     0 |   0     0 | 26  434    0   71   11
Nov 02 15:07:14 ubuntu dstat.sh[71630]: 02-11 15:07:14| 51   3  37   8   0|6397M  842M   82M  629M|1504k   18M|1062k   17M|53.0  60.0 |7682  6687 |2.19 1.79 1.56|6.0   0 6.0|   0     0 |   0     0 | 26  434    0   71   11
Nov 02 15:07:15 ubuntu dstat.sh[71630]: 02-11 15:07:15| 52   3  41   1   0|6403M  836M   82M  629M|  60k   50k| 338k  946k|50.9   139 |6111  6169 |2.19 1.79 1.56|8.0   0 1.0|   0     0 |   0     0 | 26  434    0   71   11
Nov 02 15:07:16 ubuntu dstat.sh[71630]: 02-11 15:07:16| 52   2  40   4   0|6404M  835M   82M  629M|  66k   50k| 657k 9325k|65.2   142 |5310  6432 |2.19 1.79 1.56|2.0   0 7.0|   0     0 |   0     0 | 26  434    0   70   11
Nov 02 15:07:17 ubuntu dstat.sh[71630]: 02-11 15:07:17| 53   2  42   1   0|6404M  834M   82M  629M|  46k   38k|   0  9722k|   0   148 |3973  5752 |2.18 1.79 1.57|4.0   0 9.0|   0     0 |   0     0 | 26  434    0   70   11
Nov 02 15:07:18 ubuntu dstat.sh[71630]: 02-11 15:07:18| 40   5  45   8   0|6401M  837M   81M  630M| 205k  225k|1434k 9054k| 109   218 |4589  7096 |2.18 1.79 1.57|5.0   0  40|   0     0 |   0     0 | 26  434    0   71   11
Nov 02 15:07:19 ubuntu dstat.sh[71630]: 02-11 15:07:19| 32   1  67   0   0|6401M  837M   81M  630M|  54k   43k|   0   284k|   0  24.0 |2465  3314 |2.18 1.79 1.57|2.0   0   0|   0     0 |   0     0 | 26  434    0   72   11
Nov 02 15:07:20 ubuntu dstat.sh[71630]: 02-11 15:07:20| 33   3  62   1   0|6402M  835M   81M  630M| 350k  206k| 130k  963k|3.99   109 |3541  5212 |2.18 1.79 1.57|3.0   0   0|   0     0 |   0     0 | 26  434    0   72   11
Nov 02 15:07:21 ubuntu dstat.sh[71630]: 02-11 15:07:21| 40   3  55   1   0|6403M  835M   81M  630M| 439k  419k| 175k  751k|11.0  87.2 |4181  6950 |2.18 1.79 1.57|4.0   0   0|   0     0 |   0     0 | 26  434    0   72   11
Nov 02 15:07:22 ubuntu dstat.sh[71630]: 02-11 15:07:22| 32   2  62   1   0|6408M  829M   81M  630M|  64k   56k|7135B  514k|6.97  47.8 |3194  5387 |2.24 1.81 1.57|4.0 1.0 5.0|   0     0 |   0     0 | 26  434    0   72   11
Nov 02 15:07:23 ubuntu dstat.sh[71630]: 02-11 15:07:23| 45   8  44   0   0|6405M  832M   81M  630M| 131k  113k|  74k  354k|           |4912    13k|2.24 1.81 1.57|3.0   0  59|   0     0 |   0     0 | 26  435    0   72   11
Nov 02 15:07:24 ubuntu dstat.sh[71630]: 02-11 15:07:24| 37   2  58   1   0|6404M  834M   81M  630M| 277k  265k| 553k  547k|33.9  68.9 |4845  6890 |2.24 1.81 1.57|4.0   0   0|   0     0 |   0     0 | 26  434    0   73   11
Nov 02 15:07:25 ubuntu dstat.sh[71630]: 02-11 15:07:25| 36   4  58   1   0|6398M  839M   81M  631M| 174k  153k|1018B 1018k|0.99   143 |7587  7886 |2.24 1.81 1.57|3.0   0   0|   0     0 |   0     0 | 26  433    0   70   11
Nov 02 15:07:26 ubuntu dstat.sh[71630]: 02-11 15:07:26| 43  10  43   2   0|6266M  971M   81M  631M| 695k  677k|   0  1892k|   0   177 |5992    11k|2.24 1.81 1.57|3.0   0  54|   0     0 |   0     0 | 25  433    0   72   11
Nov 02 15:07:27 ubuntu dstat.sh[71630]: 02-11 15:07:27| 29   4  63   2   0|6266M  971M   81M  631M| 612k  600k|4097B 1404k|1.00   166 |4855  8400 |2.14 1.80 1.57|2.0   0   0|   0     0 |   0     0 | 25  433    0   72   11
Nov 02 15:07:28 ubuntu dstat.sh[71630]: 02-11 15:07:28| 16   3  79   1   0|6266M  971M   81M  631M| 256k  248k|   0   542k|   0  58.8 |3257  5311 |2.14 1.80 1.57|3.0   0   0|   0     0 |   0     0 | 25  434    0   76   11
Nov 02 15:07:29 ubuntu dstat.sh[71630]: 02-11 15:07:29| 33   5  59   3   0|6261M  975M   81M  631M| 663k  653k|   0  1545k|   0   211 |4457  8484 |2.14 1.80 1.57|4.0   0 1.0|   0     0 |   0     0 | 25  433    0   78   11
Nov 02 15:07:30 ubuntu dstat.sh[71630]: 02-11 15:07:30| 41   8  49   1   0|6252M  984M   81M  632M| 780k  772k|   0  1987k|   0   211 |5322  9390 |2.14 1.80 1.57|4.0   0  15|   0     0 |   0     0 | 25  433    0   79   11
Nov 02 15:07:31 ubuntu dstat.sh[71630]: 02-11 15:07:31| 33   2  63   0   0|6252M  984M   81M  632M| 667k  657k|   0   900k|   0   114 |4023  6617 |2.14 1.80 1.57|3.0   0   0|   0     0 |   0     0 | 25  433    0   76   11
Nov 02 15:07:32 ubuntu dstat.sh[71630]: 02-11 15:07:32| 47   6  46   1   0|6254M  981M   81M  632M| 479k  468k|  60k 1880k|15.1   171 |4464  7623 |2.13 1.80 1.57|5.0 1.0  18|   0     0 |   0     0 | 25  434    0   78   11
Nov 02 15:07:33 ubuntu dstat.sh[71630]: 02-11 15:07:33| 40  18  40   1   0|6278M  957M   81M  633M| 342k  333k| 115k 1079k|26.0  92.9 |5730  9568 |2.13 1.80 1.57|6.0   0  59|   0     0 |   0     0 | 26  433    0   76   11
Nov 02 15:07:34 ubuntu dstat.sh[71630]: 02-11 15:07:34| 31  10  55   2   1|6287M  948M   81M  633M| 457k  449k|4576k  905k| 183  95.1 |7308    12k|2.13 1.80 1.57|5.0 1.0   0|   0     0 |   0     0 | 26  434    0   76   11
Nov 02 15:07:35 ubuntu dstat.sh[71630]: 02-11 15:07:35| 45   7  38   8   0|6318M  917M   82M  633M| 467k  460k|  15M   11M| 509  1033 |9541    14k|2.13 1.80 1.57|4.0   0   0|   0     0 |   0     0 | 26  434    0   76   11
Nov 02 15:07:36 ubuntu dstat.sh[71630]: 02-11 15:07:36| 34   3  61   0   0|6365M  869M   82M  633M| 132k  124k|   0   612k|   0  79.5 |3680  6190 |2.13 1.80 1.57|8.0   0   0|   0     0 |   0     0 | 26  435    0   76   11
Nov 02 15:07:37 ubuntu dstat.sh[71630]: 02-11 15:07:37| 49   5  46   2   0|6375M  859M   82M  633M| 503k  486k|   0   841k|   0   105 |4803  8829 |2.36 1.86 1.59|3.0   0 7.0|   0     0 |   0     0 | 26  436    0   73   11
Nov 02 15:07:38 ubuntu dstat.sh[71630]: 02-11 15:07:38| 42   6  51   0   0|6390M  844M   82M  634M| 319k  302k|   0   629k|   0  70.1 |4364  8980 |2.36 1.86 1.59|5.0   0 7.0|   0     0 |   0     0 | 26  434    0   73   11
Nov 02 15:07:39 ubuntu dstat.sh[71630]: 02-11 15:07:39| 42   8  52   1   0|6392M  841M   82M  634M| 290k  282k|   0   706k|   0  71.2 |4629    10k|2.36 1.86 1.59|7.0   0 7.0|   0     0 |   0     0 | 26  434    0   67   11
Nov 02 15:07:40 ubuntu dstat.sh[71630]: 02-11 15:07:40| 31   1  65   0   0|6392M  841M   82M  634M|  64k   42k|   0   279k|   0  22.9 |3585  6190 |2.36 1.86 1.59|7.0   0 4.0|   0     0 |   0     0 | 26  435    0   67   11
Nov 02 15:07:41 ubuntu dstat.sh[71630]: 02-11 15:07:41| 36   5  57   1   1|6398M  835M   82M  634M|1245k  119k|   0   914k|52.1  15.0 |6010  8663 |2.36 1.86 1.59| 12   0  39|   0     0 |   0     0 | 26  435    0   71   11
Nov 02 15:07:42 ubuntu dstat.sh[71630]: 02-11 15:07:42| 49   4  43   3   0|6402M  830M   83M  634M|2382k  103k|2329k  397k| 135  36.1 |6606  7528 |2.41 1.88 1.60|8.0   0  14|   0     0 |   0     0 | 26  435    0   72   11
Nov 02 15:07:43 ubuntu dstat.sh[71630]: 02-11 15:07:43| 50   6  35   8   0|6519M  713M   82M  634M| 704k   34M|   0    32M|   0  86.0 |9786  8332 |2.41 1.88 1.60|9.0   0 292|   0     0 |   0     0 | 26  435    0   67   11
Nov 02 15:07:44 ubuntu dstat.sh[71630]: 02-11 15:07:44| 58  12  28   1   0|6883M  350M   82M  634M|  60k   48k| 503k  742k|87.6  45.8 |6610  7794 |2.41 1.88 1.60| 10   0 156|   0     0 |   0     0 | 26  435    0   67   11
Nov 02 15:07:45 ubuntu dstat.sh[71630]: 02-11 15:07:45| 85   5  11   0   0|6976M  257M   82M  634M|  54k   45k| 492k   11M|28.1   161 |5922  6838 |2.41 1.88 1.60| 10   0  69|   0     0 |   0     0 | 26  436    0   66   11
Nov 02 15:07:46 ubuntu dstat.sh[71630]: 02-11 15:07:46| 65  12  20   3   0|7023M  210M   82M  634M|  26k   17k| 207k   16M|17.0   344 |6332  7478 |2.41 1.88 1.60|8.0   0  57|   0     0 |   0     0 | 26  435    0   71   11
Nov 02 15:07:47 ubuntu dstat.sh[71630]: 02-11 15:07:47| 88   2   9   0   0|7022M  211M   82M  634M|  45k   38k| 184k  185k|29.0  12.0 |3629  6716 |2.94 1.99 1.64|7.0   0  44|   0     0 |   0     0 | 26  435    0   65   11
Nov 02 15:07:48 ubuntu dstat.sh[71630]: 02-11 15:07:48| 66  10  23   0   0|7022M  211M   82M  634M|  80k   63k|  72k  324k|9.00  22.0 |3812  6193 |2.94 1.99 1.64|6.0   0  20|   0     0 |   0     0 | 26  435    0   65   11
Nov 02 15:07:49 ubuntu dstat.sh[71630]: 02-11 15:07:49| 88   2   9   0   0|7022M  211M   82M  634M|  59k   46k| 543k  408k|34.4  52.0 |4250  7588 |2.94 1.99 1.64|7.0   0  43|   0     0 |   0     0 | 26  435    0   65   11
Nov 02 15:07:50 ubuntu dstat.sh[71630]: 02-11 15:07:50| 63  12  24   1   0|7023M  210M   82M  634M| 240k  229k| 161k  473k|38.7  29.5 |4234  6554 |2.94 1.99 1.64|5.0   0  28|   0     0 |   0     0 | 26  435    0   66   11
Nov 02 15:07:51 ubuntu dstat.sh[71630]: 02-11 15:07:51| 90   3   7   1   0|7028M  205M   82M  634M|  61k   52k| 157k  272k|8.01  16.0 |3542  6496 |2.94 1.99 1.64|5.0   0  51|   0     0 |   0     0 | 26  449    0   66   11
Nov 02 15:07:52 ubuntu dstat.sh[71630]: 02-11 15:07:52| 56   9  33   2   0|6423M  809M   82M  634M|2848k  445k|2328k 1403k| 125   138 |7300    10k|3.11 2.04 1.66|5.0   0  51|   0     0 |   0     0 | 26  459    0   71   11
Nov 02 15:07:53 ubuntu dstat.sh[71630]: 02-11 15:07:53| 42   3  54   1   0|6426M  807M   82M  634M| 415k  407k|  60k  947k|8.99   117 |4629  8516 |3.11 2.04 1.66|5.0   0   0|   0     0 |   0     0 | 26  460    0   73   11
Nov 02 15:07:54 ubuntu dstat.sh[71630]: 02-11 15:07:54| 37   3  59   0   0|6421M  812M   82M  635M| 239k  207k|  12k  610k|2.99  59.8 |8165  7821 |3.11 2.04 1.66|2.0   0   0|   0     0 |   0     0 | 26  459    0   77   11
Nov 02 15:07:55 ubuntu dstat.sh[71630]: 02-11 15:07:55| 39   7  54   1   0|6420M  812M   82M  635M| 148k   98k|   0   338k|           |4326  7827 |3.11 2.04 1.66|8.0   0  26|   0     0 |   0     0 | 26  459    0   81   11
Nov 02 15:07:56 ubuntu dstat.sh[71630]: 02-11 15:07:56| 39   3  55   0   0|6414M  818M   82M  635M| 311k  292k|   0   719k|   0  69.9 |7207  7792 |3.11 2.04 1.66|3.0   0 3.0|   0     0 |   0     0 | 26  462    0   90   11
Nov 02 15:07:57 ubuntu dstat.sh[71630]: 02-11 15:07:57| 40   3  54   1   0|6413M  819M   82M  636M| 356k  339k|4099B 1052k|1.00   129 |6354  8597 |2.94 2.03 1.65|5.0   0   0|   0     0 |   0     0 | 26  458    0   94   11
Nov 02 15:07:58 ubuntu dstat.sh[71630]: 02-11 15:07:58| 45   6  47   1   0|6278M  954M   82M  636M| 543k  534k|1024B 1144k|1.00   126 |5493    11k|2.94 2.03 1.65|4.0   0  29|   0     0 |   0     0 | 25  456    0   98   11
Nov 02 15:07:59 ubuntu dstat.sh[71630]: 02-11 15:07:59| 42  16  41   1   0|6278M  953M   82M  636M| 888k  880k|   0  1662k|   0   152 |6013    14k|2.94 2.03 1.65|6.0   0  53|   0     0 |   0     0 | 25  457    0   97   11
Nov 02 15:08:00 ubuntu dstat.sh[71630]: 02-11 15:08:00| 22   5  71   2   0|6278M  953M   82M  636M| 404k  397k|   0  1397k|   0   206 |5083  9137 |2.94 2.03 1.65|7.0   0   0|   0     0 |   0     0 | 25  458    0   98   11
Nov 02 15:08:01 ubuntu dstat.sh[71630]: 02-11 15:08:01| 26   3  70   0   0|6279M  952M   82M  636M| 408k  401k|   0   330k|   0  29.1 |3483  6546 |2.94 2.03 1.65|3.0   0   0|   0     0 |   0     0 | 25  459    0   98   11
Nov 02 15:08:02 ubuntu dstat.sh[71630]: 02-11 15:08:02| 35   5  55   1   0|6274M  957M   82M  637M| 581k  566k| 363k 1295k|4.98   179 |4827  8789 |2.78 2.01 1.65|6.0 1.0 3.0|   0     0 |   0     0 | 25  459    0   98   11
Nov 02 15:08:03 ubuntu dstat.sh[71630]: 02-11 15:08:03| 36   5  58   2   0|6262M  968M   82M  637M| 717k  708k|  76k 1947k|19.1   266 |4971  9693 |2.78 2.01 1.65|4.0   0   0|   0     0 |   0     0 | 25  459    0   99   11
Nov 02 15:08:04 ubuntu dstat.sh[71630]: 02-11 15:08:04| 29   4  66   1   0|6262M  968M   82M  637M| 466k  457k|   0   916k|   0   127 |3906  7119 |2.78 2.01 1.65|6.0   0 1.0|   0     0 |   0     0 | 25  459    0  100   11
Nov 02 15:08:05 ubuntu dstat.sh[71630]: 02-11 15:08:05| 31   3  63   1   0|6262M  968M   82M  637M| 497k  488k|   0  1267k|   0   177 |4594  9865 |2.78 2.01 1.65|2.0   0   0|   0     0 |   0     0 | 25  458    0  104   11
Nov 02 15:08:06 ubuntu dstat.sh[71630]: 02-11 15:08:06| 28   5  62   3   0|6262M  968M   82M  637M| 530k  521k|   0    10M|   0   937 |7424    12k|2.78 2.01 1.65|3.0 1.0   0|   0     0 |   0     0 | 25  458    0  107   11
Nov 02 15:08:07 ubuntu dstat.sh[71630]: 02-11 15:08:07| 29   5  62   3   0|6262M  968M   82M  638M| 547k  537k|   0  1894k|   0   278 |5651    10k|2.64 1.99 1.65|5.0   0   0|   0     0 |   0     0 | 25  459    0  108   11
Nov 02 15:08:08 ubuntu dstat.sh[71630]: 02-11 15:08:08| 32   3  64   2   0|6262M  967M   82M  638M| 614k  599k|   0  1447k|   0   185 |4415  7673 |2.64 1.99 1.65|3.0   0 1.0|   0     0 |   0     0 | 25  459    0  107   11
Nov 02 15:08:09 ubuntu dstat.sh[71630]: 02-11 15:08:09| 30   4  62   2   0|6262M  967M   82M  638M| 595k  586k|   0  1397k|   0   178 |4536  7909 |2.64 1.99 1.65|6.0   0   0|   0     0 |   0     0 | 25  459    0  107   11
Nov 02 15:08:10 ubuntu dstat.sh[71630]: 02-11 15:08:10| 33   4  63   1   0|6262M  966M   82M  638M| 476k  467k|   0  1075k|   0   119 |4170  7118 |2.64 1.99 1.65|3.0   0   0|   0     0 |   0     0 | 25  458    0  108   11
Nov 02 15:08:11 ubuntu dstat.sh[71630]: 02-11 15:08:11| 32   6  60   4   0|6263M  966M   82M  638M| 542k  532k|   0  3053k|   0   408 |6120    11k|2.64 1.99 1.65|4.0   0   0|   0     0 |   0     0 | 25  459    0  116   11
Nov 02 15:08:12 ubuntu dstat.sh[71630]: 02-11 15:08:12| 30   3  63   2   0|6263M  966M   82M  638M| 628k  619k|   0  1834k|   0   237 |4842  8459 |2.67 2.01 1.65|6.0   0 2.0|   0     0 |   0     0 | 25  459    0  112   11
Nov 02 15:08:13 ubuntu dstat.sh[71630]: 02-11 15:08:13| 30   4  65   1   0|6263M  966M   82M  638M| 569k  561k|   0  1423k|   0   157 |4603  8239 |2.67 2.01 1.65|8.0   0   0|   0     0 |   0     0 | 25  459    0  112   11
Nov 02 15:08:14 ubuntu dstat.sh[71630]: 02-11 15:08:14| 39   6  53   1   0|6263M  965M   82M  639M| 808k  795k|   0  1325k|   0   142 |4978  8403 |2.67 2.01 1.65|3.0   0   0|   0     0 |   0     0 | 25  459    0  112   11
Nov 02 15:08:15 ubuntu dstat.sh[71630]: 02-11 15:08:15| 31   3  63   1   0|6264M  964M   82M  639M| 581k  573k|   0  1087k|   0   156 |4533  8187 |2.67 2.01 1.65|2.0   0 1.0|   0     0 |   0     0 | 25  459    0  115   11
Nov 02 15:08:16 ubuntu dstat.sh[71630]: 02-11 15:08:16| 33   4  63   1   0|6264M  964M   82M  639M| 581k  563k|   0  1204k|   0   171 |4540  8169 |2.67 2.01 1.65|5.0   0   0|   0     0 |   0     0 | 25  459    0  121   11
Nov 02 15:08:17 ubuntu dstat.sh[71630]: 02-11 15:08:17| 29   2  66   1   0|6265M  963M   82M  639M| 470k  453k|   0   742k|   0  89.8 |3585  6400 |2.53 1.99 1.65|9.0   0 1.0|   0     0 |   0     0 | 25  459    0  124   11
Nov 02 15:08:18 ubuntu dstat.sh[71630]: 02-11 15:08:18| 31   5  61   2   0|6265M  963M   82M  639M| 539k  526k|   0  1099k|   0   155 |5046  9980 |2.53 1.99 1.65|1.0   0   0|   0     0 |   0     0 | 25  459    0  122   11
Nov 02 15:08:19 ubuntu dstat.sh[71630]: 02-11 15:08:19| 29   4  63   2   0|6265M  963M   82M  639M| 489k  480k|   0  1413k|   0   185 |5110    11k|2.53 1.99 1.65|6.0   0   0|   0     0 |   0     0 | 25  458    0  127   11
Nov 02 15:08:20 ubuntu dstat.sh[71630]: 02-11 15:08:20| 30   5  62   3   0|6265M  962M   82M  639M| 579k  570k|   0  1915k|   0   248 |5787    12k|2.53 1.99 1.65|3.0   0   0|   0     0 |   0     0 | 25  459    0  126   11
Nov 02 15:08:21 ubuntu dstat.sh[71630]: 02-11 15:08:21| 31   3  65   1   0|6265M  962M   82M  639M| 523k  512k|   0  1245k|   0   155 |4002  7611 |2.53 1.99 1.65| 11   0   0|   0     0 |   0     0 | 25  459    0  127   11
Nov 02 15:08:22 ubuntu dstat.sh[71630]: 02-11 15:08:22| 31   4  63   2   0|6265M  962M   82M  640M| 573k  564k|   0  1691k|   0   215 |4610  8272 |2.49 1.99 1.65|5.0   0 2.0|   0     0 |   0     0 | 25  459    0  129   11
Nov 02 15:08:23 ubuntu dstat.sh[71630]: 02-11 15:08:23| 35   4  60   0   0|6267M  960M   82M  640M| 742k  733k|   0  1086k|   0   132 |4429  8180 |2.49 1.99 1.65|3.0   0 8.0|   0     0 |   0     0 | 25  458    0  130   11
Nov 02 15:08:24 ubuntu dstat.sh[71630]: 02-11 15:08:24| 37   8  52   2   0|6266M  960M   82M  640M| 604k  595k|   0  2298k|   0   316 |6139    14k|2.49 1.99 1.65|4.0   0  26|   0     0 |   0     0 | 25  459    0  132   11
Nov 02 15:08:25 ubuntu dstat.sh[71630]: 02-11 15:08:25| 30   3  65   1   0|6266M  960M   82M  640M| 626k  608k|   0  1667k|   0   233 |4094  8179 |2.49 1.99 1.65|2.0   0   0|   0     0 |   0     0 | 25  459    0  134   11
Nov 02 15:08:26 ubuntu dstat.sh[71630]: 02-11 15:08:26| 29   2  67   1   0|6266M  960M   82M  640M| 519k  512k|   0  1094k|   0   128 |4030  8483 |2.49 1.99 1.65|2.0   0   0|   0     0 |   0     0 | 25  459    0  131   11
Nov 02 15:08:27 ubuntu dstat.sh[71630]: 02-11 15:08:27| 44   3  52   0   0|6267M  959M   82M  640M| 856k  845k|   0  1038k|   0   119 |4292  9099 |2.37 1.98 1.65|2.0   0   0|   0     0 |   0     0 | 25  459    0  132   11
Nov 02 15:08:28 ubuntu dstat.sh[71630]: 02-11 15:08:28| 32   3  63   1   0|6268M  959M   82M  640M| 603k  593k|   0  1290k|   0   166 |4250  7751 |2.37 1.98 1.65|5.0   0 1.0|   0     0 |   0     0 | 25  459    0  135   11
