-- Logs begin at Tue 2022-05-10 19:24:38 UTC, end at Tue 2022-05-10 20:30:03 UTC. --
May 10 20:09:31 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
May 10 20:09:32 ubuntu dstat.sh[71185]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
May 10 20:09:32 ubuntu dstat.sh[71185]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 10 20:26:00 ubuntu dstat.sh[71185]: 10-05 20:26:00| 26   3  67   1   0|5819M  232M  201M 1633M| 613k  577k|   0  1456k|   0   198 |5482  9732 |1.72 1.79 1.55|4.0   0   0|   0     0 |   0     0 | 25  290    0  133    0
May 10 20:26:01 ubuntu dstat.sh[71185]: 10-05 20:26:01| 26   4  67   2   1|5820M  230M  201M 1633M| 622k  580k|   0  1117k|   0   130 |4929  8411 |1.72 1.79 1.55|3.0   0   0|   0     0 |   0     0 | 25  290    0  130    0
May 10 20:26:02 ubuntu dstat.sh[71185]: 10-05 20:26:02| 27   5  65   2   0|5820M  230M  201M 1633M| 623k  595k|   0  1613k|   0   224 |5640  9886 |1.58 1.76 1.54|2.0 1.0   0|   0     0 |   0     0 | 25  291    0  132    0
May 10 20:26:03 ubuntu dstat.sh[71185]: 10-05 20:26:03| 28   4  65   2   0|5821M  228M  201M 1634M| 560k  527k|   0  1455k|   0   190 |5562  9536 |1.58 1.76 1.54|2.0   0   0|   0     0 |   0     0 | 25  290    0  128    0
May 10 20:26:04 ubuntu dstat.sh[71185]: 10-05 20:26:04| 26   4  66   1   0|5822M  227M  201M 1634M| 669k  642k|   0  1019k|   0   119 |4908  8623 |1.58 1.76 1.54|1.0   0   0|   0     0 |   0     0 | 25  290    0  130    0
May 10 20:26:05 ubuntu dstat.sh[71185]: 10-05 20:26:05| 26   6  59  10   0|5823M  219M  201M 1641M| 487k  450k| 124k   13M|2.00  1693 |8621    11k|1.58 1.76 1.54|3.0   0 3.0|   0     0 |   0     0 | 25  291    0  123    0
May 10 20:26:06 ubuntu dstat.sh[71185]: 10-05 20:26:06| 28   4  65   2   1|5824M  217M  201M 1642M| 586k  562k|   0  3592k|   0   204 |5059  9072 |1.58 1.76 1.54|2.0   0   0|   0     0 |   0     0 | 25  290    0  125    0
May 10 20:26:07 ubuntu dstat.sh[71185]: 10-05 20:26:07| 27   4  67   1   0|5824M  216M  201M 1642M| 620k  596k|   0   933k|   0   109 |5223  8654 |1.54 1.75 1.54|1.0   0   0|   0     0 |   0     0 | 25  290    0  120    0
May 10 20:26:08 ubuntu dstat.sh[71185]: 10-05 20:26:08| 29   4  64   2   0|5824M  216M  201M 1642M| 521k  496k|   0  1479k|   0   206 |5017  8930 |1.54 1.75 1.54|1.0   0   0|   0     0 |   0     0 | 25  291    0  123    0
May 10 20:26:09 ubuntu dstat.sh[71185]: 10-05 20:26:09| 29   4  65   1   0|5825M  215M  202M 1642M| 517k  489k|   0  1223k|   0   167 |5063  8790 |1.54 1.75 1.54|2.0   0 2.0|   0     0 |   0     0 | 25  291    0  119    0
May 10 20:26:10 ubuntu dstat.sh[71185]: 10-05 20:26:10| 30   3  63   2   1|5825M  215M  202M 1643M| 579k  548k|   0  1611k|   0   244 |5321  9334 |1.54 1.75 1.54|5.0   0   0|   0     0 |   0     0 | 25  290    0  121    0
May 10 20:26:11 ubuntu dstat.sh[71185]: 10-05 20:26:11| 29   4  63   3   0|5825M  214M  202M 1643M| 481k  441k|   0  1642k|   0   254 |5223  8984 |1.54 1.75 1.54|3.0   0   0|   0     0 |   0     0 | 25  291    0  116    0
May 10 20:26:12 ubuntu dstat.sh[71185]: 10-05 20:26:12| 28   2  68   1   0|5827M  213M  202M 1643M| 473k  405k|   0   569k|   0  68.1 |3677  5899 |1.49 1.74 1.54|1.0   0   0|   0     0 |   0     0 | 25  290    0  122    0
May 10 20:26:13 ubuntu dstat.sh[71185]: 10-05 20:26:13| 33   6  58   4   0|5827M  211M  202M 1643M| 777k  739k|   0  1844k|   0   253 |6441    12k|1.49 1.74 1.54|1.0 1.0   0|   0     0 |   0     0 | 25  289    0  124    0
May 10 20:26:14 ubuntu dstat.sh[71185]: 10-05 20:26:14| 42   6  49   1   1|5828M  210M  202M 1644M| 889k  799k|   0  1672k|   0   174 |4971  8330 |1.49 1.74 1.54|2.0   0  15|   0     0 |   0     0 | 25  289    0  125    0
May 10 20:26:15 ubuntu dstat.sh[71185]: 10-05 20:26:15| 44   8  47   0   0|5837M  200M  202M 1644M| 840k  804k|   0   555k|   0  54.9 |4529    12k|1.49 1.74 1.54|1.0   0  45|   0     0 |   0     0 | 25  289    0  119    0
May 10 20:26:16 ubuntu dstat.sh[71185]: 10-05 20:26:16| 37   7  55   1   0|5839M  198M  202M 1644M| 249k  200k|   0   905k|   0  59.1 |3187  5075 |1.49 1.74 1.54|2.0   0  22|   0     0 |   0     0 | 25  289    0  119    0
May 10 20:26:17 ubuntu dstat.sh[71185]: 10-05 20:26:17| 35  16  48   0   0|5866M  171M  202M 1645M| 338k  290k|  95k  639k|21.0  54.9 |6034  8985 |1.85 1.81 1.56|1.0   0  18|   0     0 |   0     0 | 26  289    0  119    0
May 10 20:26:18 ubuntu dstat.sh[71185]: 10-05 20:26:18| 37   9  48   5   0|5880M  156M  202M 1645M|1367k  404k|  19M  712k| 692  85.0 |7578    14k|1.85 1.81 1.56|2.0   0   0|   0     0 |   0     0 | 26  290    0  111    0
May 10 20:26:19 ubuntu dstat.sh[71185]: 10-05 20:26:19| 35   3  58   2   0|5942M  127M  202M 1615M|3166k  228k| 356k 1075k|51.0   131 |4711  5708 |1.85 1.81 1.56|1.0   0 2.0|   0     0 |   0     0 | 26  289    0  113    0
May 10 20:26:20 ubuntu dstat.sh[71185]: 10-05 20:26:20| 34   6  58   2   0|5850M  220M  202M 1616M| 779k  451k| 172k 1053k|7.00   117 |4907  8123 |1.85 1.81 1.56|1.0   0  11|   0     0 |   0     0 | 25  289    0  106    0
May 10 20:26:21 ubuntu dstat.sh[71185]: 10-05 20:26:21| 52   7  40   1   0|5846M  223M  202M 1616M|4484k  975k|   0  1856k|   0   226 |6827  9763 |1.85 1.81 1.56|1.0   0  13|   0     0 |   0     0 | 25  289    0  108    0
May 10 20:26:22 ubuntu dstat.sh[71185]: 10-05 20:26:22| 14   2  81   1   0|5846M  223M  202M 1616M| 586k  215k|   0   895k|   0   113 |4062  6074 |1.79 1.79 1.56|1.0   0   0|   0     0 |   0     0 | 25  290    0  107    0
May 10 20:26:23 ubuntu dstat.sh[71185]: 10-05 20:26:23| 14   2  82   1   0|5846M  223M  202M 1616M| 879k  181k|   0   988k|   0   124 |3646  5525 |1.79 1.79 1.56|  0   0   0|   0     0 |   0     0 | 25  289    0  109    0
May 10 20:26:24 ubuntu dstat.sh[71185]: 10-05 20:26:24| 14   2  80   2   0|5838M  230M  202M 1616M| 765k  208k|   0   997k|   0   123 |3947  5804 |1.79 1.79 1.56|  0   0   0|   0     0 |   0     0 | 25  289    0  102    0
May 10 20:26:25 ubuntu dstat.sh[71185]: 10-05 20:26:25| 13   2  82   1   0|5838M  231M  202M 1616M| 687k  201k|   0   952k|   0   122 |3443  5343 |1.79 1.79 1.56|1.0   0   0|   0     0 |   0     0 | 25  289    0  104    0
May 10 20:26:26 ubuntu dstat.sh[71185]: 10-05 20:26:26|  7   1  88   1   0|5837M  231M  202M 1616M| 307k   63k|4094B  420k|1.00  45.0 |2597  3856 |1.79 1.79 1.56|1.0   0 1.0|   0     0 |   0     0 | 25  290    0  103    0
May 10 20:26:27 ubuntu dstat.sh[71185]: 10-05 20:26:27| 11   2  86   1   0|5837M  230M  202M 1617M| 603k  155k|   0  1120k|   0   112 |3652  5043 |1.72 1.78 1.55|1.0   0   0|   0     0 |   0     0 | 25  289    0  105    0
May 10 20:26:28 ubuntu dstat.sh[71185]: 10-05 20:26:28| 17   2  78   1   0|5837M  230M  202M 1617M| 340k  209k|   0   928k|   0   118 |3272  5378 |1.72 1.78 1.55|1.0   0   0|   0     0 |   0     0 | 25  289    0  103    0
May 10 20:26:29 ubuntu dstat.sh[71185]: 10-05 20:26:29| 11   1  85   1   0|5838M  230M  202M 1617M| 528k  185k|   0   836k|   0   115 |3148  4982 |1.72 1.78 1.55|1.0   0 2.0|   0     0 |   0     0 | 25  290    0  104    0
May 10 20:26:30 ubuntu dstat.sh[71185]: 10-05 20:26:30| 27   3  65   2   0|5837M  230M  202M 1617M| 922k  526k|   0  1615k|   0   243 |4950  8194 |1.72 1.78 1.55|1.0   0   0|   0     0 |   0     0 | 25  291    0  102    0
May 10 20:26:31 ubuntu dstat.sh[71185]: 10-05 20:26:31| 31   3  65   2   0|5837M  230M  202M 1617M|2136k  545k|   0  1417k|   0   205 |5054  7837 |1.72 1.78 1.55|1.0   0   0|   0     0 |   0     0 | 25  291    0  104    0
May 10 20:26:32 ubuntu dstat.sh[71185]: 10-05 20:26:32| 28   4  64   3   0|5837M  228M  202M 1617M| 624k  540k|   0  1607k|   0   216 |5802    10k|1.66 1.77 1.55|2.0   0   0|   0     0 |   0     0 | 25  289    0  109    0
May 10 20:26:33 ubuntu dstat.sh[71185]: 10-05 20:26:33| 28   3  68   2   0|5838M  227M  202M 1618M| 621k  552k|   0   937k|   0   120 |4613  8679 |1.66 1.77 1.55|3.0   0   0|   0     0 |   0     0 | 25  290    0  109    0
May 10 20:26:34 ubuntu dstat.sh[71185]: 10-05 20:26:34| 15   3  79   1   0|5838M  227M  202M 1618M| 344k  324k|   0   979k|   0   142 |3672  6454 |1.66 1.77 1.55|1.0   0   0|   0     0 |   0     0 | 25  289    0  106    0
May 10 20:26:35 ubuntu dstat.sh[71185]: 10-05 20:26:35| 12   2  83   1   0|5838M  227M  202M 1618M| 221k  203k|   0   763k|   0  95.9 |2991  4944 |1.66 1.77 1.55|  0   0   0|   0     0 |   0     0 | 25  289    0  108    0
May 10 20:26:36 ubuntu dstat.sh[71185]: 10-05 20:26:36| 12   2  83   1   1|5838M  227M  202M 1618M| 232k  211k|   0   846k|   0   113 |3282  5262 |1.66 1.77 1.55|  0 1.0   0|   0     0 |   0     0 | 25  290    0  106    0
May 10 20:26:37 ubuntu dstat.sh[71185]: 10-05 20:26:37| 29   3  64   3   0|5838M  227M  202M 1618M| 654k  501k|   0    14M|   0   317 |5658  9005 |1.77 1.79 1.56|1.0   0   0|   0     0 |   0     0 | 25  290    0  108    0
May 10 20:26:38 ubuntu dstat.sh[71185]: 10-05 20:26:38| 27   4  66   1   0|5838M  226M  202M 1618M| 752k  495k|   0  1594k|   0   195 |5034  8581 |1.77 1.79 1.56|3.0   0   0|   0     0 |   0     0 | 25  290    0  106    0
May 10 20:26:39 ubuntu dstat.sh[71185]: 10-05 20:26:39| 29   3  67   1   0|5839M  226M  202M 1618M| 576k  561k|   0  1428k|   0   182 |4983  8642 |1.77 1.79 1.56|4.0   0 2.0|   0     0 |   0     0 | 25  290    0  106    0
May 10 20:26:40 ubuntu dstat.sh[71185]: 10-05 20:26:40|  7   1  89   0   0|5839M  225M  203M 1619M| 151k   53k|   0   727k|   0  64.9 |2570  4067 |1.77 1.79 1.56|  0   0   0|   0     0 |   0     0 | 25  289    0  101    0
May 10 20:26:41 ubuntu dstat.sh[71185]: 10-05 20:26:41| 26   3  67   2   1|5839M  225M  203M 1619M| 547k  516k|   0  1344k|   0   198 |5027  8850 |1.77 1.79 1.56|2.0   0   0|   0     0 |   0     0 | 25  290    0  103    0
May 10 20:26:42 ubuntu dstat.sh[71185]: 10-05 20:26:42| 28   4  65   2   0|5839M  224M  203M 1620M| 569k  537k|   0  1684k|   0   193 |5073  9785 |1.79 1.79 1.56|2.0   0   0|   0     0 |   0     0 | 25  290    0  103    0
May 10 20:26:43 ubuntu dstat.sh[71185]: 10-05 20:26:43| 27   4  67   2   0|5840M  223M  203M 1620M| 704k  542k|   0  1093k|   0   141 |4822  8816 |1.79 1.79 1.56|2.0   0   0|   0     0 |   0     0 | 25  290    0  105    0
May 10 20:26:44 ubuntu dstat.sh[71185]: 10-05 20:26:44| 27   4  67   1   0|5841M  222M  203M 1620M| 596k  571k|   0  1128k|   0   151 |4769  8443 |1.79 1.79 1.56|1.0 1.0   0|   0     0 |   0     0 | 25  291    0  102    0
May 10 20:26:45 ubuntu dstat.sh[71185]: 10-05 20:26:45| 28   3  67   2   0|5842M  220M  203M 1620M| 633k  617k|   0   884k|   0   103 |4687  8247 |1.79 1.79 1.56|  0 1.0   0|   0     0 |   0     0 | 25  290    0  116    0
May 10 20:26:46 ubuntu dstat.sh[71185]: 10-05 20:26:46| 12   1  84   1   0|5842M  220M  203M 1621M| 147k  127k|   0  1026k|   0   160 |3277  5737 |1.79 1.79 1.56|  0   0   0|   0     0 |   0     0 | 25  289    0  114    0
May 10 20:26:47 ubuntu dstat.sh[71185]: 10-05 20:26:47| 27   6  65   2   0|5841M  221M  203M 1621M| 480k  450k|   0  1395k|   0   205 |4732  7596 |1.97 1.83 1.57|3.0   0   0|   0     0 |   0     0 | 25  291    0  115    0
May 10 20:26:48 ubuntu dstat.sh[71185]: 10-05 20:26:48| 27   4  68   1   0|5842M  220M  203M 1621M| 559k  439k|   0   973k|   0   133 |4321  7624 |1.97 1.83 1.57|2.0   0   0|   0     0 |   0     0 | 25  290    0  114    0
May 10 20:26:49 ubuntu dstat.sh[71185]: 10-05 20:26:49|  9   2  86   1   0|5843M  219M  203M 1621M| 148k  113k|   0   896k|   0   120 |2888  4980 |1.97 1.83 1.57|1.0   0 2.0|   0     0 |   0     0 | 25  289    0  115    0
May 10 20:26:50 ubuntu dstat.sh[71185]: 10-05 20:26:50| 24   2  69   1   0|5843M  218M  203M 1621M| 516k  492k|   0  1466k|   0   218 |4728  8285 |1.97 1.83 1.57|1.0   0   0|   0     0 |   0     0 | 25  290    0  114    0
May 10 20:26:51 ubuntu dstat.sh[71185]: 10-05 20:26:51| 28   3  66   1   0|5843M  218M  203M 1621M| 708k  600k|   0  1135k|   0   137 |5042  9047 |1.97 1.83 1.57|1.0   0   0|   0     0 |   0     0 | 25  291    0  115    0
May 10 20:26:52 ubuntu dstat.sh[71185]: 10-05 20:26:52| 27   3  66   1   0|5844M  217M  203M 1622M| 694k  529k|   0  1294k|   0   181 |5149  9287 |1.89 1.81 1.57|1.0   0   0|   0     0 |   0     0 | 25  289    0  114    0
May 10 20:26:53 ubuntu dstat.sh[71185]: 10-05 20:26:53| 22   3  72   1   0|5845M  216M  203M 1622M| 551k  435k|   0  1077k|   0   132 |4522  7831 |1.89 1.81 1.57|  0   0   0|   0     0 |   0     0 | 25  289    0  116    0
May 10 20:26:54 ubuntu dstat.sh[71185]: 10-05 20:26:54| 11   2  86   0   0|5845M  216M  203M 1622M| 313k  189k|   0   713k|   0  88.1 |2872  4833 |1.89 1.81 1.57|1.0   0   0|   0     0 |   0     0 | 25  290    0  112    0
May 10 20:26:55 ubuntu dstat.sh[71185]: 10-05 20:26:55| 27   5  64   3   0|5845M  215M  203M 1622M|1741k  575k|   0  1649k|   0   235 |5414  9570 |1.89 1.81 1.57|1.0   0   0|   0     0 |   0     0 | 25  290    0  117    0
May 10 20:26:56 ubuntu dstat.sh[71185]: 10-05 20:26:56| 25   3  68   2   0|5845M  215M  203M 1622M| 854k  556k|4092B 1503k|1.00   207 |5051  9237 |1.89 1.81 1.57|  0   0   0|   0     0 |   0     0 | 25  289    0  117    0
May 10 20:26:57 ubuntu dstat.sh[71185]: 10-05 20:26:57|  9   1  88   0   0|5845M  214M  203M 1622M| 235k  132k|   0   416k|   0  40.0 |2627  3600 |1.74 1.78 1.56|3.0   0   0|   0     0 |   0     0 | 25  290    0  117    0
May 10 20:26:58 ubuntu dstat.sh[71185]: 10-05 20:26:58|  7   2  89   1   0|5845M  214M  203M 1623M| 237k   74k|   0   596k|   0  76.0 |2666  4404 |1.74 1.78 1.56|  0   0   0|   0     0 |   0     0 | 25  289    0  118    0
May 10 20:26:59 ubuntu dstat.sh[71185]: 10-05 20:26:59| 27   3  68   2   0|5845M  214M  203M 1623M| 712k  578k|   0  1672k|   0   244 |5097  9081 |1.74 1.78 1.56|2.0   0 2.0|   0     0 |   0     0 | 25  290    0  117    0
May 10 20:27:00 ubuntu dstat.sh[71185]: 10-05 20:27:00| 25   4  68   1   0|5847M  213M  203M 1623M|1197k  507k|   0  1290k|   0   188 |5137  8872 |1.74 1.78 1.56|  0   0   0|   0     0 |   0     0 | 25  289    0  118    0
May 10 20:27:01 ubuntu dstat.sh[71185]: 10-05 20:27:01|  8   2  90   0   0|5846M  213M  203M 1623M| 320k   90k|   0   368k|   0  35.0 |2453  3816 |1.74 1.78 1.56|1.0   0   0|   0     0 |   0     0 | 25  290    0  114    0
May 10 20:27:02 ubuntu dstat.sh[71185]: 10-05 20:27:02| 28   3  65   2   0|5847M  211M  203M 1623M| 731k  516k|   0  1592k|   0   202 |4997  8841 |1.84 1.80 1.57|1.0   0 1.0|   0     0 |   0     0 | 25  290    0  116    0
May 10 20:27:03 ubuntu dstat.sh[71185]: 10-05 20:27:03| 31   5  64   2   0|5850M  209M  203M 1624M| 865k  594k|   0  1130k|   0   141 |5329  9425 |1.84 1.80 1.57|3.0   0   0|   0     0 |   0     0 | 25  290    0  114    0
May 10 20:27:04 ubuntu dstat.sh[71185]: 10-05 20:27:04| 21   3  74   2   0|5850M  208M  203M 1624M| 529k  407k|   0  1075k|   0   152 |4389  7440 |1.84 1.80 1.57|  0   0   0|   0     0 |   0     0 | 25  289    0  116    0
May 10 20:27:05 ubuntu dstat.sh[71185]: 10-05 20:27:05| 13   3  81   1   1|5849M  209M  203M 1624M| 301k  213k|   0   806k|   0   108 |3349  5454 |1.84 1.80 1.57|3.0   0   0|   0     0 |   0     0 | 25  289    0  112    0
May 10 20:27:06 ubuntu dstat.sh[71185]: 10-05 20:27:06|  8   1  88   0   0|5849M  209M  203M 1624M| 118k   78k|   0   348k|   0  43.0 |2822  4463 |1.84 1.80 1.57|1.0   0   0|   0     0 |   0     0 | 25  290    0  112    0
May 10 20:27:07 ubuntu dstat.sh[71185]: 10-05 20:27:07| 27   4  66   3   0|5849M  208M  203M 1624M| 682k  556k|   0  8933k|   0   450 |5739  9652 |1.85 1.81 1.57|1.0   0   0|   0     0 |   0     0 | 25  290    0  110    0
May 10 20:27:08 ubuntu dstat.sh[71185]: 10-05 20:27:08| 28   4  64   4   0|5850M  208M  203M 1624M| 520k  495k|   0  4340k|   0   389 |5350    10k|1.85 1.81 1.57|3.0   0 2.0|   0     0 |   0     0 | 25  291    0  113    0
May 10 20:27:09 ubuntu dstat.sh[71185]: 10-05 20:27:09| 29   4  66   1   0|5851M  206M  203M 1625M|1392k  672k|   0  1382k|   0   150 |4972  9671 |1.85 1.81 1.57|2.0   0 2.0|   0     0 |   0     0 | 25  290    0  111    0
May 10 20:27:10 ubuntu dstat.sh[71185]: 10-05 20:27:10| 21   3  73   1   0|5851M  205M  204M 1625M| 658k  468k|   0  1120k|   0   160 |3998  7655 |1.85 1.81 1.57|  0   0   0|   0     0 |   0     0 | 25  289    0  112    0
May 10 20:27:11 ubuntu dstat.sh[71185]: 10-05 20:27:11| 13   2  84   1   0|5851M  205M  204M 1625M| 361k  205k|   0   674k|   0  97.2 |2956  4883 |1.85 1.81 1.57|1.0   0   0|   0     0 |   0     0 | 25  289    0  112    0
May 10 20:27:12 ubuntu dstat.sh[71185]: 10-05 20:27:12|  5   2  90   0   0|5851M  205M  204M 1625M| 146k   37k|   0   527k|   0  60.9 |2417  3874 |1.70 1.78 1.56|1.0   0   0|   0     0 |   0     0 | 25  290    0  112    0
May 10 20:27:13 ubuntu dstat.sh[71185]: 10-05 20:27:13| 28   4  64   4   0|5851M  205M  204M 1625M| 740k  565k|   0  1946k|   0   276 |5300  9719 |1.70 1.78 1.56|9.0   0   0|   0     0 |   0     0 | 25  290    0  105    0
May 10 20:27:14 ubuntu dstat.sh[71185]: 10-05 20:27:14| 31   4  63   2   0|5851M  205M  204M 1626M| 800k  611k|   0  2113k|   0   346 |5573    11k|1.70 1.78 1.56|1.0   0   0|   0     0 |   0     0 | 25  290    0  110    0
May 10 20:27:15 ubuntu dstat.sh[71185]: 10-05 20:27:15| 33   5  58   3   0|5853M  202M  204M 1626M| 700k  683k|   0  1403k|   0   182 |5988    12k|1.70 1.78 1.56|3.0   0 9.0|   0     0 |   0     0 | 25  291    0  108    0
May 10 20:27:16 ubuntu dstat.sh[71185]: 10-05 20:27:16| 30   6  61   2   0|5853M  202M  204M 1626M| 733k  489k|   0  1836k|   0   279 |6101    11k|1.70 1.78 1.56|  0   0  25|   0     0 |   0     0 | 25  289    0  112    0
May 10 20:27:17 ubuntu dstat.sh[71185]: 10-05 20:27:17| 14   4  82   1   0|5863M  192M  204M 1626M| 267k  148k|   0   748k|   0  76.0 |3040  4439 |1.57 1.75 1.55|1.0 1.0 5.0|   0     0 |   0     0 | 25  291    0  109    0
May 10 20:27:18 ubuntu dstat.sh[71185]: 10-05 20:27:18| 30   4  63   3   0|5863M  192M  204M 1626M| 583k  534k|   0  1329k|   0   180 |5000  8440 |1.57 1.75 1.55|1.0   0   0|   0     0 |   0     0 | 25  290    0  113    0
May 10 20:27:19 ubuntu dstat.sh[71185]: 10-05 20:27:19| 33   5  62   1   0|5857M  197M  204M 1627M|2966k  675k|   0  1289k|   0   172 |5792  8842 |1.57 1.75 1.55|  0 1.0 2.0|   0     0 |   0     0 | 25  289    0  122    0
May 10 20:27:20 ubuntu dstat.sh[71185]: 10-05 20:27:20|  5   1  92   0   0|5857M  198M  204M 1627M| 155k   30k|   0   399k|   0  43.9 |2363  3718 |1.57 1.75 1.55|1.0   0   0|   0     0 |   0     0 | 25  290    0  122    0
May 10 20:27:21 ubuntu dstat.sh[71185]: 10-05 20:27:21| 14   2  81   1   0|5857M  197M  204M 1627M| 324k  194k|   0   956k|   0   124 |3462  5704 |1.57 1.75 1.55|  0   0   0|   0     0 |   0     0 | 25  289    0  123    0
May 10 20:27:22 ubuntu dstat.sh[71185]: 10-05 20:27:22| 19   3  75   2   0|5857M  197M  204M 1627M| 663k  398k|   0  1153k|   0   169 |4224  7090 |1.44 1.72 1.54|1.0   0   0|   0     0 |   0     0 | 25  291    0  123    0
May 10 20:27:23 ubuntu dstat.sh[71185]: 10-05 20:27:23| 27   4  66   1   0|5858M  196M  204M 1627M| 600k  553k|   0  1204k|   0   168 |4921  8595 |1.44 1.72 1.54|1.0   0   0|   0     0 |   0     0 | 25  290    0  123    0
May 10 20:27:24 ubuntu dstat.sh[71185]: 10-05 20:27:24| 11   2  84   1   0|5858M  196M  204M 1627M| 241k  166k|   0  1267k|   0   166 |3503  5691 |1.44 1.72 1.54|  0   0   0|   0     0 |   0     0 | 25  289    0  124    0
May 10 20:27:25 ubuntu dstat.sh[71185]: 10-05 20:27:25| 23   3  71   1   0|5858M  195M  204M 1628M| 659k  457k|   0  1346k|   0   181 |4376  7562 |1.44 1.72 1.54|2.0 1.0   0|   0     0 |   0     0 | 25  290    0  125    0
May 10 20:27:26 ubuntu dstat.sh[71185]: 10-05 20:27:26| 28   4  65   2   1|5859M  194M  204M 1628M| 845k  713k|   0  1369k|   0   195 |5316  9286 |1.44 1.72 1.54|4.0   0   0|   0     0 |   0     0 | 25  288    0  139    0
May 10 20:27:27 ubuntu dstat.sh[71185]: 10-05 20:27:27|  6   1  91   0   0|5859M  194M  204M 1628M| 272k   23k|   0   718k|   0  71.8 |2560  3909 |1.33 1.69 1.54|1.0   0   0|   0     0 |   0     0 | 25  289    0  135    0
May 10 20:27:28 ubuntu dstat.sh[71185]: 10-05 20:27:28| 14   1  81   1   0|5860M  193M  204M 1628M| 717k  201k|   0   868k|   0   106 |3419  5206 |1.33 1.69 1.54|  0   0 2.0|   0     0 |   0     0 | 25  289    0  136    0
May 10 20:27:29 ubuntu dstat.sh[71185]: 10-05 20:27:29| 19   4  76   2   0|5860M  193M  204M 1628M| 524k  339k|   0  1266k|   0   165 |4003  6727 |1.33 1.69 1.54|1.0 1.0 2.0|   0     0 |   0     0 | 25  292    0  136    0
May 10 20:27:30 ubuntu dstat.sh[71185]: 10-05 20:27:30| 29   3  66   1   1|5860M  192M  204M 1628M| 696k  611k|   0  1230k|   0   154 |5172  9041 |1.33 1.69 1.54|1.0   0   0|   0     0 |   0     0 | 25  290    0  138    0
May 10 20:27:31 ubuntu dstat.sh[71185]: 10-05 20:27:31| 10   2  85   1   0|5861M  192M  204M 1629M| 886k  146k|   0  1017k|   0   146 |3685  5733 |1.33 1.69 1.54|  0   0   0|   0     0 |   0     0 | 25  289    0  131    0
May 10 20:27:32 ubuntu dstat.sh[71185]: 10-05 20:27:32| 23   3  69   2   1|5861M  191M  204M 1629M|1672k  448k|   0  1309k|   0   176 |5006  7756 |1.30 1.68 1.53|  0 1.0   0|   0     0 |   0     0 | 25  291    0  132    0
May 10 20:27:33 ubuntu dstat.sh[71185]: 10-05 20:27:33| 30   4  64   1   0|5861M  191M  204M 1629M| 807k  543k|   0  1638k|   0   216 |5561  9511 |1.30 1.68 1.53|4.0   0   0|   0     0 |   0     0 | 25  291    0  128    0
May 10 20:27:34 ubuntu dstat.sh[71185]: 10-05 20:27:34| 29   3  66   1   0|5861M  190M  204M 1629M|1422k  552k|   0  1616k|   0   236 |5627  9577 |1.30 1.68 1.53|2.0   0   0|   0     0 |   0     0 | 25  291    0  130    0
May 10 20:27:35 ubuntu dstat.sh[71185]: 10-05 20:27:35| 30   3  64   3   1|5861M  190M  204M 1629M| 795k  312k|   0  1232k|   0   178 |4318  7057 |1.30 1.68 1.53|1.0   0   0|   0     0 |   0     0 | 25  291    0  128    0
May 10 20:27:36 ubuntu dstat.sh[71185]: 10-05 20:27:36| 20   3  73   2   0|5862M  189M  204M 1630M|1569k  384k|   0  1304k|   0   193 |4798  7769 |1.30 1.68 1.53|2.0   0   0|   0     0 |   0     0 | 25  289    0  130    0
May 10 20:27:37 ubuntu dstat.sh[71185]: 10-05 20:27:37| 13   2  83   1   1|5862M  189M  204M 1630M|1330k  197k|   0   901k|   0   100 |3590  4869 |1.20 1.65 1.53|5.0   0   0|   0     0 |   0     0 | 25  291    0  128    2
May 10 20:27:38 ubuntu dstat.sh[71185]: 10-05 20:27:38| 31   2  63   2   0|5862M  189M  205M 1630M|2956k  569k|   0    10M|   0   362 |4827  6809 |1.20 1.65 1.53|5.0   0 1.0|   0     0 |   0     0 | 25  292    0  131    0
May 10 20:27:39 ubuntu dstat.sh[71185]: 10-05 20:27:39| 29   3  63   2   0|5862M  188M  205M 1630M| 696k  506k|   0  1517k|   0   212 |5320  9085 |1.20 1.65 1.53|2.0   0 2.0|   0     0 |   0     0 | 25  291    0  134    0
May 10 20:27:40 ubuntu dstat.sh[71185]: 10-05 20:27:40| 27   4  67   1   0|5862M  188M  205M 1630M| 806k  618k|   0   900k|   0  88.0 |4173  7367 |1.20 1.65 1.53|2.0   0   0|   0     0 |   0     0 | 25  291    0  146    0
May 10 20:27:41 ubuntu dstat.sh[71185]: 10-05 20:27:41| 11   1  84   1   0|5862M  188M  205M 1630M| 177k  147k|   0  1026k|   0   149 |3434  5672 |1.20 1.65 1.53|1.0   0   0|   0     0 |   0     0 | 25  290    0  148    0
May 10 20:27:42 ubuntu dstat.sh[71185]: 10-05 20:27:42| 13   2  82   1   0|5862M  188M  205M 1630M| 277k  214k|   0   936k|   0   125 |3332  5293 |1.18 1.64 1.52|3.0   0   0|   0     0 |   0     0 | 25  290    0  146    0
