-- Logs begin at Mon 2022-07-04 08:35:34 UTC, end at Mon 2022-07-04 10:08:35 UTC. --
Jul 04 09:32:49 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jul 04 09:32:49 ubuntu dstat.sh[86284]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 04 09:32:49 ubuntu dstat.sh[86284]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 04 10:04:47 ubuntu dstat.sh[86284]: 04-07 10:04:47| 40   4  53   1   0|5689M 1092M  105M 1051M| 845k  828k|   0  1201k|   0   164 |5135  8792 |0.85 1.33 1.34|3.0   0 1.0|   0     0 |   0     0 | 25  416    0   64   11
Jul 04 10:04:48 ubuntu dstat.sh[86284]: 04-07 10:04:48| 30   4  63   3   0|5689M 1091M  105M 1051M| 681k  674k|   0  2058k|   0   280 |5061  9280 |0.85 1.33 1.34|4.0   0 1.0|   0     0 |   0     0 | 25  415    0   64   11
Jul 04 10:04:49 ubuntu dstat.sh[86284]: 04-07 10:04:49| 41   7  49   1   0|5683M 1098M  105M 1052M| 760k  752k|   0  2036k|   0   204 |4444  7738 |0.94 1.34 1.35|1.0   0  15|   0     0 |   0     0 | 25  415    0   64   11
Jul 04 10:04:50 ubuntu dstat.sh[86284]: 04-07 10:04:50| 34   4  59   2   0|5683M 1097M  105M 1052M| 621k  613k|4110B 1509k|1.00   139 |4192  7418 |0.94 1.34 1.35|3.0   0 4.0|   0     0 |   0     0 | 25  417    0   63   11
Jul 04 10:04:51 ubuntu dstat.sh[86284]: 04-07 10:04:51| 35   5  59   1   0|5690M 1090M  105M 1052M| 329k  319k|   0   531k|   0  34.9 |2805  4214 |0.94 1.34 1.35|3.0   0  17|   0     0 |   0     0 | 25  416    0   64   11
Jul 04 10:04:52 ubuntu dstat.sh[86284]: 04-07 10:04:52| 46  21  32   0   1|5703M 1076M  105M 1053M| 395k  380k|  95k 1257k|21.0   114 |7017    12k|0.94 1.34 1.35|1.0   0  54|   0     0 |   0     0 | 26  415    0   63   11
Jul 04 10:04:53 ubuntu dstat.sh[86284]: 04-07 10:04:53| 33   8  52   4   0|5722M 1057M  105M 1053M| 436k  423k|  13M  618k| 497  69.8 |7587    13k|0.94 1.34 1.35|2.0 1.0   0|   0     0 |   0     0 | 26  415    0   63   11
Jul 04 10:04:54 ubuntu dstat.sh[86284]: 04-07 10:04:54| 45   3  50   1   0|5789M  990M  105M 1053M| 425k  416k|5982k  469k| 194  43.1 |4539  7238 |1.02 1.36 1.35|4.0 1.0   0|   0     0 |   0     0 | 26  416    0   63   11
Jul 04 10:04:55 ubuntu dstat.sh[86284]: 04-07 10:04:55| 36   4  53   6   0|5801M  978M  105M 1053M| 218k  212k|   0    11M|   0   898 |5517  7264 |1.02 1.36 1.35|1.0   0   0|   0     0 |   0     0 | 26  415    0   65   10
Jul 04 10:04:56 ubuntu dstat.sh[86284]: 04-07 10:04:56| 44   8  47   2   0|5820M  959M  105M 1053M| 496k  486k|   0  1307k|   0   144 |4992  9781 |1.02 1.36 1.35|3.0   0 9.0|   0     0 |   0     0 | 26  417    0   66   10
Jul 04 10:04:57 ubuntu dstat.sh[86284]: 04-07 10:04:57| 37   4  58   1   0|5830M  948M  105M 1053M| 203k  179k|   0   637k|   0  74.1 |3873  6283 |1.02 1.36 1.35|4.0   0   0|   0     0 |   0     0 | 26  416    0   65   10
Jul 04 10:04:58 ubuntu dstat.sh[86284]: 04-07 10:04:58| 32   1  64   0   0|5831M  947M  105M 1053M| 120k  103k|   0   699k|   0  73.9 |3279  5561 |1.02 1.36 1.35|2.0   0 4.0|   0     0 |   0     0 | 26  415    0   65   10
Jul 04 10:04:59 ubuntu dstat.sh[86284]: 04-07 10:04:59| 30   3  65   0   0|5832M  946M  105M 1054M|  47k   38k|   0   260k|   0  16.0 |4325  5455 |1.02 1.35 1.35|2.0   0 8.0|   0     0 |   0     0 | 26  416    0   63   10
Jul 04 10:05:00 ubuntu dstat.sh[86284]: 04-07 10:05:00| 33   4  59   1   0|5836M  942M  105M 1054M|1245k   90k|   0   443k|51.9  40.9 |5850  7191 |1.02 1.35 1.35|3.0   0  48|   0     0 |   0     0 | 26  416    0   63   10
Jul 04 10:05:01 ubuntu dstat.sh[86284]: 04-07 10:05:01| 39   9  46   7   0|5846M  928M  106M 1056M|4546k  187k|7494k 1456k| 305   152 |7510  9048 |1.02 1.35 1.35|4.0   0  57|   0     0 |   0     0 | 26  416    0   61   10
Jul 04 10:05:02 ubuntu dstat.sh[86284]: 04-07 10:05:02| 38   2  60   0   0|5840M  934M  106M 1057M| 250k  236k|  25k 1124k|7.00   128 |6016  7239 |1.02 1.35 1.35|2.0   0 1.0|   0     0 |   0     0 | 26  417    0   61   10
Jul 04 10:05:03 ubuntu dstat.sh[86284]: 04-07 10:05:03| 39   3  54   0   1|5849M  926M  106M 1057M| 381k  352k|  12k  874k|2.99  77.8 |5696  6703 |1.02 1.35 1.35|3.0   0   0|   0     0 |   0     0 | 26  417    0   60   10
Jul 04 10:05:04 ubuntu dstat.sh[86284]: 04-07 10:05:04| 35   3  60   1   0|5849M  925M  106M 1057M|  68k   58k| 484k  819k|66.2  41.1 |5152  5352 |1.02 1.34 1.35|3.0   0 5.0|   0     0 |   0     0 | 26  416    0   61   10
Jul 04 10:05:05 ubuntu dstat.sh[86284]: 04-07 10:05:05| 40   6  49   2   0|5840M  934M  106M 1057M| 147k  128k| 459k 6659k|       104 |7422  7404 |1.02 1.34 1.35|1.0   0  35|   0     0 |   0     0 | 26  417    0   67   10
Jul 04 10:05:06 ubuntu dstat.sh[86284]: 04-07 10:05:06| 44   4  47   4   0|5847M  927M  106M 1057M| 396k  385k| 128k   13M|8.00   310 |6110    10k|1.02 1.34 1.35|3.0   0  14|   0     0 |   0     0 | 26  416    0   68   10
Jul 04 10:05:07 ubuntu dstat.sh[86284]: 04-07 10:05:07| 38   5  53   3   0|5696M 1078M  106M 1057M| 374k  362k| 207k 9206k|17.0   262 |5730  9922 |1.02 1.34 1.35| 12   0  23|   0     0 |   0     0 | 25  416    0   62   10
Jul 04 10:05:08 ubuntu dstat.sh[86284]: 04-07 10:05:08| 55  15  29   1   0|5698M 1075M  106M 1057M|1132k 1125k|   0  2088k|   0   222 |6757    12k|1.02 1.34 1.35|3.0   0  55|   0     0 |   0     0 | 25  415    0   63   10
Jul 04 10:05:09 ubuntu dstat.sh[86284]: 04-07 10:05:09| 13   2  82   1   0|5698M 1075M  106M 1058M| 292k  280k|   0  1049k|   0   120 |3404  5884 |0.94 1.32 1.34|  0   0   0|   0     0 |   0     0 | 25  415    0   62   10
Jul 04 10:05:10 ubuntu dstat.sh[86284]: 04-07 10:05:10| 26   3  64   5   0|5699M 1075M  106M 1058M| 535k  526k|   0  7277k|   0   894 |5595  7517 |0.94 1.32 1.34|2.0   0 5.0|   0     0 |   0     0 | 25  417    0   64   10
Jul 04 10:05:11 ubuntu dstat.sh[86284]: 04-07 10:05:11| 35   6  54   4   0|5690M 1082M  106M 1058M| 794k  790k|   0  2822k|   0   350 |5590    10k|0.94 1.32 1.34|3.0   0  12|   0     0 |   0     0 | 25  417    0   65   10
Jul 04 10:05:12 ubuntu dstat.sh[86284]: 04-07 10:05:12| 43   6  48   1   0|5689M 1083M  106M 1059M| 760k  749k|   0  1634k|   0   193 |5215    10k|0.94 1.32 1.34|1.0   0 3.0|   0     0 |   0     0 | 25  416    0   65   10
Jul 04 10:05:13 ubuntu dstat.sh[86284]: 04-07 10:05:13| 41   5  53   1   0|5696M 1076M  106M 1059M| 696k  681k|   0  1257k|   0   115 |3962  6740 |0.94 1.32 1.34|1.0   0  13|   0     0 |   0     0 | 25  416    0   65   10
Jul 04 10:05:14 ubuntu dstat.sh[86284]: 04-07 10:05:14| 43  12  43   0   0|5714M 1058M  106M 1059M| 435k  425k|  95k  842k|21.0  63.9 |5059  8673 |1.10 1.35 1.35|2.0   0  58|   0     0 |   0     0 | 26  416    0   65   10
Jul 04 10:05:15 ubuntu dstat.sh[86284]: 04-07 10:05:15| 29  11  56   1   0|5728M 1044M  106M 1060M| 446k  430k|6009k  815k| 229  95.4 |8028    12k|1.10 1.35 1.35|1.0 1.0 1.0|   0     0 |   0     0 | 26  417    0   65   10
Jul 04 10:05:16 ubuntu dstat.sh[86284]: 04-07 10:05:16| 43   4  52   1   0|5791M  980M  106M 1060M| 376k  364k|  13M  661k| 465  86.1 |6738    11k|1.10 1.35 1.35|4.0   0   0|   0     0 |   0     0 | 26  418    0   65   10
Jul 04 10:05:17 ubuntu dstat.sh[86284]: 04-07 10:05:17| 36   3  60   1   0|5806M  965M  106M 1060M| 213k  204k|   0  1049k|   0   149 |3834  6598 |1.10 1.35 1.35|3.0   0   0|   0     0 |   0     0 | 26  417    0   67   10
Jul 04 10:05:18 ubuntu dstat.sh[86284]: 04-07 10:05:18| 45   5  48   0   0|5825M  945M  106M 1060M| 524k  505k|   0  1366k|   0   156 |5178  9120 |1.10 1.35 1.35|3.0   0 9.0|   0     0 |   0     0 | 26  419    0   68   10
Jul 04 10:05:19 ubuntu dstat.sh[86284]: 04-07 10:05:19| 37   3  58   0   0|5833M  938M  106M 1060M| 232k  212k|   0   463k|   0  49.9 |3975    11k|1.10 1.34 1.35|1.0   0 4.0|   0     0 |   0     0 | 26  417    0   69   10
Jul 04 10:05:20 ubuntu dstat.sh[86284]: 04-07 10:05:20| 32   2  64   1   0|5832M  938M  106M 1060M|  72k   56k|   0  1663k|   0  54.2 |3423  5892 |1.10 1.34 1.35|1.0   0  10|   0     0 |   0     0 | 26  417    1   69   10
Jul 04 10:05:21 ubuntu dstat.sh[86284]: 04-07 10:05:21| 30   2  66   1   0|5835M  936M  106M 1060M|  62k   53k|4082B  785k|1.00  67.8 |3461  5824 |1.10 1.34 1.35|3.0   0 2.0|   0     0 |   0     0 | 26  418    0   67   10
Jul 04 10:05:22 ubuntu dstat.sh[86284]: 04-07 10:05:22| 34   5  58   1   0|5839M  932M  106M 1061M|1179k   83k|   0   440k|52.1  46.0 |5832  7065 |1.10 1.34 1.35|1.0   0  43|   0     0 |   0     0 | 26  418    0   67   10
Jul 04 10:05:23 ubuntu dstat.sh[86284]: 04-07 10:05:23| 52   2  44   2   0|5843M  927M  106M 1061M|1229k  102k|1272k  240k|74.1  14.0 |5221  5807 |1.10 1.34 1.35|2.0   0 4.0|   0     0 |   0     0 | 26  418    0   65   10
Jul 04 10:05:24 ubuntu dstat.sh[86284]: 04-07 10:05:24| 48   2  40   7   0|5853M  917M  107M 1061M|1510k   18M|1337k   17M|72.8  34.9 |7621  5356 |1.25 1.37 1.36|2.0   0 6.0|   0     0 |   0     0 | 26  418    0   65   10
Jul 04 10:05:25 ubuntu dstat.sh[86284]: 04-07 10:05:25| 52   2  43   2   0|5848M  921M  107M 1061M|  51k   44k| 232k  656k|75.0  41.0 |5448  5833 |1.25 1.37 1.36|2.0   0 1.0|   0     0 |   0     0 | 26  418    0   65   10
Jul 04 10:05:26 ubuntu dstat.sh[86284]: 04-07 10:05:26| 54   1  40   3   0|5851M  919M  107M 1061M|  47k   42k| 484k   24M|21.0   912 |7656  7197 |1.25 1.37 1.36|3.0   0  23|   0     0 |   0     0 | 26  418    0   65   10
Jul 04 10:05:27 ubuntu dstat.sh[86284]: 04-07 10:05:27| 53   3  42   2   0|5854M  916M  107M 1061M|  58k   47k| 223k 8248k|32.1   167 |4464  6358 |1.25 1.37 1.36|2.0   0 9.0|   0     0 |   0     0 | 26  418    0   65   10
Jul 04 10:05:28 ubuntu dstat.sh[86284]: 04-07 10:05:28| 46   3  48   2   0|5855M  915M  106M 1061M| 163k  186k| 507k  613k|55.9  39.9 |3469  5440 |1.25 1.37 1.36|6.0   0  11|   0     0 |   0     0 | 26  419    0   65   10
Jul 04 10:05:29 ubuntu dstat.sh[86284]: 04-07 10:05:29| 29   0  68   0   0|5854M  915M  106M 1061M|  46k   33k|   0   152k|   0  9.99 |1959  2658 |1.31 1.38 1.36|2.0   0   0|   0     0 |   0     0 | 26  418    0   62   10
Jul 04 10:05:30 ubuntu dstat.sh[86284]: 04-07 10:05:30| 36   2  61   1   0|5853M  917M  106M 1061M| 350k  210k| 130k  766k|4.01  90.2 |3374  5154 |1.31 1.38 1.36|2.0   0 2.0|   0     0 |   0     0 | 26  418    0   63   10
Jul 04 10:05:31 ubuntu dstat.sh[86284]: 04-07 10:05:31| 43   4  52   2   0|5864M  906M  106M 1061M| 440k  419k|  14k 1042k|5.01  94.2 |4301  8097 |1.31 1.38 1.36|7.0   0  32|   0     0 |   0     0 | 26  418    0   64   10
Jul 04 10:05:32 ubuntu dstat.sh[86284]: 04-07 10:05:32| 37   5  54   1   0|5856M  914M  106M 1061M|  72k   66k| 132k 1285k|23.9   133 |4103  7759 |1.31 1.38 1.36|5.0   0 5.0|   0     0 |   0     0 | 26  418    0   65   10
Jul 04 10:05:33 ubuntu dstat.sh[86284]: 04-07 10:05:33| 40   6  52   1   0|5850M  919M  106M 1062M| 136k  109k| 650k  623k|      8.03 |4768  6444 |1.31 1.38 1.36|2.0   0  26|   0     0 |   0     0 | 26  419    0   63   10
Jul 04 10:05:34 ubuntu dstat.sh[86284]: 04-07 10:05:34| 43   3  54   1   0|5851M  918M  106M 1062M| 420k  403k|2050B  857k|2.00  94.1 |4603  7135 |1.36 1.39 1.37| 11   0   0|   0     0 |   0     0 | 26  417    0   64   10
Jul 04 10:05:35 ubuntu dstat.sh[86284]: 04-07 10:05:35| 39   3  54   1   0|5854M  915M  106M 1062M| 400k  381k|1022B 1010k|1.00   130 |7325  7531 |1.36 1.39 1.37|3.0   0 3.0|   0     0 |   0     0 | 26  432    0   65   10
Jul 04 10:05:36 ubuntu dstat.sh[86284]: 04-07 10:05:36| 53  12  35   1   0|5713M 1056M  106M 1062M| 840k  831k|   0  1796k|   0   190 |6411    12k|1.36 1.39 1.37|5.0   0  63|   0     0 |   0     0 | 25  442    0   71   10
Jul 04 10:05:37 ubuntu dstat.sh[86284]: 04-07 10:05:37| 42   8  47   2   0|5711M 1058M  107M 1062M| 947k  940k|   0  1697k|   0   229 |5775    10k|1.36 1.39 1.37|  0   0  14|   0     0 |   0     0 | 25  441    0   71   10
Jul 04 10:05:38 ubuntu dstat.sh[86284]: 04-07 10:05:38| 15   1  81   0   0|5711M 1058M  107M 1062M| 300k  292k|   0   448k|   0  46.0 |2860  4853 |1.36 1.39 1.37|1.0   0   0|   0     0 |   0     0 | 25  443    0   71   10
Jul 04 10:05:39 ubuntu dstat.sh[86284]: 04-07 10:05:39| 30   3  67   1   0|5712M 1057M  107M 1062M| 423k  408k|   0   673k|   0  83.2 |2985  4875 |1.33 1.39 1.36|1.0   0 1.0|   0     0 |   0     0 | 25  443    0   73   10
Jul 04 10:05:40 ubuntu dstat.sh[86284]: 04-07 10:05:40| 30   5  63   2   0|5701M 1067M  107M 1062M| 523k  510k|   0  1213k|   0   172 |4064  7101 |1.33 1.39 1.36|1.0   0 2.0|   0     0 |   0     0 | 25  443    0   74   10
Jul 04 10:05:41 ubuntu dstat.sh[86284]: 04-07 10:05:41| 31   3  64   2   0|5700M 1068M  107M 1063M| 657k  649k|   0  2193k|   0   286 |3694  5575 |1.33 1.39 1.36|1.0   0 1.0|   0     0 |   0     0 | 25  443    0   81   10
Jul 04 10:05:42 ubuntu dstat.sh[86284]: 04-07 10:05:42| 32   5  61   3   0|5700M 1067M  107M 1063M| 556k  549k|   0  1446k|   0   200 |4710  8452 |1.33 1.39 1.36|3.0   0   0|   0     0 |   0     0 | 25  442    0   76   10
Jul 04 10:05:43 ubuntu dstat.sh[86284]: 04-07 10:05:43| 28   4  66   3   0|5700M 1067M  107M 1063M| 541k  531k|   0  1604k|   0   222 |5411    11k|1.33 1.39 1.36|1.0   0   0|   0     0 |   0     0 | 25  442    0   81   10
Jul 04 10:05:44 ubuntu dstat.sh[86284]: 04-07 10:05:44| 29   4  63   3   0|5700M 1067M  107M 1063M| 528k  521k|   0  1780k|   0   256 |5247  9652 |1.47 1.41 1.37|2.0   0   0|   0     0 |   0     0 | 25  443    0   81   10
Jul 04 10:05:45 ubuntu dstat.sh[86284]: 04-07 10:05:45| 28   4  67   1   0|5700M 1067M  107M 1063M| 406k  396k|   0   939k|   0   131 |3594  5985 |1.47 1.41 1.37|2.0   0   0|   0     0 |   0     0 | 25  443    0   81   10
Jul 04 10:05:46 ubuntu dstat.sh[86284]: 04-07 10:05:46| 31   3  62   2   0|5712M 1054M  107M 1064M| 655k  641k|   0  1512k|   0   203 |4658  8011 |1.47 1.41 1.37|1.0   0 3.0|   0     0 |   0     0 | 25  441    0   80   12
Jul 04 10:05:47 ubuntu dstat.sh[86284]: 04-07 10:05:47| 40   4  53   2   0|5712M 1054M  107M 1064M| 846k  839k|   0  1632k|   0   198 |5835    10k|1.47 1.41 1.37|1.0   0   0|   0     0 |   0     0 | 25  440    0   81   12
Jul 04 10:05:48 ubuntu dstat.sh[86284]: 04-07 10:05:48| 32   3  59   3   0|5712M 1054M  107M 1064M| 599k  592k|   0  2403k|   0   343 |5783  9789 |1.47 1.41 1.37|2.0   0 1.0|   0     0 |   0     0 | 25  441    0   77   12
Jul 04 10:05:49 ubuntu dstat.sh[86284]: 04-07 10:05:49| 33   4  60   2   0|5708M 1058M  107M 1064M| 560k  553k|   0  1325k|   0   170 |4044  6514 |1.43 1.41 1.37|1.0   0 1.0|   0     0 |   0     0 | 25  441    0   79   12
Jul 04 10:05:50 ubuntu dstat.sh[86284]: 04-07 10:05:50| 34   3  61   1   0|5708M 1058M  107M 1064M| 717k  708k|   0  1528k|   0   199 |4616  8003 |1.43 1.41 1.37|1.0   0 2.0|   0     0 |   0     0 | 25  441    0   78   12
Jul 04 10:05:51 ubuntu dstat.sh[86284]: 04-07 10:05:51| 29   2  66   1   0|5708M 1057M  107M 1064M| 540k  533k|   0   487k|   0  57.8 |4145  7932 |1.43 1.41 1.37|2.0   0   0|   0     0 |   0     0 | 25  443    0   79   12
Jul 04 10:05:52 ubuntu dstat.sh[86284]: 04-07 10:05:52| 30   2  66   2   0|5709M 1057M  107M 1064M| 539k  525k| 368k 1297k|15.0   136 |3993  6789 |1.43 1.41 1.37|2.0   0   0|   0     0 |   0     0 | 25  441    0   81   12
Jul 04 10:05:53 ubuntu dstat.sh[86284]: 04-07 10:05:53| 28   4  65   1   0|5709M 1056M  107M 1064M| 413k  404k|   0   915k|   0  97.9 |3318  5309 |1.43 1.41 1.37|1.0   0 1.0|   0     0 |   0     0 | 25  441    0   84   12
Jul 04 10:05:54 ubuntu dstat.sh[86284]: 04-07 10:05:54| 30   2  66   2   0|5709M 1056M  107M 1064M| 439k  431k|   0   920k|   0   128 |3483  5761 |1.40 1.40 1.37|3.0   0   0|   0     0 |   0     0 | 25  441    0   86   12
Jul 04 10:05:55 ubuntu dstat.sh[86284]: 04-07 10:05:55| 31   4  63   1   0|5703M 1062M  107M 1064M| 628k  619k|   0   835k|   0   110 |3687  5813 |1.40 1.40 1.37|  0 1.0 1.0|   0     0 |   0     0 | 25  441    0   88   12
Jul 04 10:05:56 ubuntu dstat.sh[86284]: 04-07 10:05:56| 27   2  64   5   0|5702M 1062M  107M 1065M| 512k  505k|   0    10M|   0   912 |6324  8223 |1.40 1.40 1.37|3.0   0   0|   0     0 |   0     0 | 25  441    0   89   12
Jul 04 10:05:57 ubuntu dstat.sh[86284]: 04-07 10:05:57| 29   4  63   2   0|5703M 1062M  107M 1065M| 482k  472k|   0  1680k|   0   218 |5683    10k|1.40 1.40 1.37|1.0   0   0|   0     0 |   0     0 | 25  440    0   92   12
Jul 04 10:05:58 ubuntu dstat.sh[86284]: 04-07 10:05:58| 29   3  64   3   0|5702M 1062M  107M 1065M| 508k  500k|   0  1697k|   0   244 |5620  9836 |1.40 1.40 1.37|1.0   0   0|   0     0 |   0     0 | 25  441    0   93   12
Jul 04 10:05:59 ubuntu dstat.sh[86284]: 04-07 10:05:59| 29   3  64   2   0|5703M 1062M  107M 1065M| 641k  629k|   0  1513k|   0   219 |4408  7619 |1.44 1.41 1.37|3.0   0   0|   0     0 |   0     0 | 25  441    0   95   12
Jul 04 10:06:00 ubuntu dstat.sh[86284]: 04-07 10:06:00| 31   2  64   1   0|5703M 1061M  107M 1065M| 633k  620k|   0  1324k|   0   162 |4066  6885 |1.44 1.41 1.37|1.0   0 2.0|   0     0 |   0     0 | 25  441    0   96   12
Jul 04 10:06:01 ubuntu dstat.sh[86284]: 04-07 10:06:01| 32   3  63   1   0|5704M 1060M  107M 1065M| 603k  591k|   0   954k|   0   124 |4094  7227 |1.44 1.41 1.37|1.0   0   0|   0     0 |   0     0 | 25  440    0   98   12
Jul 04 10:06:02 ubuntu dstat.sh[86284]: 04-07 10:06:02| 30   4  60   4   0|5703M 1060M  107M 1066M| 534k  526k|  68k 2491k|17.0   369 |5965    11k|1.44 1.41 1.37|1.0   0   0|   0     0 |   0     0 | 25  441    0  100   12
Jul 04 10:06:03 ubuntu dstat.sh[86284]: 04-07 10:06:03| 31   2  64   2   0|5703M 1060M  107M 1066M| 455k  427k|   0  1065k|   0   132 |3754  6071 |1.44 1.41 1.37|1.0   0   0|   0     0 |   0     0 | 25  441    0  101   12
Jul 04 10:06:04 ubuntu dstat.sh[86284]: 04-07 10:06:04| 31   2  66   2   0|5703M 1060M  107M 1066M| 690k  676k|   0  1307k|   0   165 |3857  6681 |1.49 1.42 1.37|1.0   0   0|   0     0 |   0     0 | 25  441    0  101   12
Jul 04 10:06:05 ubuntu dstat.sh[86284]: 04-07 10:06:05| 43   3  52   2   0|5704M 1059M  107M 1066M| 921k  907k|   0  1456k|   0   172 |4477  7500 |1.49 1.42 1.37|1.0   0   0|   0     0 |   0     0 | 25  441    0  108   12
Jul 04 10:06:06 ubuntu dstat.sh[86284]: 04-07 10:06:06| 32   3  64   1   0|5704M 1059M  107M 1066M| 619k  610k|   0  1021k|   0   139 |3781  6101 |1.49 1.42 1.37|2.0   0 1.0|   0     0 |   0     0 | 25  441    0  104   12
Jul 04 10:06:07 ubuntu dstat.sh[86284]: 04-07 10:06:07| 29   2  65   1   0|5704M 1059M  107M 1066M| 458k  452k|   0   695k|   0  86.9 |3202  5226 |1.49 1.42 1.37|1.0   0   0|   0     0 |   0     0 | 25  441    0  105   12
Jul 04 10:06:08 ubuntu dstat.sh[86284]: 04-07 10:06:08| 30   2  66   1   0|5704M 1059M  107M 1066M| 469k  463k|   0   733k|   0  96.1 |3190  5424 |1.49 1.42 1.37|1.0   0 3.0|   0     0 |   0     0 | 25  441    0  107   12
Jul 04 10:06:09 ubuntu dstat.sh[86284]: 04-07 10:06:09| 31   4  61   2   0|5704M 1059M  107M 1067M| 628k  613k|   0  1779k|   0   233 |4962  9236 |1.53 1.43 1.38|1.0   0   0|   0     0 |   0     0 | 25  440    0  111   12
Jul 04 10:06:10 ubuntu dstat.sh[86284]: 04-07 10:06:10| 28   6  65   2   1|5704M 1058M  107M 1067M| 454k  446k|   0  1421k|   0   204 |5259  9790 |1.53 1.43 1.38|2.0   0 2.0|   0     0 |   0     0 | 25  440    0  112   12
Jul 04 10:06:11 ubuntu dstat.sh[86284]: 04-07 10:06:11| 29   3  63   2   0|5704M 1058M  107M 1067M| 535k  528k|   0  1985k|   0   272 |5163  9384 |1.53 1.43 1.38|1.0   0   0|   0     0 |   0     0 | 25  441    0  118   12
Jul 04 10:06:12 ubuntu dstat.sh[86284]: 04-07 10:06:12| 34   4  57   2   0|5704M 1058M  107M 1067M| 673k  663k|   0  1976k|   0   193 |5240  9703 |1.53 1.43 1.38|2.0   0   0|   0     0 |   0     0 | 25  441    0  113   12
Jul 04 10:06:13 ubuntu dstat.sh[86284]: 04-07 10:06:13| 47   8  44   1   0|5706M 1056M  107M 1067M| 386k  377k|4105B 1086k|1.00   122 |3632  5832 |1.53 1.43 1.38|1.0   0 6.0|   0     0 |   0     0 | 25  441    0  115   12
Jul 04 10:06:14 ubuntu dstat.sh[86284]: 04-07 10:06:14| 40   4  54   0   0|5707M 1055M  107M 1067M| 848k  840k|   0  1344k|   0   171 |4884  8636 |1.65 1.46 1.39|2.0   0   0|   0     0 |   0     0 | 25  440    0  114   12
Jul 04 10:06:15 ubuntu dstat.sh[86284]: 04-07 10:06:15| 33   3  61   4   0|5706M 1055M  107M 1068M| 542k  521k|   0  2082k|   0   271 |5793    10k|1.65 1.46 1.39|1.0   0   0|   0     0 |   0     0 | 25  441    0  116   12
Jul 04 10:06:16 ubuntu dstat.sh[86284]: 04-07 10:06:16| 30   3  66   2   0|5706M 1055M  107M 1068M| 665k  649k|   0  1469k|   0   183 |4516  7603 |1.65 1.46 1.39|2.0   0   0|   0     0 |   0     0 | 25  441    0  118   12
Jul 04 10:06:17 ubuntu dstat.sh[86284]: 04-07 10:06:17| 30   2  65   1   1|5706M 1055M  107M 1068M| 444k  439k|   0  1457k|   0   178 |3953  6753 |1.65 1.46 1.39|1.0   0   0|   0     0 |   0     0 | 25  441    0  118   12
Jul 04 10:06:18 ubuntu dstat.sh[86284]: 04-07 10:06:18| 36   4  59   1   0|5707M 1054M  107M 1068M| 770k  762k|   0  1029k|   0   132 |3653  6270 |1.65 1.46 1.39|2.0   0   0|   0     0 |   0     0 | 25  441    0  117   12
Jul 04 10:06:19 ubuntu dstat.sh[86284]: 04-07 10:06:19| 28   3  67   0   0|5712M 1049M  107M 1068M| 495k  487k|   0   744k|   0  86.0 |2985  4804 |1.84 1.50 1.40|1.0   0 1.0|   0     0 |   0     0 | 25  441    0  119   12
Jul 04 10:06:20 ubuntu dstat.sh[86284]: 04-07 10:06:20| 33   3  63   2   0|5712M 1049M  107M 1068M| 554k  539k|   0  1355k|   0   200 |4475  7477 |1.84 1.50 1.40|4.0   0   0|   0     0 |   0     0 | 25  441    0  122   12
Jul 04 10:06:21 ubuntu dstat.sh[86284]: 04-07 10:06:21| 31   4  64   1   0|5712M 1049M  107M 1068M| 646k  629k|   0   820k|   0   112 |3712  5981 |1.84 1.50 1.40|1.0   0 3.0|   0     0 |   0     0 | 25  441    0  124   12
Jul 04 10:06:22 ubuntu dstat.sh[86284]: 04-07 10:06:22| 34   5  60   2   0|5706M 1055M  107M 1068M| 608k  593k|   0  2020k|   0   271 |5432  9501 |1.84 1.50 1.40|1.0   0   0|   0     0 |   0     0 | 25  440    0  129   12
Jul 04 10:06:23 ubuntu dstat.sh[86284]: 04-07 10:06:23| 27   5  65   2   0|5706M 1054M  107M 1069M| 564k  554k|4097B 2168k|1.00   196 |5823    11k|1.84 1.50 1.40|2.0   0   0|   0     0 |   0     0 | 25  442    0  133   12
Jul 04 10:06:24 ubuntu dstat.sh[86284]: 04-07 10:06:24| 29   3  65   2   1|5705M 1054M  107M 1069M| 583k  571k|   0  2058k|   0   280 |5041  8706 |2.01 1.54 1.41|1.0   0   0|   0     0 |   0     0 | 25  441    0  134   12
Jul 04 10:06:25 ubuntu dstat.sh[86284]: 04-07 10:06:25| 29   2  65   2   0|5705M 1054M  107M 1069M| 440k  431k|   0  1217k|   0   153 |3637  5842 |2.01 1.54 1.41|1.0   0   0|   0     0 |   0     0 | 25  441    0  135   12
Jul 04 10:06:26 ubuntu dstat.sh[86284]: 04-07 10:06:26| 33   3  63   2   0|5706M 1054M  108M 1070M| 575k  568k|   0  1135k|   0   160 |4181  6991 |2.01 1.54 1.41|1.0   0   0|   0     0 |   0     0 | 25  441    0  135   12
