-- Logs begin at Thu 2022-06-30 07:07:20 UTC, end at Thu 2022-06-30 09:06:32 UTC. --
Jun 30 08:26:08 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jun 30 08:26:08 ubuntu dstat.sh[20946]: [286B blob data]
Jun 30 08:26:08 ubuntu dstat.sh[20946]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Jun 30 09:02:50 ubuntu dstat.sh[20946]: 30-06 09:02:50| 48   6  45   1   0|5230M 1282M  140M 1293M|  20k 5666B| 340k  292k|22.0  27.0 |4023  6165 |1.71 1.58 1.43|8.0   0  23|   0     0 |python               25984 12%   1B  10k|python2              20993 116k 490B  0%|cinder-backu 568M|   0     0 |  27  384    0  282    0
Jun 30 09:02:51 ubuntu dstat.sh[20946]: 30-06 09:02:51| 36   4  60   0   0|5216M 1297M  140M 1293M|8956B 1674B|   0   476k|   0  43.0 |2788  4298 |1.71 1.58 1.43|2.0   0 9.0|   0     0 |python               25984 16%   1B9764B|python2              20993 115k 460B0.2%|cinder-backu 568M|   0     0 |  27  386    0  278    0
Jun 30 09:02:52 ubuntu dstat.sh[20946]: 30-06 09:02:52| 15   1  84   0   0|5216M 1296M  140M 1293M|  20k 1512B|   0   196k|   0  20.0 |2209  3435 |1.58 1.55 1.43|1.0   0   0|   0     0 |nova-conductor       5484 2.0%   0    0 |python2              20993 116k 445B0.5%|cinder-backu 568M|   0     0 |  27  384    0  281    0
Jun 30 09:02:53 ubuntu dstat.sh[20946]: 30-06 09:02:53| 28   2  70   0   0|5217M 1295M  140M 1293M|7253B 1866B|   0   136k|   0  13.0 |2323  3798 |1.58 1.55 1.43|1.0   0 2.0|   0     0 |python               25984 11%   0 2890B|python2              20993 116k 460B  0%|cinder-backu 568M|   0     0 |  27  388    0  277    0
Jun 30 09:02:54 ubuntu dstat.sh[20946]: 30-06 09:02:54| 31   3  64   1   0|5216M 1295M  140M 1293M|7523B 1620B|   0   556k|   0  69.0 |2959  5041 |1.58 1.55 1.43|1.0 1.0   0|   0     0 |nova-conductor       5479 4.2%   0    0 |python2              20993 117k 464B0.2%|cinder-backu 568M|   0     0 |  27  386    0  284    0
Jun 30 09:02:55 ubuntu dstat.sh[20946]: 30-06 09:02:55| 44   6  49   1   0|5217M 1295M  140M 1294M|9626B 1620B|   0   912k|   0  66.0 |3008  4972 |1.58 1.55 1.43|6.0   0  21|   0     0 |python               25984 22%   1B  13k|python2              20993 115k 471B  0%|cinder-backu 568M|   0     0 |  27  386    0  277    0
Jun 30 09:02:56 ubuntu dstat.sh[20946]: 30-06 09:02:56| 39   3  59   0   0|5217M 1294M  140M 1294M|9977B 1620B|   0   340k|   0  33.0 |3061  4883 |1.58 1.55 1.43|2.0   0   0|   0     0 |python               25984 21%   5B  20k|swift-account-r      24352 182k 330B0.8%|cinder-backu 568M|   0     0 |  27  386    0  284    0
Jun 30 09:02:57 ubuntu dstat.sh[20946]: 30-06 09:02:57| 44   4  52   0   0|5220M 1291M  140M 1294M|  11k 1620B|   0   188k|   0  10.0 |3196  4879 |1.53 1.54 1.42|3.0   0 8.0|   0     0 |python               25984 21%   0 4745B|python2              20993 116k 465B0.2%|cinder-backu 568M|   0     0 |  27  388    0  277    0
Jun 30 09:02:58 ubuntu dstat.sh[20946]: 30-06 09:02:58| 45   9  45   0   0|5240M 1271M  140M 1294M|6703B 1656B|  95k  260k|21.0  15.0 |3155  5392 |1.53 1.54 1.42|5.0   0  45|   0     0 |python               25985 12%   0 7014B|python2              20993 116k 482B  0%|cinder-backu 568M|   0     0 |  28  386    0  279    0
Jun 30 09:02:59 ubuntu dstat.sh[20946]: 30-06 09:02:59| 64  11  24   1   0|5278M 1232M  140M 1294M|  10k 1796B|  19M  212k| 692  18.0 |8635    14k|1.53 1.54 1.42|5.0   0  44|   0     0 |qemu-system-x86      31984 25%   0    0 |python2              20993 114k 491B0.2%|cinder-backu 568M|   0     0 |  28  388    0  261    0
Jun 30 09:03:00 ubuntu dstat.sh[20946]: 30-06 09:03:00| 44   3  51   2   0|5326M 1184M  140M 1294M|  23k 9796B|   0  9392k|   0   722 |3372  4094 |1.53 1.54 1.42|5.0   0   0|   0     0 |qemu-system-x86      31984 25%   0    0 |python2              20993 114k 467B0.2%|cinder-backu 568M|   0     0 |  28  386    0  266    0
Jun 30 09:03:01 ubuntu dstat.sh[20946]: 30-06 09:03:01| 47   8  46   0   0|5346M 1165M  140M 1295M|  11k 1620B|   0   304k|   0  37.0 |3717  5823 |1.53 1.54 1.42|4.0   0 2.0|   0     0 |qemu-system-x86      31984 25%   0    0 |python2              20993 115k 457B0.2%|cinder-backu 568M|   0     0 |  28  389    0  271    0
Jun 30 09:03:02 ubuntu dstat.sh[20946]: 30-06 09:03:02| 39   6  55   0   0|5357M 1153M  140M 1295M|  57k   26k|   0   104k|   0  7.00 |3622  4922 |1.49 1.53 1.42|5.0   0   0|   0     0 |qemu-system-x86      31984 25%   0    0 |python2              20993 116k 461B0.5%|cinder-backu 568M|   0     0 |  28  389    0  272    0
Jun 30 09:03:03 ubuntu dstat.sh[20946]: 30-06 09:03:03| 35   8  57   0   0|5364M 1146M  140M 1295M|  15k 5139B|   0    96k|   0  10.0 |2781  4691 |1.49 1.53 1.42|8.0   0 7.0|   0     0 |qemu-system-x86      31984 25%   0    0 |python2              20993 115k 460B0.2%|cinder-backu 568M|   0     0 |  28  389    0  269    0
Jun 30 09:03:04 ubuntu dstat.sh[20946]: 30-06 09:03:04| 34  10  54   1   0|5360M 1150M  140M 1295M|3199k   65k|3120k  152k| 123  10.0 |6362  5683 |1.49 1.53 1.42|6.0   0  41|   0     0 |qemu-system-x86      31984 25%   0    0 |python2              20993 115k 492B  0%|cinder-backu 568M|   0     0 |  28  387    0  270    0
Jun 30 09:03:05 ubuntu dstat.sh[20946]: 30-06 09:03:05| 42  10  47   0   0|5360M 1150M  140M 1295M|  77k 5784B| 106k  348k|17.0  57.0 |5401  5396 |1.49 1.53 1.42|4.0   0 6.0|   0     0 |qemu-system-x86      31984 26%   0    0 |python2              20993 112k 484B0.2%|cinder-backu 568M|   0     0 |  28  387    0  249    0
Jun 30 09:03:06 ubuntu dstat.sh[20946]: 30-06 09:03:06| 55  10  34   1   0|5361M 1149M  141M 1295M| 206k   24k| 189k 1283k|48.0  85.0 |4396  5795 |1.49 1.53 1.42|5.0   0 5.0|   0     0 |qemu-system-x86      31984 26%   0    0 |python2              20993 112k 488B  0%|cinder-backu 568M|   0     0 |  28  388    0  250    0
Jun 30 09:03:07 ubuntu dstat.sh[20946]: 30-06 09:03:07| 56  11  33   0   0|5363M 1147M  141M 1295M|  23k 9042B| 408k  410k|68.0  93.0 |5827  6386 |1.69 1.57 1.44|9.0   0 1.0|   0     0 |qemu-system-x86      31984 25%   0    0 |python2              20993 111k 484B0.2%|cinder-backu 568M|   0     0 |  28  388    0  245    0
Jun 30 09:03:08 ubuntu dstat.sh[20946]: 30-06 09:03:08| 49  13  37   1   0|5363M 1147M  141M 1295M| 113k  140k| 744k 9928k|88.0   134 |5892  6050 |1.69 1.57 1.44|5.0   0  18|   0     0 |qemu-system-x86      31984 26%   0    0 |python2              20993 111k 493B0.2%|cinder-backu 568M|   0     0 |  28  387    0  247    0
Jun 30 09:03:09 ubuntu dstat.sh[20946]: 30-06 09:03:09| 38   6  55   1   0|5368M 1142M  141M 1295M|  13k 2340B|  13k 9957k|4.00   118 |3133  4394 |1.69 1.57 1.44|4.0   0 7.0|   0     0 |qemu-system-x86      31984 30%   0    0 |python2              20993 110k 490B0.5%|cinder-backu 568M|   0     0 |  28  387    0  240    0
Jun 30 09:03:10 ubuntu dstat.sh[20946]: 30-06 09:03:10| 40   9  48   2   0|5367M 1143M  141M 1295M| 141k 5256B| 337k 9071k|20.0   413 |4836  6129 |1.69 1.57 1.44|4.0   0  17|   0     0 |qemu-system-x86      31984 26%   0    0 |python2              20993 112k 489B  0%|cinder-backu 568M|   0     0 |  28  389    0  246    0
Jun 30 09:03:11 ubuntu dstat.sh[20946]: 30-06 09:03:11| 40  11  49   0   0|5367M 1142M  141M 1295M|  41k   12k| 192k  209k|28.0  20.0 |4297  5644 |1.69 1.57 1.44|5.0   0   0|   0     0 |qemu-system-x86      31984 25%   0    0 |python2              20993 109k 475B0.5%|cinder-backu 568M|   0     0 |  28  388    0  227    0
Jun 30 09:03:12 ubuntu dstat.sh[20946]: 30-06 09:03:12| 41  10  49   0   0|5365M 1144M  141M 1295M|  26k   11k|   -    49k|   -  4.00 |3878  5316 |1.79 1.60 1.45|3.0   0  24|   0     0 |qemu-system-x86      31984 26%   0    0 |python2              20993 109k 490B  0%|cinder-backu 568M|   0     0 |  28  389    0  230    0
Jun 30 09:03:13 ubuntu dstat.sh[20946]: 30-06 09:03:13| 40  11  48   1   0|5365M 1145M  141M 1295M|  37k   16k| 556k  884k|37.0  58.0 |3999  4947 |1.79 1.60 1.45|6.0   0 2.0|   0     0 |qemu-system-x86      31984 26%   0    0 |python2              20993 108k 491B0.5%|cinder-backu 568M|   0     0 |  28  386    0  228    0
Jun 30 09:03:14 ubuntu dstat.sh[20946]: 30-06 09:03:14| 44  11  46   0   0|5368M 1141M  141M 1296M|  13k 3427B|2048B  192k|2.00  17.0 |3644  5016 |1.79 1.60 1.45|8.0   0   0|   0     0 |qemu-system-x86      31984 26%   0    0 |python2              20993 109k 471B0.2%|cinder-backu 568M|   0     0 |  28  387    0  234    0
Jun 30 09:03:15 ubuntu dstat.sh[20946]: 30-06 09:03:15| 34   8  56   1   0|5368M 1141M  141M 1296M|  43k   19k|  17k 1300k|5.00  70.0 |3582  5293 |1.79 1.60 1.45|3.0   0   0|   0     0 |qemu-system-x86      319848.5%   0    0 |python2              20993 111k 483B  0%|cinder-backu 568M|   0     0 |  28  397    0  233    0
Jun 30 09:03:16 ubuntu dstat.sh[20946]: 30-06 09:03:16| 51   8  40   0   0|5229M 1280M  141M 1296M|  19k 3773B|   0   640k|   0  53.0 |4330  6908 |1.79 1.60 1.45|3.0   0  38|   0     0 |python               259858.5%   1B  11k|swift-container      24349 267k1306B0.8%|cinder-backu 568M|   0     0 |  27  396    0  242    0
Jun 30 09:03:17 ubuntu dstat.sh[20946]: 30-06 09:03:17| 35   2  62   0   0|5228M 1280M  141M 1297M|9587B 1620B|   0   576k|   0  64.0 |2934  4680 |1.73 1.59 1.44|5.0   0   0|   0     0 |python               25984 15%   1B9095B|python2              20993 109k 454B0.2%|cinder-backu 568M|   0     0 |  27  396    0  228    0
Jun 30 09:03:18 ubuntu dstat.sh[20946]: 30-06 09:03:18| 14   2  84   0   0|5228M 1280M  141M 1297M|  11k 1858B|   0    68k|   0  4.00 |1898  2999 |1.73 1.59 1.44|3.0   0   0|   0     0 |python               259844.0% 456B 539B|swift-container      24343 311k1303B1.5%|cinder-backu 568M|   0     0 |  27  400    0  237    0
Jun 30 09:03:19 ubuntu dstat.sh[20946]: 30-06 09:03:19| 27   2  71   0   0|5228M 1280M  141M 1297M|  16k 1620B|   0    44k|   0  3.00 |2057  3378 |1.73 1.59 1.44|5.0   0   0|   0     0 |python               25984 23%   0 2562B|python2              20993 111k 449B0.2%|cinder-backu 568M|   0     0 |  27  400    0  228    0
Jun 30 09:03:20 ubuntu dstat.sh[20946]: 30-06 09:03:20| 29   2  68   1   0|5228M 1280M  141M 1297M|  12k 1620B|   0   140k|   0  14.0 |2147  3395 |1.73 1.59 1.44| 12   0   0|   0     0 |python               25984 22% 459B8678B|python2              20993 110k 459B0.2%|cinder-backu 568M|   0     0 |  27  400    0  233    0
Jun 30 09:03:21 ubuntu dstat.sh[20946]: 30-06 09:03:21| 33   3  64   0   0|5244M 1263M  141M 1298M|  10k 1512B|5248k  260k|41.0  26.0 |2550  3847 |1.73 1.59 1.44|2.0   0 3.0|   0     0 |python               25985 16% 457B  10k|swift-object-au      322225569k  38k1.2%|cinder-backu 568M|   0     0 |  27  403    1  234    0
Jun 30 09:03:22 ubuntu dstat.sh[20946]: 30-06 09:03:22| 31   3  65   0   0|5244M 1263M  141M 1298M|9276B 1566B|9728k  236k|76.0  28.0 |2961  4813 |1.75 1.59 1.45|4.0   0   0|   0     0 |python               25985 22% 457B5785B|swift-object-au      322229728k   0 1.2%|cinder-backu 568M|   0     0 |  27  402    0  234    0
Jun 30 09:03:23 ubuntu dstat.sh[20946]: 30-06 09:03:23| 32   2  65   0   0|5248M 1260M  141M 1297M|7004B 1620B| 980k  156k|8.00  15.0 |2212  3673 |1.75 1.59 1.45|5.0   0 3.0|   0     0 |python               25985 23% 458B6700B|swift-object-au      32222 725k 792B0.8%|cinder-backu 568M|   0     0 |  27  402    0  236    0
Jun 30 09:03:24 ubuntu dstat.sh[20946]: 30-06 09:03:24| 32   3  65   0   0|5243M 1265M  141M 1297M|6126B 1620B|   0   376k|   0  53.0 |2480  4269 |1.75 1.59 1.45|1.0   0 1.0|   0     0 |python               25985 16% 457B5416B|python2              20993 110k 460B0.2%|cinder-backu 568M|   0     0 |  27  402    0  229    0
Jun 30 09:03:25 ubuntu dstat.sh[20946]: 30-06 09:03:25| 30   2  67   1   0|5244M 1263M  141M 1297M|  19k 1620B|   0   752k|   0  69.0 |2974  5602 |1.75 1.59 1.45|7.0   0   0|   0     0 |python               25985 14% 915B  15k|python2              20993 112k 465B0.2%|cinder-backu 568M|   0     0 |  27  404    0  238    0
Jun 30 09:03:26 ubuntu dstat.sh[20946]: 30-06 09:03:26| 31   3  66   1   0|5244M 1263M  141M 1297M|8597B 1620B|   0   544k|   0  64.0 |3631  6292 |1.75 1.59 1.45|3.0   0   0|   0     0 |uwsgi                231009.2%5060B  23k|swift-account-r      24352 182k 328B0.5%|cinder-backu 568M|   0     0 |  27  404    0  254    0
Jun 30 09:03:27 ubuntu dstat.sh[20946]: 30-06 09:03:27| 34   3  62   0   0|5244M 1263M  141M 1298M|  10k 1620B|   0   316k|   0  31.0 |3061  5624 |1.69 1.58 1.44|3.0   0   0|   0     0 |python               25984 19% 458B  16k|python2              20993 115k 459B0.2%|cinder-backu 568M|   0     0 |  27  404    0  258    0
Jun 30 09:03:28 ubuntu dstat.sh[20946]: 30-06 09:03:28| 31   2  67   0   0|5244M 1263M  141M 1298M|6557B 1620B|   0   156k|   0  15.0 |2394  3862 |1.69 1.58 1.44|3.0   0   0|   0     0 |python               25985 18% 456B5906B|python2              20993 113k 454B0.2%|cinder-backu 568M|   0     0 |  27  404    0  245    0
Jun 30 09:03:29 ubuntu dstat.sh[20946]: 30-06 09:03:29| 30   2  68   0   0|5244M 1262M  141M 1298M|9425B 1650B|4096B  256k|1.00  27.0 |2514  3891 |1.69 1.58 1.44|3.0   0   0|   0     0 |python               25985 19% 684B  14k|python2              20993 114k 469B0.2%|cinder-backu 568M|   0     0 |  27  404    0  249    0
Jun 30 09:03:30 ubuntu dstat.sh[20946]: 30-06 09:03:30| 31   3  66   0   0|5236M 1271M  141M 1298M|  11k 1674B|   0   188k|   0  22.0 |2364  3778 |1.69 1.58 1.44|3.0   0   0|   0     0 |python               25984 23%   1B7869B|swift-object-au      24345  16M  39k  0%|cinder-backu 568M|   0     0 |  27  404    0  237    0
Jun 30 09:03:31 ubuntu dstat.sh[20946]: 30-06 09:03:31| 34   2  62   3   0|5236M 1270M  141M 1298M|9300B 1620B|   0  7388k|   0   693 |3606  3741 |1.69 1.58 1.44|4.0   0   0|   0     0 |python               25984 23%   2B  14k|python2              20993 112k 462B0.5%|cinder-backu 568M|   0     0 |  27  404    0  237    0
Jun 30 09:03:32 ubuntu dstat.sh[20946]: 30-06 09:03:32| 32   2  66   0   0|5237M 1270M  141M 1298M|  20k 1512B|   0   136k|   0  10.0 |2298  3438 |1.64 1.57 1.44| 12   0   0|   0     0 |python               25984 24%   3B  11k|python2              20993 111k 456B  0%|cinder-backu 568M|   0     0 |  27  404    0  229    0
Jun 30 09:03:33 ubuntu dstat.sh[20946]: 30-06 09:03:33| 28   3  68   0   0|5237M 1269M  141M 1298M|9013B 1566B|   0   208k|   0  18.0 |2700  4663 |1.64 1.57 1.44|2.0   0 2.0|   0     0 |uwsgi                23101 12%6906B  21k|python2              20993 112k 464B0.2%|cinder-backu 568M|   0     0 |  27  404    0  240    0
Jun 30 09:03:34 ubuntu dstat.sh[20946]: 30-06 09:03:34| 31   2  66   0   0|5237M 1269M  141M 1298M|  12k 1620B|   0   396k|   0  48.0 |2424  4154 |1.64 1.57 1.44|3.0   0   0|   0     0 |python               25985 22% 459B  22k|python2              20993 112k 455B  0%|cinder-backu 568M|   0     0 |  27  404    0  238    0
Jun 30 09:03:35 ubuntu dstat.sh[20946]: 30-06 09:03:35| 28   2  70   0   0|5237M 1269M  141M 1298M|  14k 1662B|   0    64k|   0  6.00 |2079  3368 |1.64 1.57 1.44|4.0   0   0|   0     0 |python               25985 23%   0 4111B|python2              20993 112k 457B0.5%|cinder-backu 568M|   0     0 |  27  404    0  238    0
Jun 30 09:03:36 ubuntu dstat.sh[20946]: 30-06 09:03:36| 31   2  68   0   0|5239M 1267M  141M 1298M|  17k 1620B|   0   748k|   0  96.0 |2548  3798 |1.64 1.57 1.44|4.0   0   0|   0     0 |python               25985 16% 684B  13k|python2              20993 112k 455B0.2%|cinder-backu 568M|   0     0 |  27  404    0  240    0
Jun 30 09:03:37 ubuntu dstat.sh[20946]: 30-06 09:03:37| 30   5  64   1   0|5239M 1267M  141M 1298M|  20k 1620B|  80k  856k|20.0   173 |2938  5086 |1.75 1.60 1.45|1.0   0   0|   0     0 |python               25984 23%   1B7384B|python2              20993 112k 483B  0%|cinder-backu 568M|   0     0 |  27  404    0  240    0
Jun 30 09:03:38 ubuntu dstat.sh[20946]: 30-06 09:03:38| 47   2  50   0   0|5239M 1266M  141M 1298M|  15k 1620B|   0   196k|   0  18.0 |2874  4436 |1.75 1.60 1.45|5.0   0   0|   0     0 |python               25984 22%   2B  11k|python2              20993 110k 455B0.5%|cinder-backu 568M|   0     0 |  27  404    0  228    0
Jun 30 09:03:39 ubuntu dstat.sh[20946]: 30-06 09:03:39| 29   3  68   0   0|5240M 1266M  141M 1299M|  11k 1828B|   0     0 |   0     0 |2270  3783 |1.75 1.60 1.45|1.0   0   0|   0     0 |python               25984 20% 457B3620B|python2              20993 111k 437B0.2%|cinder-backu 568M|   0     0 |  27  404    0  231    0
Jun 30 09:03:40 ubuntu dstat.sh[20946]: 30-06 09:03:40| 30   2  68   0   0|5240M 1266M  141M 1299M|  12k 1674B|   0   192k|   0  21.0 |2279  3474 |1.75 1.60 1.45|6.0   0   0|   0     0 |python               25984 21%   2B7387B|python2              20993 110k 459B  0%|cinder-backu 568M|   0     0 |  27  404    0  224    0
Jun 30 09:03:41 ubuntu dstat.sh[20946]: 30-06 09:03:41| 30   2  67   1   0|5240M 1264M  141M 1301M|  14k 1620B|   0  2816k|   0  74.0 |2544  4050 |1.75 1.60 1.45|5.0   0   0|   0     0 |python               25985 15% 457B4992B|python2              20993 111k 454B0.2%|cinder-backu 568M|   0     0 |  27  404    0  229    0
Jun 30 09:03:42 ubuntu dstat.sh[20946]: 30-06 09:03:42| 33   3  64   0   0|5240M 1264M  141M 1301M|  19k 1512B|   0   260k|   0  22.0 |2479  3792 |1.69 1.59 1.45|3.0   0   0|   0     0 |python               25985 15%   2B  11k|python2              20993 111k 459B0.2%|cinder-backu 568M|   0     0 |  27  404    0  230    0
Jun 30 09:03:43 ubuntu dstat.sh[20946]: 30-06 09:03:43| 29   2  69   0   0|5240M 1263M  141M 1301M|  10k 1620B|   0   120k|   0  15.0 |2250  3655 |1.69 1.59 1.45|2.0   0 2.0|   0     0 |python               25984 23%   1B5782B|python2              20993 111k 461B0.5%|cinder-backu 568M|   0     0 |  27  404    0  230    0
Jun 30 09:03:44 ubuntu dstat.sh[20946]: 30-06 09:03:44| 31   2  67   0   0|5240M 1263M  141M 1301M|9705B 1566B|4096B  956k|1.00  72.0 |2108  3260 |1.69 1.59 1.45|6.0   0   0|   0     0 |python               25984 23% 914B6072B|python2              20993 111k 469B0.2%|cinder-backu 568M|   0     0 |  27  404    0  231    0
Jun 30 09:03:45 ubuntu dstat.sh[20946]: 30-06 09:03:45| 29   1  69   0   0|5240M 1263M  141M 1301M|  17k 1620B|   0   132k|   0  12.0 |2112  3309 |1.69 1.59 1.45|3.0   0   0|   0     0 |python               25984 22% 458B  12k|python2              20993 111k 459B  0%|cinder-backu 568M|   0     0 |  27  405    1  233    0
Jun 30 09:03:46 ubuntu dstat.sh[20946]: 30-06 09:03:46| 31   4  62   2   0|5240M 1263M  141M 1301M|  11k 1566B|   0  3592k|   0   251 |3741  5676 |1.69 1.59 1.45|5.0   0   0|   0     0 |uwsgi                231016.5%2484B  11k|swift-container      24349 267k1303B0.8%|cinder-backu 568M|   0     0 |  27  404    0  237    0
Jun 30 09:03:47 ubuntu dstat.sh[20946]: 30-06 09:03:47| 27   4  69   1   0|5240M 1263M  141M 1301M|9198B 1674B|   0   496k|   0  62.0 |3179  5342 |1.63 1.58 1.45|3.0   0   0|   0     0 |uwsgi                231009.0%6177B  27k|python2              20993 113k 460B0.2%|cinder-backu 568M|   0     0 |  27  406    0  248    0
Jun 30 09:03:48 ubuntu dstat.sh[20946]: 30-06 09:03:48| 30   3  65   1   0|5240M 1262M  141M 1302M|  12k 1660B|4096B 2772k|1.00  68.0 |2765  4435 |1.63 1.58 1.45|6.0   0   0|   0     0 |python               25985 19%   2B  17k|swift-container      24343 311k1301B1.2%|cinder-backu 568M|   0     0 |  27  404    0  246    0
Jun 30 09:03:49 ubuntu dstat.sh[20946]: 30-06 09:03:49| 29   3  68   0   0|5240M 1262M  141M 1302M|8145B 1674B|   0   148k|   0  15.0 |2226  3628 |1.63 1.58 1.45|1.0   0   0|   0     0 |python               25985 22% 457B9979B|python2              20993 113k 454B0.2%|cinder-backu 568M|   0     0 |  27  404    0  248    0
Jun 30 09:03:50 ubuntu dstat.sh[20946]: 30-06 09:03:50| 29   3  68   0   0|5240M 1262M  141M 1302M|  12k 1620B|   0   260k|   0  27.0 |2481  3882 |1.63 1.58 1.45|4.0   0   0|   0     0 |python               25985 22%1140B  13k|python2              20993 112k 459B  0%|cinder-backu 568M|   0     0 |  27  404    0  241    0
Jun 30 09:03:51 ubuntu dstat.sh[20946]: 30-06 09:03:51| 29   2  68   0   0|5240M 1262M  141M 1302M|7438B 1566B|   0   976k|   0  51.0 |2427  3796 |1.63 1.58 1.45|3.0   0   0|   0     0 |python               25985 22%   1B8938B|python2              20993 112k 458B0.5%|cinder-backu 568M|   0     0 |  27  404    0  241    0
Jun 30 09:03:52 ubuntu dstat.sh[20946]: 30-06 09:03:52| 49   2  49   0   0|5240M 1262M  141M 1302M|  16k 1566B|   0   212k|   0  21.0 |2898  4162 |1.66 1.59 1.45|2.0   0   0|   0     0 |python               25985 22%   2B9984B|python2              20993 111k 455B0.2%|cinder-backu 568M|   0     0 |  27  404    0  235    0
Jun 30 09:03:53 ubuntu dstat.sh[20946]: 30-06 09:03:53| 31   2  67   0   0|5241M 1261M  141M 1302M|7259B 1858B|   0     0 |   0     0 |2344  3805 |1.66 1.59 1.45|3.0   0 2.0|   0     0 |python               25984 17% 456B2678B|python2              20993 112k 458B0.2%|cinder-backu 568M|   0     0 |  27  404    0  238    0
Jun 30 09:03:54 ubuntu dstat.sh[20946]: 30-06 09:03:54| 33   1  66   0   0|5247M 1255M  141M 1302M|8566B 1566B|   0   228k|   0  22.0 |2240  3497 |1.66 1.59 1.45|2.0   0   0|   0     0 |python               25984 18%   2B6512B|python2              20993 110k 454B  0%|cinder-backu 568M|   0     0 |  27  404    0  225    0
Jun 30 09:03:55 ubuntu dstat.sh[20946]: 30-06 09:03:55| 29   3  67   0   0|5249M 1253M  141M 1302M|7700B 1620B|   0   248k|   0  27.0 |2464  3823 |1.66 1.59 1.45|2.0   0   0|   0     0 |python               25985 15% 458B6622B|python2              20993 110k 454B0.5%|cinder-backu 568M|   0     0 |  27  404    0  229    0
Jun 30 09:03:56 ubuntu dstat.sh[20946]: 30-06 09:03:56| 34   3  63   0   0|5249M 1253M  141M 1302M|7944B 1620B|   0   508k|   0  63.0 |3071  4861 |1.66 1.59 1.45|3.0   0   0|   0     0 |python               25984 16% 915B  15k|swift-account-r      24352 182k 329B1.0%|cinder-backu 568M|   0     0 |  27  404    0  235    0
Jun 30 09:03:57 ubuntu dstat.sh[20946]: 30-06 09:03:57| 29   5  66   0   0|5241M 1261M  141M 1302M|  18k 1620B|   0   248k|   0  23.0 |3156  5219 |1.69 1.59 1.45|3.0   0   0|   0     0 |uwsgi                23101 11%6532B  26k|python2              20993 113k 451B0.2%|cinder-backu 568M|   0     0 |  27  404    0  246    0
Jun 30 09:03:58 ubuntu dstat.sh[20946]: 30-06 09:03:58| 42   7  50   0   0|5275M 1226M  141M 1303M|6974B 1620B|8192B  459k|2.00  52.0 |2442  3957 |1.69 1.59 1.45|4.0   0 6.0|   0     0 |python               25984 21%   3B  16k|swift-container      24346  97k  33k0.5%|cinder-backu 568M|   0     0 |  27  404    0  246    0
Jun 30 09:03:59 ubuntu dstat.sh[20946]: 30-06 09:03:59| 31   2  66   0   0|5241M 1260M  141M 1303M|  11k 1566B|   0   228k|   0  21.0 |2398  3702 |1.69 1.59 1.45| 16   0   0|   0     0 |python               25985 23%   1B7465B|python2              20993 113k 456B0.2%|cinder-backu 568M|   0     0 |  27  404    0  246    0
Jun 30 09:04:00 ubuntu dstat.sh[20946]: 30-06 09:04:00| 31   3  66   0   0|5241M 1260M  141M 1303M|8240B 1674B|   0   240k|   0  24.0 |2389  3896 |1.69 1.59 1.45|3.0   0   0|   0     0 |python               25985 15% 685B  11k|python2              20993 112k 454B0.2%|cinder-backu 568M|   0     0 |  27  404    0  241    0
Jun 30 09:04:01 ubuntu dstat.sh[20946]: 30-06 09:04:01| 29   2  66   2   0|5241M 1260M  141M 1303M|8374B 1620B|   0  6516k|   0   613 |3484  3904 |1.69 1.59 1.45|2.0   0   0|   0     0 |python               25985 23%   1B8426B|python2              20993 112k 466B0.2%|cinder-backu 568M|   0     0 |  27  404    0  241    0
Jun 30 09:04:02 ubuntu dstat.sh[20946]: 30-06 09:04:02| 50   4  46   0   0|5242M 1259M  141M 1303M|  12k 1512B|   0   268k|   0  22.0 |3110  4936 |1.71 1.60 1.46|2.0   0   0|   0     0 |python               25984 20%   2B  16k|python2              20993 112k 455B0.2%|cinder-backu 568M|   0     0 |  27  404    0  242    0
Jun 30 09:04:03 ubuntu dstat.sh[20946]: 30-06 09:04:03| 28   3  69   1   0|5242M 1259M  141M 1303M|8187B 1620B|   0   344k|   0  36.0 |2964  5267 |1.71 1.60 1.46|5.0   0 2.0|   0     0 |uwsgi                231007.8%5620B  20k|python2              20993 112k 470B0.2%|cinder-backu 568M|   0     0 |  27  404    0  242    0
Jun 30 09:04:04 ubuntu dstat.sh[20946]: 30-06 09:04:04| 31   2  66   0   0|5242M 1259M  141M 1303M|  12k 1620B|   0   368k|   0  45.0 |2308  3681 |1.71 1.60 1.46|2.0   0   0|   0     0 |python               25985 23% 458B  14k|python2              20993 113k 459B  0%|cinder-backu 568M|   0     0 |  27  404    0  244    0
Jun 30 09:04:05 ubuntu dstat.sh[20946]: 30-06 09:04:05| 29   3  68   0   0|5242M 1258M  141M 1304M|  16k 1620B|   0  2028k|   0  23.0 |2268  3496 |1.71 1.60 1.46|8.0   0   0|   0     0 |python               25985 23% 227B  10k|python2              20993 112k 466B0.5%|cinder-backu 568M|   0     0 |  27  404    0  241    0
