-- Logs begin at Tue 2022-05-10 20:07:36 UTC, end at Tue 2022-05-10 21:13:07 UTC. --
May 10 20:52:18 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
May 10 20:52:19 ubuntu dstat.sh[71205]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
May 10 20:52:19 ubuntu dstat.sh[71205]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 10 21:08:57 ubuntu dstat.sh[71205]: 10-05 21:08:57| 28   3  64   3   0|5809M  268M  203M 1606M| 506k  491k|   0  1508k|   0   203 |4863  8725 |2.27 2.00 1.60|1.0   0   0|   0     0 |   0     0 | 25  290    0  118    0
May 10 21:08:58 ubuntu dstat.sh[71205]: 10-05 21:08:58| 29   3  64   3   0|5809M  268M  203M 1606M| 502k  485k|   0  1659k|   0   230 |5337  9328 |2.27 2.00 1.60|1.0   0   0|   0     0 |   0     0 | 25  289    0  121    0
May 10 21:08:59 ubuntu dstat.sh[71205]: 10-05 21:08:59| 26   4  68   2   0|5811M  266M  203M 1607M| 528k  513k|   0   882k|   0  98.3 |4722  8269 |2.27 2.00 1.60|3.0   0   0|   0     0 |   0     0 | 25  289    0  117    0
May 10 21:09:00 ubuntu dstat.sh[71205]: 10-05 21:09:00| 22   6  70   2   0|5820M  256M  203M 1607M| 396k  381k|   0  1567k|   0   206 |4424  8015 |2.17 1.99 1.60|  0   0 4.0|   0     0 |   0     0 | 25  288    0  118    0
May 10 21:09:01 ubuntu dstat.sh[71205]: 10-05 21:09:01| 19   4  77   1   1|5847M  229M  203M 1607M| 257k  238k|   0   763k|   0  72.2 |3285  5452 |2.17 1.99 1.60|2.0   0   0|   0     0 |   0     0 | 25  289    0  117    0
May 10 21:09:02 ubuntu dstat.sh[71205]: 10-05 21:09:02| 32   6  59   3   0|5814M  262M  203M 1607M| 623k  604k|   0  1589k|   0   200 |5713    12k|2.17 1.99 1.60|2.0   0  34|   0     0 |   0     0 | 25  290    0  123    0
May 10 21:09:03 ubuntu dstat.sh[71205]: 10-05 21:09:03| 27   3  64   4   0|5815M  261M  203M 1608M| 497k  483k|   0  1628k|   0   229 |5279  9271 |2.17 1.99 1.60|1.0   0   0|   0     0 |   0     0 | 25  289    0  121    0
May 10 21:09:04 ubuntu dstat.sh[71205]: 10-05 21:09:04| 25   6  66   2   0|5816M  259M  203M 1608M| 558k  529k|   0  1009k|   0   117 |5212  9033 |2.17 1.99 1.60|1.0   0   0|   0     0 |   0     0 | 25  289    0  123    0
May 10 21:09:05 ubuntu dstat.sh[71205]: 10-05 21:09:05| 23   5  65   7   0|5816M  259M  203M 1608M| 594k  580k|   0  6953k|   0   734 |5371  8364 |2.07 1.97 1.60|  0 2.0   0|   0     0 |   0     0 | 25  289    0  119    0
May 10 21:09:06 ubuntu dstat.sh[71205]: 10-05 21:09:06| 26   4  63   7   0|5820M  255M  203M 1608M| 468k  454k|   0  9014k|   0  1046 |5852  8883 |2.07 1.97 1.60|1.0   0 2.0|   0     0 |   0     0 | 25  290    0  122    0
May 10 21:09:07 ubuntu dstat.sh[71205]: 10-05 21:09:07| 27   4  66   2   1|5820M  255M  203M 1608M| 539k  523k|4088B 1202k|1.00   141 |5024  9056 |2.07 1.97 1.60|1.0 1.0   0|   0     0 |   0     0 | 25  289    0  119    0
May 10 21:09:08 ubuntu dstat.sh[71205]: 10-05 21:09:08| 29   4  66   2   0|5820M  254M  203M 1609M| 652k  637k|   0  1078k|   0   125 |4846  9117 |2.07 1.97 1.60|1.0   0   0|   0     0 |   0     0 | 25  288    0  119    0
May 10 21:09:09 ubuntu dstat.sh[71205]: 10-05 21:09:09| 33   5  57   4   0|5821M  245M  204M 1616M| 732k  706k| 124k 4820k|2.00   658 |7103    13k|2.07 1.97 1.60|4.0   0 3.0|   0     0 |   0     0 | 25  289    0  120    0
May 10 21:09:10 ubuntu dstat.sh[71205]: 10-05 21:09:10| 26   4  66   3   0|5822M  244M  204M 1616M| 581k  568k|   0  1085k|   0   127 |5420  9504 |1.99 1.95 1.59|2.0   0   0|   0     0 |   0     0 | 25  289    0  121    0
May 10 21:09:11 ubuntu dstat.sh[71205]: 10-05 21:09:11| 25   5  68   1   0|5823M  242M  204M 1617M| 644k  631k|   0  1024k|   0   117 |4888  8670 |1.99 1.95 1.59|1.0   0   0|   0     0 |   0     0 | 25  290    0  116    0
May 10 21:09:12 ubuntu dstat.sh[71205]: 10-05 21:09:12| 28   3  64   4   0|5823M  242M  204M 1617M| 540k  523k|   0  1608k|   0   244 |5261  9439 |1.99 1.95 1.59|1.0   0   0|   0     0 |   0     0 | 25  289    0  120    0
May 10 21:09:13 ubuntu dstat.sh[71205]: 10-05 21:09:13| 29   3  63   3   0|5823M  242M  204M 1617M| 606k  582k|   0  1693k|   0   232 |5788  9906 |1.99 1.95 1.59|2.0   0   0|   0     0 |   0     0 | 25  290    0  118    0
May 10 21:09:14 ubuntu dstat.sh[71205]: 10-05 21:09:14| 27   3  67   2   0|5823M  241M  204M 1617M| 453k  434k|   0  1193k|   0   172 |5134  8709 |1.99 1.95 1.59|2.0   0   0|   0     0 |   0     0 | 25  290    0  119    0
May 10 21:09:15 ubuntu dstat.sh[71205]: 10-05 21:09:15| 30   3  64   3   0|5825M  239M  204M 1618M| 668k  651k|   0  1493k|   0   218 |5139  8775 |2.07 1.97 1.60|1.0   0   0|   0     0 |   0     0 | 25  289    0  124    0
May 10 21:09:16 ubuntu dstat.sh[71205]: 10-05 21:09:16| 28   4  63   5   0|5826M  237M  204M 1618M| 622k  606k|   0  1801k|   0   249 |4941  8770 |2.07 1.97 1.60|2.0   0 2.0|   0     0 |   0     0 | 25  288    0  127    0
May 10 21:09:17 ubuntu dstat.sh[71205]: 10-05 21:09:17| 38   6  52   2   0|5829M  235M  204M 1618M| 837k  819k|   0  2067k|   0   199 |4852  8421 |2.07 1.97 1.60| 10   0  15|   0     0 |   0     0 | 25  288    0  121    0
May 10 21:09:18 ubuntu dstat.sh[71205]: 10-05 21:09:18| 40   4  53   1   0|5831M  232M  204M 1619M| 860k  843k|   0  1354k|   0   126 |4551  8018 |2.07 1.97 1.60|4.0   0 9.0|   0     0 |   0     0 | 25  289    0  124    0
May 10 21:09:19 ubuntu dstat.sh[71205]: 10-05 21:09:19| 35   6  59   1   0|5836M  226M  204M 1619M| 258k  243k|   0  1071k|   0  66.0 |3067  5592 |2.07 1.97 1.60|2.0   0  25|   0     0 |   0     0 | 25  289    0  118    0
May 10 21:09:20 ubuntu dstat.sh[71205]: 10-05 21:09:20| 29  13  57   1   1|5849M  211M  204M 1620M| 300k  285k| 352k 1003k|25.1  85.2 |6161    10k|2.06 1.97 1.60|2.0   0  12|   0     0 |   0     0 | 26  289    0  118    0
May 10 21:09:21 ubuntu dstat.sh[71205]: 10-05 21:09:21| 37   5  49   8   0|5870M  190M  204M 1620M| 364k  339k|  15M  787k| 572  81.9 |7305    14k|2.06 1.97 1.60|3.0   0   0|   0     0 |   0     0 | 26  290    0  118    0
May 10 21:09:22 ubuntu dstat.sh[71205]: 10-05 21:09:22| 40   3  53   3   0|5935M  126M  204M 1620M| 268k  249k|3651k 1012k| 119   142 |4305  7294 |2.06 1.97 1.60|1.0   0   0|   0     0 |   0     0 | 26  289    0  115    0
May 10 21:09:23 ubuntu dstat.sh[71205]: 10-05 21:09:23| 42   5  52   0   0|5845M  232M  204M 1605M| 418k  398k|   0   782k|   0  94.8 |4094    10k|2.06 1.97 1.60|4.0   0  12|   0     0 |   0     0 | 25  290    0  115    0
May 10 21:09:24 ubuntu dstat.sh[71205]: 10-05 21:09:24| 34   5  59   3   0|5842M  235M  204M 1605M| 560k  528k|4111B 1289k|1.00   141 |4231  7202 |2.06 1.97 1.60|1.0   0  15|   0     0 |   0     0 | 25  289    0  115    0
May 10 21:09:25 ubuntu dstat.sh[71205]: 10-05 21:09:25| 13   2  82   1   0|5842M  236M  204M 1605M| 243k  228k|   0   650k|   0  80.7 |3091  5236 |1.98 1.96 1.60|3.0   0   0|   0     0 |   0     0 | 25  289    0  115    0
May 10 21:09:26 ubuntu dstat.sh[71205]: 10-05 21:09:26| 15   2  79   3   0|5842M  235M  204M 1605M| 215k  200k|   0  1004k|   0   113 |3285  5705 |1.98 1.96 1.60|1.0   0 2.0|   0     0 |   0     0 | 25  289    0  113    0
May 10 21:09:27 ubuntu dstat.sh[71205]: 10-05 21:09:27| 13   3  82   2   0|5842M  235M  204M 1605M| 217k  204k|   0   809k|   0  97.2 |2994  5255 |1.98 1.96 1.60|1.0   0   0|   0     0 |   0     0 | 25  289    0  114    0
May 10 21:09:28 ubuntu dstat.sh[71205]: 10-05 21:09:28|  5   2  90   0   0|5836M  241M  204M 1605M|  58k   41k|   0   603k|   0  48.9 |2441  3882 |1.98 1.96 1.60|2.0   0   0|   0     0 |   0     0 | 25  290    0  110    0
May 10 21:09:29 ubuntu dstat.sh[71205]: 10-05 21:09:29| 15   2  82   1   0|5835M  241M  204M 1605M| 181k  168k|   0   876k|   0   124 |3126  5443 |1.98 1.96 1.60|  0   0 1.0|   0     0 |   0     0 | 25  289    0  112    0
May 10 21:09:30 ubuntu dstat.sh[71205]: 10-05 21:09:30| 18   5  72   3   0|5834M  243M  204M 1606M| 236k  220k|   0  1075k|   0   153 |3818  6259 |1.82 1.92 1.59|  0   0   0|   0     0 |   0     0 | 25  289    0  112    0
May 10 21:09:31 ubuntu dstat.sh[71205]: 10-05 21:09:31| 11   2  86   0   1|5834M  243M  204M 1606M| 111k   93k|   0   208k|   0  13.0 |2158  3255 |1.82 1.92 1.59|3.0   0   0|   0     0 |   0     0 | 25  290    0  112    0
May 10 21:09:32 ubuntu dstat.sh[71205]: 10-05 21:09:32| 13   2  82   2   0|5833M  243M  204M 1606M| 134k  119k|   0   990k|   0   135 |3301  5552 |1.82 1.92 1.59|  0   0   0|   0     0 |   0     0 | 25  289    0  109    0
May 10 21:09:33 ubuntu dstat.sh[71205]: 10-05 21:09:33| 18   3  74   3   0|5833M  243M  204M 1606M| 431k  415k|   0  1442k|   0   216 |4331  7385 |1.82 1.92 1.59|2.0   0   0|   0     0 |   0     0 | 25  290    0  110    0
May 10 21:09:34 ubuntu dstat.sh[71205]: 10-05 21:09:34| 28   3  63   3   0|5833M  243M  205M 1606M| 583k  563k|   0  1643k|   0   249 |4937  8293 |1.82 1.92 1.59|4.0   0   0|   0     0 |   0     0 | 25  291    0  111    0
May 10 21:09:35 ubuntu dstat.sh[71205]: 10-05 21:09:35| 30   4  65   2   0|5833M  243M  205M 1606M| 534k  518k|   0  1257k|   0   158 |4722  8042 |1.83 1.92 1.59|4.0   0   0|   0     0 |   0     0 | 25  290    0  114    0
May 10 21:09:36 ubuntu dstat.sh[71205]: 10-05 21:09:36| 26   6  67   3   1|5833M  242M  205M 1607M| 811k  480k|   0  3550k|   0   273 |5405  9104 |1.83 1.92 1.59|1.0   0 2.0|   0     0 |   0     0 | 25  290    0  116    0
May 10 21:09:37 ubuntu dstat.sh[71205]: 10-05 21:09:37| 29   5  64   2   0|5854M  221M  205M 1607M|2467k  543k|   0  1361k|   0   158 |5397  8785 |1.83 1.92 1.59|2.0 1.0 1.0|   0     0 |   0     0 | 25  290    0  116    0
May 10 21:09:38 ubuntu dstat.sh[71205]: 10-05 21:09:38|  9   2  86   0   0|5833M  242M  205M 1607M| 583k   79k|   0   727k|   0  84.9 |3003  4796 |1.83 1.92 1.59|3.0   0   0|   0     0 |   0     0 | 25  289    0  109    0
May 10 21:09:39 ubuntu dstat.sh[71205]: 10-05 21:09:39| 15   2  80   1   0|5833M  242M  205M 1607M| 269k  231k|   0   920k|   0   122 |3420  5573 |1.83 1.92 1.59|1.0   0   0|   0     0 |   0     0 | 25  289    0  111    0
May 10 21:09:40 ubuntu dstat.sh[71205]: 10-05 21:09:40| 18   3  77   2   0|5833M  241M  205M 1607M| 380k  354k|   0  1222k|   0   168 |4078  7197 |1.85 1.93 1.60|1.0   0   0|   0     0 |   0     0 | 25  292    0  108    0
May 10 21:09:41 ubuntu dstat.sh[71205]: 10-05 21:09:41| 29   4  63   3   0|5833M  242M  205M 1607M| 537k  519k|   0    12M|   0   273 |5530  9576 |1.85 1.93 1.60|2.0 1.0   0|   0     0 |   0     0 | 25  290    0  112    0
May 10 21:09:42 ubuntu dstat.sh[71205]: 10-05 21:09:42| 26   4  67   1   1|5833M  241M  205M 1607M| 458k  438k|   0   985k|   0   123 |4886  8353 |1.85 1.93 1.60|1.0   0   0|   0     0 |   0     0 | 25  290    0  108    0
May 10 21:09:43 ubuntu dstat.sh[71205]: 10-05 21:09:43| 27   4  66   2   0|5833M  241M  205M 1608M| 480k  455k|   0  1150k|   0   157 |4430  7552 |1.85 1.93 1.60|  0   0   0|   0     0 |   0     0 | 25  289    0  109    0
May 10 21:09:44 ubuntu dstat.sh[71205]: 10-05 21:09:44|  6   2  91   0   0|5833M  241M  205M 1608M|  72k   44k|   0   300k|   0  32.1 |2242  3623 |1.85 1.93 1.60|1.0   0   0|   0     0 |   0     0 | 25  290    0  107    0
May 10 21:09:45 ubuntu dstat.sh[71205]: 10-05 21:09:45| 26   3  66   2   0|5833M  241M  205M 1608M| 535k  521k|   0  1364k|   0   201 |4994  8861 |1.78 1.91 1.59|1.0   0   0|   0     0 |   0     0 | 25  290    0  109    0
May 10 21:09:46 ubuntu dstat.sh[71205]: 10-05 21:09:46| 28   4  66   2   0|5834M  239M  205M 1608M| 516k  499k|   0  1360k|   0   189 |5681  9628 |1.78 1.91 1.59|3.0   0 2.0|   0     0 |   0     0 | 25  290    0  106    0
May 10 21:09:47 ubuntu dstat.sh[71205]: 10-05 21:09:47| 27   3  66   2   0|5834M  238M  205M 1609M| 611k  597k|   0  1231k|   0   143 |4882  8686 |1.78 1.91 1.59|1.0   0   0|   0     0 |   0     0 | 25  290    0  110    0
May 10 21:09:48 ubuntu dstat.sh[71205]: 10-05 21:09:48| 29   3  64   2   0|5835M  237M  205M 1609M| 620k  606k|   0  1358k|   0   203 |5259  9482 |1.78 1.91 1.59|2.0   0   0|   0     0 |   0     0 | 25  290    0  109    0
May 10 21:09:49 ubuntu dstat.sh[71205]: 10-05 21:09:49| 26   4  67   2   0|5837M  235M  205M 1609M| 672k  656k|   0  1526k|   0   199 |5247  9042 |1.78 1.91 1.59|  0   0   0|   0     0 |   0     0 | 25  289    0  120    0
May 10 21:09:50 ubuntu dstat.sh[71205]: 10-05 21:09:50|  7   1  89   1   0|5837M  235M  205M 1609M|  94k   82k|   0   723k|   0  66.9 |2749  4443 |1.64 1.88 1.58|1.0   0   0|   0     0 |   0     0 | 25  290    0  117    0
May 10 21:09:51 ubuntu dstat.sh[71205]: 10-05 21:09:51| 26   4  66   2   0|5836M  235M  205M 1610M| 545k  528k|   0  1343k|   0   199 |5131  8941 |1.64 1.88 1.58|2.0   0   0|   0     0 |   0     0 | 25  290    0  119    0
May 10 21:09:52 ubuntu dstat.sh[71205]: 10-05 21:09:52| 20   4  70   6   1|5836M  235M  205M 1610M| 438k  420k|   0  1627k|   0   193 |4784  8528 |1.64 1.88 1.58|  0   0   0|   0     0 |   0     0 | 25  289    0  117    0
May 10 21:09:53 ubuntu dstat.sh[71205]: 10-05 21:09:53|  9   2  87   1   0|5836M  235M  205M 1610M| 201k  168k|   0   792k|   0  77.0 |2690  4390 |1.64 1.88 1.58|1.0   0   0|   0     0 |   0     0 | 25  290    0  117    0
May 10 21:09:54 ubuntu dstat.sh[71205]: 10-05 21:09:54| 27   3  65   2   0|5836M  235M  205M 1610M| 567k  539k|   0  1411k|   0   187 |5282  9486 |1.64 1.88 1.58|1.0 1.0   0|   0     0 |   0     0 | 25  290    0  117    0
May 10 21:09:55 ubuntu dstat.sh[71205]: 10-05 21:09:55| 27   3  66   2   0|5836M  234M  205M 1610M| 517k  504k|   0  1229k|   0   183 |4914  8573 |1.75 1.90 1.59|1.0   0   0|   0     0 |   0     0 | 25  290    0  119    0
May 10 21:09:56 ubuntu dstat.sh[71205]: 10-05 21:09:56| 25   4  67   1   0|5838M  233M  205M 1611M| 652k  630k|   0   971k|   0   102 |5357  9481 |1.75 1.90 1.59|2.0   0 2.0|   0     0 |   0     0 | 25  291    0  118    0
May 10 21:09:57 ubuntu dstat.sh[71205]: 10-05 21:09:57| 11   2  83   2   0|5837M  233M  205M 1611M| 274k  207k|   0  1084k|   0   119 |3266  5533 |1.75 1.90 1.59|  0   0   0|   0     0 |   0     0 | 25  289    0  119    0
May 10 21:09:58 ubuntu dstat.sh[71205]: 10-05 21:09:58| 17   4  76   2   0|5837M  233M  205M 1611M| 460k  442k|   0  1145k|   0   163 |3926  7036 |1.75 1.90 1.59|1.0   0   0|   0     0 |   0     0 | 25  291    0  114    0
May 10 21:09:59 ubuntu dstat.sh[71205]: 10-05 21:09:59| 27   4  66   2   0|5838M  232M  205M 1611M| 608k  593k|   0  1619k|   0   231 |5713    10k|1.75 1.90 1.59|1.0   0   0|   0     0 |   0     0 | 25  290    0  117    0
May 10 21:10:00 ubuntu dstat.sh[71205]: 10-05 21:10:00| 17   4  75   2   0|5847M  222M  205M 1612M| 300k  284k|   0  1178k|   0   160 |4137  6751 |1.69 1.88 1.59|  0   0 4.0|   0     0 |   0     0 | 25  289    0  117    0
May 10 21:10:01 ubuntu dstat.sh[71205]: 10-05 21:10:01| 14   3  77   4   0|5846M  222M  205M 1613M| 250k  232k|   0   963k|   0   115 |3582  5946 |1.69 1.88 1.59|2.0   0   0|   0     0 |   0     0 | 25  289    0  118    0
May 10 21:10:02 ubuntu dstat.sh[71205]: 10-05 21:10:02| 15   4  80   2   0|5842M  227M  205M 1612M| 234k  215k|   0   908k|   0   114 |3445  5657 |1.69 1.88 1.59|2.0   0 8.0|   0     0 |   0     0 | 25  290    0  113    0
May 10 21:10:03 ubuntu dstat.sh[71205]: 10-05 21:10:03| 33   6  58   2   0|5840M  229M  205M 1612M| 567k  550k|   0  1299k|   0   172 |5622    12k|1.69 1.88 1.59|2.0   0  26|   0     0 |   0     0 | 25  290    0  116    0
May 10 21:10:04 ubuntu dstat.sh[71205]: 10-05 21:10:04| 22   2  73   2   0|5842M  226M  206M 1612M| 404k  377k|   0  1328k|   0   206 |4386  7686 |1.69 1.88 1.59|  0   0   0|   0     0 |   0     0 | 25  289    0  117    0
May 10 21:10:05 ubuntu dstat.sh[71205]: 10-05 21:10:05| 13   3  82   1   0|5843M  226M  206M 1612M| 272k  256k|   0   792k|   0  97.0 |3322  5606 |1.55 1.85 1.58|1.0   0   0|   0     0 |   0     0 | 25  292    0  109    0
May 10 21:10:06 ubuntu dstat.sh[71205]: 10-05 21:10:06| 29   5  66   2   0|5843M  226M  206M 1612M| 630k  615k|   0  1352k|   0   175 |5106  9484 |1.55 1.85 1.58|2.0   0 2.0|   0     0 |   0     0 | 25  290    0  111    0
May 10 21:10:07 ubuntu dstat.sh[71205]: 10-05 21:10:07| 25   4  69   1   0|5844M  224M  206M 1613M| 599k  577k|   0  2944k|   0   142 |4884  8563 |1.55 1.85 1.58|2.0   0   0|   0     0 |   0     0 | 25  290    0  106    0
May 10 21:10:08 ubuntu dstat.sh[71205]: 10-05 21:10:08| 10   2  84   1   0|5844M  224M  206M 1613M| 142k  124k|   0  1126k|   0   152 |3478  5903 |1.55 1.85 1.58|1.0   0   0|   0     0 |   0     0 | 25  289    0  107    0
May 10 21:10:09 ubuntu dstat.sh[71205]: 10-05 21:10:09| 11   2  83   2   0|5844M  224M  206M 1613M| 220k  204k|4096B  924k|1.00   129 |3340  5704 |1.55 1.85 1.58|  0   0   0|   0     0 |   0     0 | 25  289    0  107    0
May 10 21:10:10 ubuntu dstat.sh[71205]: 10-05 21:10:10| 16   3  78   2   0|5844M  223M  206M 1613M| 318k  301k|   0  1192k|   0   170 |3809  6683 |1.43 1.82 1.57|2.0   0   0|   0     0 |   0     0 | 25  290    0  108    0
May 10 21:10:11 ubuntu dstat.sh[71205]: 10-05 21:10:11| 30   4  60   4   0|5844M  223M  206M 1613M| 673k  658k|   0  1757k|   0   258 |6068    12k|1.43 1.82 1.57|3.0   0   0|   0     0 |   0     0 | 25  291    0  105    0
May 10 21:10:12 ubuntu dstat.sh[71205]: 10-05 21:10:12| 28   4  65   4   1|5846M  221M  206M 1614M| 515k  490k|   0  8666k|   0   387 |5574  9588 |1.43 1.82 1.57|7.0   0 1.0|   0     0 |   0     0 | 25  290    0  108    0
May 10 21:10:13 ubuntu dstat.sh[71205]: 10-05 21:10:13| 25   4  68   1   0|5847M  220M  206M 1614M| 530k  507k|   0   943k|   0   111 |4307  8203 |1.43 1.82 1.57|2.0   0   0|   0     0 |   0     0 | 25  290    0  104    0
May 10 21:10:14 ubuntu dstat.sh[71205]: 10-05 21:10:14| 20   3  74   1   0|5847M  219M  206M 1614M| 459k  432k|   0  1039k|   0   141 |4371  7714 |1.43 1.82 1.57|1.0   0   0|   0     0 |   0     0 | 25  289    0  107    0
May 10 21:10:15 ubuntu dstat.sh[71205]: 10-05 21:10:15| 12   2  85   1   0|5847M  218M  206M 1614M| 192k  158k|   0   856k|   0  96.0 |2803  4632 |1.39 1.81 1.57|2.0   0 1.0|   0     0 |   0     0 | 25  288    0  106    0
May 10 21:10:16 ubuntu dstat.sh[71205]: 10-05 21:10:16|  6   1  90   0   0|5848M  218M  206M 1614M|  68k   51k|   0   631k|   0  56.9 |2598  4265 |1.39 1.81 1.57|  0   0 2.0|   0     0 |   0     0 | 25  289    0  106    0
May 10 21:10:17 ubuntu dstat.sh[71205]: 10-05 21:10:17| 25   3  66   4   0|5848M  218M  206M 1615M| 548k  531k|   0  1729k|   0   220 |4794  8676 |1.39 1.81 1.57|5.0   0   0|   0     0 |   0     0 | 25  291    0   97    0
May 10 21:10:18 ubuntu dstat.sh[71205]: 10-05 21:10:18| 31   4  63   2   0|5848M  217M  206M 1615M| 554k  519k|   0  1889k|   0   287 |5632    10k|1.39 1.81 1.57|2.0   0   0|   0     0 |   0     0 | 25  291    0  102    0
May 10 21:10:19 ubuntu dstat.sh[71205]: 10-05 21:10:19| 26   4  66   2   0|5848M  216M  206M 1615M| 586k  571k|   0  1743k|   0   234 |5077  9638 |1.39 1.81 1.57|1.0   0   0|   0     0 |   0     0 | 25  291    0  100    0
May 10 21:10:20 ubuntu dstat.sh[71205]: 10-05 21:10:20| 29   3  63   4   1|5849M  215M  206M 1615M| 523k  508k|   0  1526k|   0   229 |4654  8602 |1.36 1.79 1.56|  0 1.0   0|   0     0 |   0     0 | 25  290    0  102    0
May 10 21:10:21 ubuntu dstat.sh[71205]: 10-05 21:10:21|  9   1  87   1   0|5849M  215M  206M 1615M| 118k  103k|   0  1038k|   0   121 |2875  5002 |1.36 1.79 1.56|  0   0   0|   0     0 |   0     0 | 25  289    0  103    0
May 10 21:10:22 ubuntu dstat.sh[71205]: 10-05 21:10:22| 25   4  68   3   0|5849M  215M  206M 1615M| 490k  471k|   0  1471k|   0   212 |4250  7468 |1.36 1.79 1.56|5.0   0 2.0|   0     0 |   0     0 | 25  290    0  104    1
May 10 21:10:23 ubuntu dstat.sh[71205]: 10-05 21:10:23| 27   5  67   1   0|5850M  214M  206M 1616M| 722k  695k|   0  1365k|   0   164 |5043  9478 |1.36 1.79 1.56|2.0   0   0|   0     0 |   0     0 | 25  290    0  112    0
May 10 21:10:24 ubuntu dstat.sh[71205]: 10-05 21:10:24| 11   2  84   1   0|5850M  214M  206M 1616M| 239k  213k|   0  1032k|   0   151 |3571  6134 |1.36 1.79 1.56|  0   0   0|   0     0 |   0     0 | 25  289    0  116    0
May 10 21:10:25 ubuntu dstat.sh[71205]: 10-05 21:10:25| 13   2  81   3   0|5850M  214M  206M 1616M| 226k  212k|   0  4994k|   0   406 |3745  5653 |1.25 1.76 1.56|  0   0 2.0|   0     0 |   0     0 | 25  289    0  115    0
May 10 21:10:26 ubuntu dstat.sh[71205]: 10-05 21:10:26| 13   3  81   1   1|5850M  214M  206M 1616M| 270k  257k|   0   893k|   0   114 |3245  5508 |1.25 1.76 1.56|3.0   0 2.0|   0     0 |   0     0 | 25  290    0  117    0
May 10 21:10:27 ubuntu dstat.sh[71205]: 10-05 21:10:27| 27   3  67   2   0|5850M  213M  206M 1616M| 481k  466k|   0  1035k|   0   139 |4607  8266 |1.25 1.76 1.56|2.0   0   0|   0     0 |   0     0 | 25  290    0  116    0
May 10 21:10:28 ubuntu dstat.sh[71205]: 10-05 21:10:28| 21   2  74   1   0|5850M  212M  206M 1616M| 384k  368k|   0  1189k|   0   174 |3930  7274 |1.25 1.76 1.56|  0   0   0|   0     0 |   0     0 | 25  289    0  117    0
May 10 21:10:29 ubuntu dstat.sh[71205]: 10-05 21:10:29| 12   3  85   1   1|5850M  212M  206M 1616M| 210k  197k|   0   979k|   0   103 |2957  5141 |1.25 1.76 1.56|1.0   0   0|   0     0 |   0     0 | 25  290    0  114    0
May 10 21:10:30 ubuntu dstat.sh[71205]: 10-05 21:10:30| 31   4  61   2   0|5879M  183M  207M 1617M| 603k  588k|   0  1522k|   0   209 |5517  9550 |1.31 1.77 1.56|2.0   0   0|   0     0 |   0     0 | 25  292    0  116    0
May 10 21:10:31 ubuntu dstat.sh[71205]: 10-05 21:10:31| 20   2  74   1   0|5851M  211M  207M 1617M| 451k  433k|   0  1298k|   0   160 |4209  6953 |1.31 1.77 1.56|  0   0   0|   0     0 |   0     0 | 25  289    0  125    0
May 10 21:10:32 ubuntu dstat.sh[71205]: 10-05 21:10:32| 13   3  81   1   0|5851M  211M  207M 1617M| 223k  206k|   0   956k|   0   129 |3663  5837 |1.31 1.77 1.56|  0   0   0|   0     0 |   0     0 | 25  289    0  126    0
May 10 21:10:33 ubuntu dstat.sh[71205]: 10-05 21:10:33|  5   1  91   0   0|5851M  211M  207M 1617M|  98k   80k|   0   664k|   0  28.0 |2203  3360 |1.31 1.77 1.56|  0 1.0   0|   0     0 |   0     0 | 25  290    0  124    0
May 10 21:10:34 ubuntu dstat.sh[71205]: 10-05 21:10:34| 28   4  64   4   0|5851M  211M  207M 1617M| 552k  525k|   0  1763k|   0   246 |5487  9432 |1.31 1.77 1.56|1.0   0   0|   0     0 |   0     0 | 25  290    0  127    0
May 10 21:10:35 ubuntu dstat.sh[71205]: 10-05 21:10:35| 22   4  70   2   0|5852M  210M  207M 1618M| 507k  485k|   0  1259k|   0   169 |5130  8820 |1.21 1.74 1.55|  0   0   0|   0     0 |   0     0 | 25  289    0  124    0
May 10 21:10:36 ubuntu dstat.sh[71205]: 10-05 21:10:36|  8   2  89   1   0|5851M  210M  207M 1618M| 151k  132k|   0   432k|   0  50.0 |2663  4195 |1.21 1.74 1.55|1.0   0 2.0|   0     0 |   0     0 | 25  290    0  124    0
May 10 21:10:37 ubuntu dstat.sh[71205]: 10-05 21:10:37| 27   4  66   2   0|5852M  209M  207M 1618M| 588k  570k|   0  1395k|   0   205 |5663  9872 |1.21 1.74 1.55|1.0 1.0   0|   0     0 |   0     0 | 25  290    0  122    0
May 10 21:10:38 ubuntu dstat.sh[71205]: 10-05 21:10:38| 29   3  64   3   0|5852M  209M  207M 1618M| 593k  575k|   0  3872k|   0   332 |5756  9751 |1.21 1.74 1.55|1.0   0   0|   0     0 |   0     0 | 25  290    0  125    0
May 10 21:10:39 ubuntu dstat.sh[71205]: 10-05 21:10:39| 27   4  66   2   0|5852M  208M  207M 1619M| 593k  573k|4098B 1709k|1.00   240 |5431  9402 |1.21 1.74 1.55|2.0   0   0|   0     0 |   0     0 | 25  291    0  123    0
